timestamp,model,duration_sec,Accuracy,Precision,Recall,F1 Score,ROC AUC,Brier Score,param_metric,param_n_neighbors,param_weights
2025-06-04 01:44:42,K-Nearest Neighbors,7.3,0.5745,0.4892,0.2873,0.362,0.5486,0.2559,euclidean,12,uniform
