Date,Gender,WeightClassMap,WeightClass,Location,Fighter,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,Year,Win,Record,WinRate,WinRatePercentage,FinishRate,ExpPerAge,HeightReachRatio,WinsByDecision,DecisionRate,UFCFights
2021-10-16,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Batgerel Danaa,0,2,0,5.38,0.36,0.0,0.52,0.5,2,1,5,0,0,0,0,2,0,0,2,Orthodox,170.18,177.8,135,32,2021,Yes,2-1-0,0.6666666666666666,66.7%,1.0,0.15625,0.9571428571428571,0,0.0,4
2022-06-11,MALE,Light,Bantamweight,"Kallang, Singapore",Batgerel Danaa,1,0,0,5.38,0.36,0.0,0.52,0.5,3,2,8,0,0,0,0,3,0,0,3,Orthodox,170.18,177.8,135,32,2022,No,3-2-0,0.6,60.0%,1.0,0.25,0.9571428571428571,0,0.0,4
2023-04-22,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Batgerel Danaa,2,0,0,5.38,0.36,0.0,0.52,0.5,3,3,11,0,0,0,0,3,0,0,3,Orthodox,170.18,177.8,135,33,2023,No,3-3-0,0.5,50.0%,1.0,0.3333333333333333,0.9571428571428571,0,0.0,4
2015-05-09,FEMALE,Women,Women's Strawweight,"Adelaide, South Australia, Australia",Bec Rawlings,1,0,0,69.0,0.58,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,125,26,2015,Yes,0-1-0,0.0,0.0%,0.0,0.11538461538461539,1.03125,0,0.0,4
2016-08-27,FEMALE,Women,Women's Strawweight,"Vancouver, British Columbia, Canada",Bec Rawlings,0,2,0,55.6667,0.507,0.3333,0.3333,0.11,2,1,7,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,27,2016,No,2-1-0,0.6666666666666666,66.7%,0.5,0.25925925925925924,1.03125,1,0.5,4
2017-02-04,FEMALE,Women,Women's Strawweight,"Houston, Texas, USA",Bec Rawlings,1,0,0,47.0,0.483,0.25,0.25,0.083,2,2,9,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,27,2017,No,2-2-0,0.5,50.0%,0.5,0.3333333333333333,1.03125,1,0.5,4
2018-04-07,FEMALE,Women,Women's Flyweight,"Brooklyn, New York, USA",Bec Rawlings,3,0,0,48.3333,0.435,0.3333,0.6667,0.248,2,4,15,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,29,2018,No,2-4-0,0.3333333333333333,33.3%,0.5,0.5172413793103449,1.03125,1,0.5,4
2016-11-12,MALE,Medium,Welterweight,"New York City, New York, USA",Belal Muhammad,0,1,0,71.5,0.41,0.0,2.5,0.5,1,1,6,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,170,28,2016,No,1-1-0,0.5,50.0%,1.0,0.21428571428571427,0.9861111111111112,0,0.0,15
2017-11-18,MALE,Medium,Welterweight,"Sydney, New South Wales, Australia",Belal Muhammad,0,2,0,52.4,0.396,0.0,2.2,0.346,2,2,13,0,0,0,2,1,0,0,3,Orthodox,180.34,182.88,170,29,2017,Yes,3-2-0,0.6,60.0%,0.3333333333333333,0.4482758620689655,0.9861111111111112,2,0.6666666666666666,15
2019-09-07,MALE,Medium,Welterweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Belal Muhammad,0,1,0,4.37,0.41,0.2,2.15,0.31,4,3,25,0,0,1,4,1,0,0,6,Orthodox,180.34,182.88,170,31,2019,Yes,6-3-0,0.6666666666666666,66.7%,0.16666666666666666,0.8064516129032258,0.9861111111111112,5,0.8333333333333334,15
2020-06-20,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Belal Muhammad,0,2,0,4.37,0.41,0.2,2.15,0.31,4,3,28,0,0,1,4,1,1,0,7,Orthodox,180.34,182.88,170,31,2020,Yes,7-3-0,0.7,70.0%,0.2857142857142857,0.9032258064516129,0.9861111111111112,5,0.7142857142857143,15
2021-12-18,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Belal Muhammad,0,5,0,4.39,0.43,0.2,2.28,0.39,5,3,39,1,0,1,7,1,1,0,10,Orthodox,180.34,182.88,170,33,2021,Yes,10-3-0,0.7692307692307693,76.9%,0.2,1.1818181818181819,0.9861111111111112,8,0.8,15
2022-10-22,MALE,Medium,Welterweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Belal Muhammad,0,7,0,4.39,0.43,0.2,2.28,0.39,7,3,47,1,0,1,9,1,1,0,12,Orthodox,180.34,182.88,170,34,2022,Yes,12-3-0,0.8,80.0%,0.16666666666666666,1.3823529411764706,0.9861111111111112,10,0.8333333333333334,15
2023-05-06,MALE,Medium,Welterweight,"Newark, New Jersey, USA",Belal Muhammad,0,8,0,4.39,0.43,0.2,2.28,0.39,8,3,49,1,0,1,9,2,1,0,13,Orthodox,180.34,182.88,170,34,2023,Yes,13-3-0,0.8125,81.2%,0.23076923076923078,1.4411764705882353,0.9861111111111112,10,0.7692307692307693,15
2024-07-27,MALE,Medium,Welterweight,"Manchester, England, United Kingdom",Belal Muhammad,0,9,0,4.39,0.43,0.2,2.28,0.39,9,3,54,0,0,1,10,2,1,0,14,Orthodox,180.34,182.88,170,36,2024,Yes,14-3-0,0.8235294117647058,82.4%,0.21428571428571427,1.5,0.9861111111111112,11,0.7857142857142857,15
2015-11-14,MALE,Light,Flyweight,"Melbourne, Victoria, Australia",Ben Nguyen,0,1,0,27.0,0.45,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Switch,165.1,165.1,125,27,2015,Yes,1-0-0,1.0,100.0%,1.0,0.037037037037037035,1.0,0,0.0,6
2016-11-26,MALE,Light,Flyweight,"Melbourne, Victoria, Australia",Ben Nguyen,1,0,0,14.0,0.52,1.0,0.0,0.0,2,1,4,0,0,0,0,1,1,0,2,Switch,165.1,165.1,125,28,2016,Yes,2-1-0,0.6666666666666666,66.7%,1.0,0.14285714285714285,1.0,0,0.0,6
2017-06-10,MALE,Light,Flyweight,"Auckland, New Zealand",Ben Nguyen,0,1,0,36.75,0.493,0.75,0.0,0.0,2,1,7,0,0,0,1,1,1,0,3,Switch,165.1,165.1,125,28,2017,Yes,3-1-0,0.75,75.0%,0.6666666666666666,0.25,1.0,1,0.3333333333333333,6
2018-12-01,MALE,Light,Flyweight,"Adelaide, South Australia, Australia",Ben Nguyen,1,0,0,28.5,0.452,0.6667,0.1667,0.167,2,2,11,0,0,0,1,1,2,0,4,Switch,165.1,165.1,125,30,2018,No,4-2-0,0.6666666666666666,66.7%,0.75,0.36666666666666664,1.0,1,0.25,6
2010-06-12,MALE,Heavy,Heavyweight,"Vancouver, British Columbia, Canada",Ben Rothwell,1,0,0,3.0,0.14,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,265,28,2010,Yes,0-1-0,0.0,0.0%,0.0,0.07142857142857142,0.9743589743589743,0,0.0,13
2011-09-24,MALE,Heavy,Heavyweight,"Denver, Colorado, USA",Ben Rothwell,0,1,0,23.5,0.375,1.0,2.5,0.355,1,1,5,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,265,29,2011,No,1-1-0,0.5,50.0%,0.0,0.1724137931034483,0.9743589743589743,1,1.0,13
2012-04-21,MALE,Heavy,Heavyweight,"Atlanta, Georgia, USA",Ben Rothwell,1,0,0,22.0,0.377,0.6667,2.3333,0.283,1,2,8,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,265,30,2012,Yes,1-2-0,0.3333333333333333,33.3%,0.0,0.26666666666666666,0.9743589743589743,1,1.0,13
2013-08-31,MALE,Heavy,Heavyweight,"Milwaukee, Wisconsin, USA",Ben Rothwell,1,0,0,17.2,0.408,0.4,1.4,0.17,1,3,11,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,265,31,2013,Yes,2-3-0,0.4,40.0%,0.5,0.3548387096774194,0.9743589743589743,1,0.5,13
2014-09-05,MALE,Heavy,Heavyweight,"Ledyard, Connecticut, USA",Ben Rothwell,0,1,0,23.6667,0.43,0.3333,1.1667,0.142,1,3,14,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,265,32,2014,Yes,3-3-0,0.5,50.0%,0.6666666666666666,0.4375,0.9743589743589743,1,0.3333333333333333,13
2015-06-06,MALE,Heavy,Heavyweight,"New Orleans, Louisiana, USA",Ben Rothwell,0,2,0,22.7143,0.457,0.2857,1.0,0.121,2,3,15,0,0,0,1,3,0,0,4,Orthodox,193.04,198.12,265,33,2015,Yes,4-3-0,0.5714285714285714,57.1%,0.75,0.45454545454545453,0.9743589743589743,1,0.25,13
2016-04-10,MALE,Heavy,Heavyweight,"Zagreb, Croatia",Ben Rothwell,0,4,0,22.1111,0.432,0.4444,0.7778,0.094,4,3,18,0,0,0,1,3,2,0,6,Orthodox,193.04,198.12,265,34,2016,No,6-3-0,0.6666666666666666,66.7%,0.8333333333333334,0.5294117647058824,0.9743589743589743,1,0.16666666666666666,13
2019-07-20,MALE,Heavy,Heavyweight,"San Antonio, Texas, USA",Ben Rothwell,2,0,0,3.34,0.42,0.3,0.66,0.33,6,6,40,0,0,1,2,8,2,0,13,Orthodox,193.04,198.12,265,37,2019,No,13-6-0,0.6842105263157895,68.4%,0.7692307692307693,1.0810810810810811,0.9743589743589743,3,0.23076923076923078,13
2020-05-13,MALE,Heavy,Heavyweight,"Jacksonville, Florida, USA",Ben Rothwell,0,1,0,3.34,0.42,0.3,0.66,0.33,6,7,45,0,0,1,2,9,2,0,14,Orthodox,193.04,198.12,265,38,2020,Yes,14-7-0,0.6666666666666666,66.7%,0.7857142857142857,1.1842105263157894,0.9743589743589743,3,0.21428571428571427,13
2021-11-13,MALE,Heavy,Heavyweight,"Las Vegas, Nevada, USA",Ben Rothwell,0,1,0,3.71,0.42,0.4,0.68,0.34,6,8,53,0,0,2,2,9,3,0,16,Orthodox,193.04,198.12,265,40,2021,No,16-8-0,0.6666666666666666,66.7%,0.75,1.325,0.9743589743589743,4,0.25,13
2010-08-07,MALE,Medium,Welterweight,"Oakland, California, USA",Ben Saunders,1,0,0,26.1667,0.65,1.0,0.1667,0.167,3,2,12,0,0,0,1,2,1,0,4,Orthodox,187.96,195.58,170,27,2010,No,4-2-0,0.6666666666666666,66.7%,0.75,0.4444444444444444,0.961038961038961,1,0.25,11
2014-12-13,MALE,Medium,Welterweight,"Phoenix, Arizona, USA",Ben Saunders,0,1,0,23.875,0.653,1.125,0.125,0.125,3,3,16,0,0,0,1,2,2,0,5,Orthodox,187.96,195.58,170,31,2014,Yes,5-3-0,0.625,62.5%,0.8,0.5161290322580645,0.961038961038961,1,0.2,11
2015-07-25,MALE,Medium,Welterweight,"Chicago, Illinois, USA",Ben Saunders,0,2,0,21.6667,0.643,1.0,0.1111,0.111,3,3,17,0,0,0,1,2,3,0,6,Orthodox,187.96,195.58,170,32,2015,Yes,6-3-0,0.6666666666666666,66.7%,0.8333333333333334,0.53125,0.961038961038961,1,0.16666666666666666,11
2016-01-17,MALE,Medium,Welterweight,"Boston, Massachusetts, USA",Ben Saunders,0,3,0,29.3,0.627,0.9,0.1,0.1,3,3,20,0,0,1,1,2,3,0,7,Orthodox,187.96,195.58,170,32,2016,No,7-3-0,0.7,70.0%,0.7142857142857143,0.625,0.961038961038961,2,0.2857142857142857,11
2017-05-28,MALE,Medium,Welterweight,"Stockholm, Sweden",Ben Saunders,0,1,0,29.4167,0.585,0.75,0.1667,0.167,3,4,25,0,0,1,2,2,3,0,8,Orthodox,187.96,195.58,170,34,2017,No,8-4-0,0.6666666666666666,66.7%,0.625,0.7352941176470589,0.961038961038961,3,0.375,11
2018-11-03,MALE,Medium,Welterweight,"New York City, New York, USA",Ben Saunders,1,0,0,26.0,0.542,0.5625,0.125,0.125,3,7,32,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,35,2018,No,9-7-0,0.5625,56.2%,0.6666666666666666,0.9142857142857143,0.961038961038961,3,0.3333333333333333,11
2014-10-25,MALE,Light,Lightweight,"Rio de Janeiro, Brazil",Beneil Dariush,0,1,0,14.6667,0.43,0.6667,0.6667,0.22,1,1,4,0,0,0,0,0,2,0,2,Southpaw,177.8,182.88,155,25,2014,Yes,2-1-0,0.6666666666666666,66.7%,1.0,0.16,0.9722222222222223,0,0.0,14
2015-08-08,MALE,Light,Lightweight,"Nashville, Tennessee, USA",Beneil Dariush,0,4,0,21.6667,0.463,0.8333,1.3333,0.443,4,1,12,0,0,0,2,0,3,0,5,Southpaw,177.8,182.88,155,26,2015,Yes,5-1-0,0.8333333333333334,83.3%,0.6,0.46153846153846156,0.9722222222222223,2,0.4,14
2016-11-05,MALE,Light,Lightweight,"Mexico City, Distrito Federal, Mexico",Beneil Dariush,0,1,0,30.8889,0.478,0.5556,1.0,0.323,5,2,18,0,0,1,2,1,3,0,7,Southpaw,177.8,182.88,155,27,2016,Yes,7-2-0,0.7777777777777778,77.8%,0.5714285714285714,0.6666666666666666,0.9722222222222223,3,0.42857142857142855,14
2017-03-11,MALE,Light,Lightweight,"Fortaleza, Ceara, Brazil",Beneil Dariush,0,2,0,33.8,0.48,0.5,0.9,0.291,5,2,21,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,27,2017,No,8-2-0,0.8,80.0%,0.5,0.7777777777777778,0.9722222222222223,4,0.5,14
2019-03-09,MALE,Light,Lightweight,"Wichita, Kansas, USA",Beneil Dariush,0,1,0,37.0,0.481,0.5,0.9286,0.244,5,5,30,0,0,1,4,1,3,0,9,Southpaw,177.8,182.88,155,29,2019,Yes,9-5-0,0.6428571428571429,64.3%,0.4444444444444444,1.0344827586206897,0.9722222222222223,5,0.5555555555555556,14
2020-03-07,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Beneil Dariush,0,3,1,3.95,0.49,0.9,1.77,0.34,5,4,33,0,0,1,4,1,5,0,11,Southpaw,177.8,182.88,155,30,2020,Yes,11-4-1,0.6875,68.8%,0.5454545454545454,1.1,0.9722222222222223,5,0.45454545454545453,14
2022-10-22,MALE,Light,Lightweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Beneil Dariush,0,7,1,3.78,0.48,0.9,1.9,0.34,7,4,42,0,0,2,5,3,5,0,15,Southpaw,177.8,182.88,155,33,2022,Yes,15-4-1,0.75,75.0%,0.5333333333333333,1.2727272727272727,0.9722222222222223,7,0.4666666666666667,14
2023-12-02,MALE,Light,Lightweight,"Austin, Texas, USA",Beneil Dariush,1,0,1,3.78,0.48,0.9,1.9,0.34,8,5,46,0,0,2,6,3,5,0,16,Southpaw,177.8,182.88,155,34,2023,No,16-5-1,0.7272727272727273,72.7%,0.5,1.3529411764705883,0.9722222222222223,8,0.5,14
2021-10-30,MALE,Medium,Welterweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Benoit Saint Denis,0,0,0,5.7,0.54,1.5,4.76,0.37,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,155,25,2021,No,0-0-0,,nan%,0.0,0.0,0.9726027397260275,0,0.0,7
2022-09-03,MALE,Light,Lightweight,"Paris, Ile-de-France, France",Benoit Saint Denis,0,1,0,5.7,0.54,1.5,4.76,0.37,1,1,5,0,0,0,0,0,1,0,1,Southpaw,180.34,185.42,155,26,2022,Yes,1-1-0,0.5,50.0%,1.0,0.19230769230769232,0.9726027397260275,0,0.0,7
2023-11-11,MALE,Light,Lightweight,"New York City, New York, USA",Benoit Saint Denis,0,4,0,5.7,0.54,1.5,4.76,0.37,4,1,10,0,0,0,0,2,2,0,4,Southpaw,180.34,185.42,155,27,2023,Yes,4-1-0,0.8,80.0%,1.0,0.37037037037037035,0.9726027397260275,0,0.0,7
2024-09-28,MALE,Light,Lightweight,"Paris, Ile-de-France, France",Benoit Saint Denis,1,0,0,5.17,0.53,1.2,3.97,0.37,5,2,13,0,0,0,0,3,2,0,5,Southpaw,180.34,185.42,155,28,2024,No,5-2-0,0.7142857142857143,71.4%,1.0,0.4642857142857143,0.9726027397260275,0,0.0,7
2011-11-12,MALE,Light,Lightweight,"Anaheim, California, USA",Benson Henderson,0,2,0,60.5,0.465,1.0,5.0,0.875,2,0,6,0,0,0,2,0,0,0,2,Southpaw,175.26,177.8,170,27,2011,Yes,2-0-0,1.0,100.0%,0.0,0.2222222222222222,0.9857142857142857,2,1.0,12
2012-12-08,MALE,Light,Lightweight,"Seattle, Washington, USA",Benson Henderson,0,5,0,62.4,0.414,1.2,2.6,0.606,5,0,19,2,0,1,4,0,0,0,5,Southpaw,175.26,177.8,170,29,2012,Yes,5-0-0,1.0,100.0%,0.0,0.6551724137931034,0.9857142857142857,5,1.0,12
2013-08-31,MALE,Light,Lightweight,"Milwaukee, Wisconsin, USA",Benson Henderson,0,7,0,72.0,0.441,0.8571,3.0,0.527,7,0,29,4,0,2,5,0,0,0,7,Southpaw,175.26,177.8,170,29,2013,No,7-0-0,1.0,100.0%,0.0,1.0,0.9857142857142857,7,1.0,12
2014-08-23,MALE,Light,Lightweight,"Tulsa, Oklahoma, USA",Benson Henderson,0,2,0,58.7,0.464,0.9,2.6,0.502,7,1,39,5,0,3,5,0,1,0,9,Southpaw,175.26,177.8,170,30,2014,No,9-1-0,0.9,90.0%,0.1111111111111111,1.3,0.9857142857142857,8,0.8888888888888888,12
2015-11-28,MALE,Medium,Welterweight,"Seoul, South Korea",Benson Henderson,0,1,0,56.9231,0.456,0.7692,2.2308,0.432,7,3,47,5,0,3,5,0,2,0,10,Southpaw,175.26,177.8,170,32,2015,Yes,10-3-0,0.7692307692307693,76.9%,0.2,1.46875,0.9857142857142857,8,0.8,12
2014-04-26,FEMALE,Women,Women's Bantamweight,"Baltimore, Maryland, USA",Bethe Correia,0,1,0,65.0,0.55,0.0,1.0,0.25,1,0,3,0,0,1,0,0,0,0,1,Orthodox,165.1,162.56,135,30,2014,Yes,1-0-0,1.0,100.0%,0.0,0.1,1.015625,1,1.0,9
2015-08-01,FEMALE,Women,Women's Bantamweight,"Rio de Janeiro, Rio de Janeiro, Brazil",Bethe Correia,0,3,0,74.6667,0.563,0.0,0.3333,0.083,3,0,8,0,0,1,1,1,0,0,3,Orthodox,165.1,162.56,135,32,2015,No,3-0-0,1.0,100.0%,0.3333333333333333,0.25,1.015625,2,0.6666666666666666,9
2016-09-10,FEMALE,Women,Women's Bantamweight,"Cleveland, Ohio, USA",Bethe Correia,2,0,0,59.8,0.542,0.0,0.2,0.05,3,2,12,1,0,1,1,1,0,0,3,Orthodox,165.1,162.56,135,33,2016,Yes,3-2-0,0.6,60.0%,0.3333333333333333,0.36363636363636365,1.015625,2,0.6666666666666666,9
2017-06-17,FEMALE,Women,Women's Bantamweight,"Kallang, Singapore",Bethe Correia,1,0,0,55.8571,0.497,0.0,0.4286,0.107,3,3,18,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,33,2017,No,4-3-0,0.5714285714285714,57.1%,0.25,0.5454545454545454,1.015625,3,0.75,9
2019-09-21,FEMALE,Women,Women's Bantamweight,"Mexico City, Distrito Federal, Mexico",Bethe Correia,2,0,1,4.47,0.44,0.0,0.37,0.2,3,4,24,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,36,2019,Yes,4-4-1,0.4444444444444444,44.4%,0.25,0.6666666666666666,1.015625,3,0.75,9
2020-07-25,FEMALE,Women,Women's Bantamweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bethe Correia,0,1,1,4.47,0.44,0.0,0.37,0.2,3,4,27,1,0,2,2,1,0,0,5,Orthodox,165.1,162.56,135,37,2020,No,5-4-1,0.5,50.0%,0.2,0.7297297297297297,1.015625,4,0.8,9
2021-10-02,FEMALE,Women,Women's Bantamweight,"Las Vegas, Nevada, USA",Bethe Correia,1,0,1,4.37,0.43,0.0,0.39,0.18,3,5,30,1,0,2,2,1,0,0,5,Orthodox,165.1,162.56,135,38,2021,No,5-5-1,0.45454545454545453,45.5%,0.2,0.7894736842105263,1.015625,4,0.8,9
2020-08-29,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Bill Algeo,0,0,0,9.8,0.53,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,145,31,2020,No,0-0-0,,nan%,0.0,0.0,0.9863013698630138,0,0.0,7
2022-09-17,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Bill Algeo,0,2,0,5.88,0.51,0.1,1.03,0.5,2,3,17,0,0,0,2,1,0,0,3,Switch,182.88,185.42,145,33,2022,No,3-3-0,0.5,50.0%,0.3333333333333333,0.5151515151515151,0.9863013698630138,2,0.6666666666666666,7
2023-04-15,MALE,Light,Featherweight,"Kansas City, Missouri, USA",Bill Algeo,1,0,0,5.88,0.51,0.1,1.03,0.5,2,4,20,0,0,0,2,1,0,0,3,Switch,182.88,185.42,145,33,2023,Yes,3-4-0,0.42857142857142855,42.9%,0.3333333333333333,0.6060606060606061,0.9863013698630138,2,0.6666666666666666,7
2024-07-20,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Bill Algeo,1,0,0,5.88,0.51,0.1,1.03,0.5,2,5,26,0,0,0,3,1,1,0,5,Switch,182.88,185.42,145,35,2024,No,5-5-0,0.5,50.0%,0.4,0.7428571428571429,0.9863013698630138,3,0.6,7
2021-11-06,MALE,Light,Featherweight,"New York City, New York, USA",Billy Quarantillo,0,1,0,7.36,0.56,1.1,1.24,0.23,4,1,17,0,0,0,1,3,1,0,5,Orthodox,177.8,177.8,145,32,2021,No,5-1-0,0.8333333333333334,83.3%,0.8,0.53125,1.0,1,0.2,6
2022-12-10,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Billy Quarantillo,1,0,0,7.36,0.56,1.1,1.24,0.23,4,2,20,0,0,0,1,3,1,0,5,Orthodox,177.8,177.8,145,34,2022,Yes,5-2-0,0.7142857142857143,71.4%,0.8,0.5882352941176471,1.0,1,0.2,6
2023-04-15,MALE,Light,Featherweight,"Kansas City, Missouri, USA",Billy Quarantillo,0,1,0,7.36,0.56,1.1,1.24,0.23,4,2,22,0,0,0,1,4,1,0,6,Orthodox,177.8,177.8,145,34,2023,No,6-2-0,0.75,75.0%,0.8333333333333334,0.6470588235294118,1.0,1,0.16666666666666666,6
2024-12-14,MALE,Light,Featherweight,"Tampa, Florida, USA",Billy Quarantillo,1,0,0,7.36,0.56,1.1,1.24,0.23,4,4,28,0,0,0,2,4,1,0,7,Orthodox,177.8,177.8,145,36,2024,No,7-4-0,0.6363636363636364,63.6%,0.7142857142857143,0.7777777777777778,1.0,2,0.2857142857142857,6
2019-06-08,MALE,Heavy,Heavyweight,"Chicago, Illinois, USA",Blagoy Ivanov,0,1,0,61.5,0.31,0.0,0.0,0.0,1,1,8,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,250,32,2019,Yes,1-1-0,0.5,50.0%,0.0,0.25,0.9726027397260275,1,1.0,5
2020-05-30,MALE,Heavy,Heavyweight,"Las Vegas, Nevada, USA",Blagoy Ivanov,1,0,0,3.09,0.38,0.2,1.07,0.62,2,2,14,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,33,2020,No,2-2-0,0.5,50.0%,0.0,0.42424242424242425,0.9726027397260275,2,1.0,5
2022-05-07,MALE,Heavy,Heavyweight,"Phoenix, Arizona, USA",Blagoy Ivanov,2,0,0,3.25,0.4,0.1,0.69,0.4,2,3,17,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,35,2022,Yes,2-3-0,0.4,40.0%,0.0,0.4857142857142857,0.9726027397260275,2,1.0,5
2023-02-04,MALE,Heavy,Heavyweight,"Las Vegas, Nevada, USA",Blagoy Ivanov,0,1,0,3.25,0.4,0.1,0.69,0.4,2,3,20,0,0,0,3,0,0,0,3,Southpaw,180.34,185.42,250,36,2023,No,3-3-0,0.5,50.0%,0.0,0.5555555555555556,0.9726027397260275,3,1.0,5
2013-12-14,MALE,Light,Lightweight,"Sacramento, California, USA",Bobby Green,0,2,0,37.0,0.485,0.5,0.5,0.5,2,0,4,0,0,0,0,1,1,0,2,Orthodox,177.8,180.34,155,27,2013,Yes,2-0-0,1.0,100.0%,1.0,0.14814814814814814,0.9859154929577465,0,0.0,14
2014-11-22,MALE,Light,Lightweight,"Austin, Texas, USA",Bobby Green,0,4,0,53.25,0.488,0.25,1.0,0.375,4,0,10,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,28,2014,No,4-0-0,1.0,100.0%,0.5,0.35714285714285715,0.9859154929577465,2,0.5,14
2016-06-04,MALE,Light,Lightweight,"Los Angeles, California, USA",Bobby Green,1,0,0,52.6,0.47,0.2,0.8,0.3,4,1,13,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,29,2016,No,4-1-0,0.8,80.0%,0.5,0.4482758620689655,0.9859154929577465,2,0.5,14
2017-04-15,MALE,Light,Lightweight,"Kansas City, Missouri, USA",Bobby Green,2,0,0,46.5,0.467,0.1667,0.6667,0.25,4,2,14,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,155,30,2017,No,4-2-0,0.6666666666666666,66.7%,0.5,0.4666666666666667,0.9859154929577465,2,0.5,14
2018-12-15,MALE,Light,Lightweight,"Milwaukee, Wisconsin, USA",Bobby Green,0,1,0,61.8889,0.476,0.1111,0.6667,0.226,4,4,23,0,0,1,2,1,1,0,5,Orthodox,177.8,180.34,155,32,2018,No,5-4-0,0.5555555555555556,55.6%,0.4,0.71875,0.9859154929577465,3,0.6,14
2020-08-01,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Bobby Green,0,1,1,5.01,0.49,0.4,1.19,0.31,8,7,47,0,0,2,4,1,3,0,10,Orthodox,177.8,180.34,155,33,2020,Yes,10-7-1,0.5555555555555556,55.6%,0.4,1.4242424242424243,0.9859154929577465,6,0.6,14
2021-11-06,MALE,Light,Lightweight,"New York City, New York, USA",Bobby Green,2,0,1,6.43,0.53,0.3,1.23,0.39,8,9,59,0,0,2,6,1,3,0,12,Orthodox,177.8,180.34,155,35,2021,Yes,12-9-1,0.5454545454545454,54.5%,0.3333333333333333,1.6857142857142857,0.9859154929577465,8,0.6666666666666666,14
2022-12-17,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Bobby Green,1,0,1,6.43,0.53,0.3,1.23,0.39,8,10,64,0,0,2,7,2,3,0,14,Orthodox,177.8,180.34,155,36,2022,No,14-10-1,0.56,56.0%,0.35714285714285715,1.7777777777777777,0.9859154929577465,9,0.6428571428571429,14
2018-12-08,MALE,Light,Bantamweight,"Toronto, Ontario, Canada",Brad Katona,0,1,0,71.0,0.63,0.0,2.0,0.28,1,0,3,1,0,0,1,0,0,0,1,Orthodox,167.64,162.56,135,26,2018,Yes,1-0-0,1.0,100.0%,0.0,0.11538461538461539,1.03125,1,1.0,6
2019-09-14,MALE,Light,Bantamweight,"Vancouver, British Columbia, Canada",Brad Katona,1,0,0,3.33,0.51,0.0,1.25,0.22,2,1,9,0,0,0,2,0,0,0,2,Orthodox,167.64,162.56,135,27,2019,No,2-1-0,0.6666666666666666,66.7%,0.0,0.3333333333333333,1.03125,2,1.0,6
2023-08-19,MALE,Light,Bantamweight,"Boston, Massachusetts, USA",Brad Katona,2,0,0,4.69,0.51,0.0,1.71,0.33,2,2,12,1,0,0,2,0,0,0,2,Orthodox,167.64,162.56,135,31,2023,Yes,2-2-0,0.5,50.0%,0.0,0.3870967741935484,1.03125,2,1.0,6
