Date,Gender,WeightClassMap,WeightClass,Location,Fighter,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,Year,Win,Record,WinRate,WinRatePercentage,FinishRate,ExpPerAge,HeightReachRatio,WinsByDecision,DecisionRate,UFCFights
2022-10-22,MALE,Medium,Middleweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",AJ Dobson,1,0,0,4.29,0.46,0.3,1.67,0.75,1,1,4,0,0,0,0,0,1,0,1,Orthodox,185.42,193.04,185,30,2022,No,1-1-0,0.5,50.0%,1.0,0.13333333333333333,0.9605263157894737,0,0.0,4
2023-08-12,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",AJ Dobson,2,0,0,4.29,0.46,0.3,1.67,0.75,1,2,7,0,0,0,0,0,1,0,1,Orthodox,185.42,193.04,185,31,2023,Yes,1-2-0,0.3333333333333333,33.3%,1.0,0.22580645161290322,0.9605263157894737,0,0.0,4
2024-03-23,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",AJ Dobson,0,1,0,4.29,0.46,0.3,1.67,0.75,1,2,10,0,0,0,1,0,1,0,2,Orthodox,185.42,193.04,185,32,2024,No,2-2-0,0.5,50.0%,0.5,0.3125,0.9605263157894737,1,0.5,4
2022-08-20,MALE,Medium,Welterweight,"Salt Lake City, Utah, USA",AJ Fletcher,1,0,0,3.36,0.49,0.9,1.54,0.35,1,1,4,0,0,0,0,1,0,0,1,Switch,177.8,170.18,170,25,2022,No,1-1-0,0.5,50.0%,1.0,0.16,1.0447761194029852,0,0.0,4
2023-09-23,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",AJ Fletcher,0,1,0,3.36,0.49,0.9,1.54,0.35,1,2,9,0,0,0,0,1,1,0,2,Switch,177.8,170.18,170,26,2023,No,2-2-0,0.5,50.0%,1.0,0.34615384615384615,1.0447761194029852,0,0.0,4
2010-11-20,MALE,Medium,Middleweight,"Auburn Hills, Michigan, USA",Aaron Simpson,1,0,0,30.0,0.493,0.25,2.0,0.633,3,1,8,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,36,2010,No,3-1-0,0.75,75.0%,0.6666666666666666,0.2222222222222222,0.9863013698630138,1,0.3333333333333333,8
2011-10-08,MALE,Medium,Middleweight,"Houston, Texas, USA",Aaron Simpson,0,2,0,37.8571,0.537,0.4286,3.5714,0.499,3,2,17,0,0,1,2,2,0,0,5,Orthodox,182.88,185.42,170,37,2011,Yes,5-2-0,0.7142857142857143,71.4%,0.4,0.4594594594594595,0.9863013698630138,3,0.6,8
2012-10-05,MALE,Medium,Welterweight,"Minneapolis, Minnesota, USA",Aaron Simpson,0,1,0,42.6,0.55,0.3,3.1,0.391,3,3,26,0,0,1,4,2,0,0,7,Orthodox,182.88,185.42,170,38,2012,No,7-3-0,0.7,70.0%,0.2857142857142857,0.6842105263157895,0.9863013698630138,5,0.7142857142857143,8
2017-12-02,MALE,Medium,Welterweight,"Detroit, Michigan, USA",Abdul Razak Alhassan,1,0,0,27.5,0.485,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,170,32,2017,Yes,1-1-0,0.5,50.0%,1.0,0.125,0.9589041095890413,0,0.0,9
2018-09-08,MALE,Medium,Welterweight,"Dallas, Texas, USA",Abdul Razak Alhassan,0,2,0,23.75,0.45,0.0,0.25,0.083,2,1,6,0,0,0,0,3,0,0,3,Orthodox,177.8,185.42,170,33,2018,Yes,3-1-0,0.75,75.0%,1.0,0.18181818181818182,0.9589041095890413,0,0.0,9
2020-07-15,MALE,Medium,Welterweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abdul Razak Alhassan,0,3,0,4.59,0.46,0.0,0.57,0.33,3,1,7,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,170,34,2020,No,4-1-0,0.8,80.0%,1.0,0.20588235294117646,0.9589041095890413,0,0.0,9
2021-08-28,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Abdul Razak Alhassan,3,0,0,3.71,0.48,0.0,0.53,0.28,3,4,14,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,185,36,2021,Yes,4-4-0,0.5,50.0%,1.0,0.3888888888888889,0.9589041095890413,0,0.0,9
2022-02-19,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Abdul Razak Alhassan,0,1,0,3.62,0.49,0.2,0.88,0.38,3,4,15,0,0,0,0,5,0,0,5,Orthodox,177.8,185.42,185,36,2022,No,5-4-0,0.5555555555555556,55.6%,1.0,0.4166666666666667,0.9589041095890413,0,0.0,9
2023-10-07,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Abdul Razak Alhassan,0,1,0,3.62,0.49,0.2,0.88,0.38,3,5,20,0,0,0,0,6,0,0,6,Orthodox,177.8,185.42,185,38,2023,No,6-5-0,0.5454545454545454,54.5%,1.0,0.5263157894736842,0.9589041095890413,0,0.0,9
2013-12-14,MALE,Light,Lightweight,"Sacramento, California, USA",Abel Trujillo,2,0,0,39.3333,0.507,0.6667,1.0,1.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,172.72,177.8,155,30,2013,Yes,1-2-0,0.3333333333333333,33.3%,1.0,0.23333333333333334,0.9714285714285713,0,0.0,8
2014-12-06,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Abel Trujillo,0,2,0,35.8,0.482,0.4,1.6,0.766,2,2,11,0,0,0,0,3,0,0,3,Orthodox,172.72,177.8,155,31,2014,No,3-2-0,0.6,60.0%,1.0,0.3548387096774194,0.9714285714285713,0,0.0,8
2015-11-07,MALE,Light,Lightweight,"Sao Paulo, Sao Paulo, Brazil",Abel Trujillo,1,0,0,32.3333,0.433,0.3333,1.6667,0.705,2,3,13,0,0,0,0,3,0,0,3,Orthodox,172.72,177.8,155,32,2015,Yes,3-3-0,0.5,50.0%,1.0,0.40625,0.9714285714285713,0,0.0,8
2016-01-02,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Abel Trujillo,0,1,0,27.7143,0.371,0.2857,1.4286,0.604,2,3,14,0,0,0,0,3,0,0,4,Orthodox,172.72,177.8,155,32,2016,Yes,4-3-0,0.5714285714285714,57.1%,0.75,0.4375,0.9714285714285713,0,0.0,8
2017-12-16,MALE,Light,Lightweight,"Winnipeg, Manitoba, Canada",Abel Trujillo,1,0,0,24.4,0.372,0.3,1.4,0.543,3,4,21,0,0,0,1,3,1,0,6,Orthodox,172.72,177.8,155,34,2017,No,6-4-0,0.6,60.0%,0.6666666666666666,0.6176470588235294,0.9714285714285713,1,0.16666666666666666,8
2022-09-03,MALE,Medium,Middleweight,"Paris, Ile-de-France, France",Abus Magomedov,0,0,0,2.88,0.44,0.0,2.65,0.77,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,32,2022,Yes,0-0-0,,nan%,0.0,0.0,0.9487179487179488,0,0.0,4
2023-11-04,MALE,Medium,Middleweight,"Sao Paulo, Sao Paulo, Brazil",Abus Magomedov,1,0,0,2.88,0.44,0.0,2.65,0.77,1,1,3,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,185,33,2023,No,1-1-0,0.5,50.0%,1.0,0.09090909090909091,0.9487179487179488,0,0.0,4
2024-10-26,MALE,Medium,Middleweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abus Magomedov,0,1,0,2.65,0.44,0.3,3.12,0.64,1,2,9,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,185,34,2024,Yes,2-2-0,0.5,50.0%,0.5,0.2647058823529412,0.9487179487179488,1,0.5,4
2022-07-30,MALE,Medium,Welterweight,"Dallas, Texas, USA",Adam Fugitt,0,0,0,4.72,0.45,0.0,2.04,0.29,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,170,33,2022,No,0-0-0,,nan%,0.0,0.0,0.9480519480519479,0,0.0,4
2023-06-10,MALE,Medium,Welterweight,"Vancouver, British Columbia, Canada",Adam Fugitt,0,1,0,4.72,0.45,0.0,2.04,0.29,1,1,4,0,0,0,0,1,0,0,1,Southpaw,185.42,195.58,170,34,2023,No,1-1-0,0.5,50.0%,1.0,0.11764705882352941,0.9480519480519479,0,0.0,4
2024-06-15,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Adam Fugitt,1,0,0,4.72,0.45,0.0,2.04,0.29,1,2,6,0,0,0,0,1,0,0,1,Southpaw,185.42,195.58,170,35,2024,Yes,1-2-0,0.3333333333333333,33.3%,1.0,0.17142857142857143,0.9480519480519479,0,0.0,4
2021-11-20,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Adrian Yanez,0,4,0,6.51,0.41,0.0,0.0,0.0,4,0,7,0,0,0,0,4,0,0,4,Orthodox,170.18,177.8,135,27,2021,Yes,4-0-0,1.0,100.0%,1.0,0.25925925925925924,0.9571428571428571,0,0.0,6
2022-06-18,MALE,Light,Bantamweight,"Austin, Texas, USA",Adrian Yanez,0,5,0,6.51,0.41,0.0,0.0,0.0,5,0,10,0,0,1,0,4,0,0,5,Orthodox,170.18,177.8,135,28,2022,Yes,5-0-0,1.0,100.0%,0.8,0.35714285714285715,0.9571428571428571,1,0.2,6
2023-10-14,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Adrian Yanez,1,0,0,6.51,0.41,0.0,0.0,0.0,6,1,12,0,0,1,0,5,0,0,6,Orthodox,170.18,177.8,135,29,2023,No,6-1-0,0.8571428571428571,85.7%,0.8333333333333334,0.41379310344827586,0.9571428571428571,1,0.16666666666666666,6
2024-12-14,MALE,Light,Bantamweight,"Tampa, Florida, USA",Adrian Yanez,0,1,0,6.51,0.41,0.0,0.0,0.0,6,2,15,0,0,1,0,6,0,0,7,Orthodox,170.18,177.8,135,31,2024,No,7-2-0,0.7777777777777778,77.8%,0.8571428571428571,0.4838709677419355,0.9571428571428571,1,0.14285714285714285,6
2014-01-25,MALE,Light,Lightweight,"Chicago, Illinois, USA",Adriano Martins,0,1,0,16.0,0.72,1.0,1.0,1.0,1,0,2,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,31,2014,No,1-0-0,1.0,100.0%,1.0,0.06451612903225806,0.9722222222222223,0,0.0,5
2015-10-03,MALE,Light,Lightweight,"Houston, Texas, USA",Adriano Martins,0,2,0,12.5,0.46,0.25,1.0,0.438,2,1,7,0,0,1,0,1,1,0,3,Southpaw,177.8,182.88,155,32,2015,Yes,3-1-0,0.75,75.0%,0.6666666666666666,0.21875,0.9722222222222223,1,0.3333333333333333,5
2016-10-08,MALE,Light,Lightweight,"Manchester, England, United Kingdom",Adriano Martins,0,3,0,10.6,0.452,0.2,0.8,0.35,3,1,8,0,0,1,0,2,1,0,4,Southpaw,177.8,182.88,155,33,2016,No,4-1-0,0.8,80.0%,0.75,0.24242424242424243,0.9722222222222223,1,0.25,5
2017-09-09,MALE,Light,Lightweight,"Edmonton, Alberta, Canada",Adriano Martins,1,0,0,14.5,0.443,0.1667,0.6667,0.292,3,2,11,0,0,1,0,2,1,0,4,Southpaw,177.8,182.88,155,34,2017,No,4-2-0,0.6666666666666666,66.7%,0.75,0.3235294117647059,0.9722222222222223,1,0.25,5
2017-11-04,MALE,Light,Bantamweight,"New York City, New York, USA",Aiemann Zahabi,0,1,0,44.0,0.39,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,29,2017,No,1-0-0,1.0,100.0%,0.0,0.10344827586206896,1.0,1,1.0,5
2019-05-04,MALE,Light,Bantamweight,"Ottawa, Ontario, Canada",Aiemann Zahabi,1,0,0,45.0,0.41,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,31,2019,No,1-1-0,0.5,50.0%,0.0,0.1935483870967742,1.0,1,1.0,5
2022-07-09,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Aiemann Zahabi,0,1,0,3.43,0.43,0.0,0.2,0.16,1,2,10,0,0,0,1,1,0,0,2,Orthodox,172.72,172.72,135,34,2022,Yes,2-2-0,0.5,50.0%,0.5,0.29411764705882354,1.0,1,0.5,5
2023-06-10,MALE,Light,Bantamweight,"Vancouver, British Columbia, Canada",Aiemann Zahabi,0,2,0,3.43,0.43,0.0,0.2,0.16,2,2,13,0,0,0,2,1,0,0,3,Orthodox,172.72,172.72,135,35,2023,Yes,3-2-0,0.6,60.0%,0.3333333333333333,0.37142857142857144,1.0,2,0.6666666666666666,5
2024-03-02,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Aiemann Zahabi,0,3,0,3.43,0.43,0.0,0.2,0.16,3,2,14,0,0,0,2,2,0,0,4,Orthodox,172.72,172.72,135,36,2024,Yes,4-2-0,0.6666666666666666,66.7%,0.5,0.3888888888888889,1.0,2,0.5,5
2022-09-03,FEMALE,Women,Women's Featherweight,"Paris, Ile-de-France, France",Ailin Perez,0,0,0,2.91,0.58,0.0,5.19,0.51,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,167.64,135,27,2022,No,0-0-0,,nan%,0.0,0.0,0.9848484848484849,0,0.0,4
2023-11-18,FEMALE,Women,Women's Bantamweight,"Las Vegas, Nevada, USA",Ailin Perez,0,1,0,2.91,0.58,0.0,5.19,0.51,1,1,5,0,0,0,1,0,0,0,1,Switch,165.1,167.64,135,29,2023,Yes,1-1-0,0.5,50.0%,0.0,0.1724137931034483,0.9848484848484849,1,1.0,4
2024-09-28,FEMALE,Women,Women's Bantamweight,"Paris, Ile-de-France, France",Ailin Perez,0,3,0,2.84,0.58,0.3,5.36,0.51,3,1,11,0,0,0,3,0,0,0,3,Switch,165.1,167.64,135,29,2024,Yes,3-1-0,0.75,75.0%,0.0,0.3793103448275862,0.9848484848484849,3,1.0,4
2013-11-30,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Akira Corassani,0,2,0,46.5,0.515,0.0,1.0,0.165,2,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,172.72,145,31,2013,Yes,2-0-0,1.0,100.0%,0.0,0.1935483870967742,1.0,2,1.0,5
2014-10-04,MALE,Light,Featherweight,"Stockholm, Sweden",Akira Corassani,1,0,0,29.5,0.473,0.0,0.5,0.083,3,1,9,0,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,32,2014,No,3-1-0,0.75,75.0%,0.0,0.28125,1.0,2,0.6666666666666666,5
2015-01-24,MALE,Light,Featherweight,"Stockholm, Sweden",Akira Corassani,2,0,0,25.8,0.452,0.0,0.4,0.066,3,2,10,0,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,32,2015,No,3-2-0,0.6,60.0%,0.0,0.3125,1.0,2,0.6666666666666666,5
2013-10-26,MALE,Light,Lightweight,"Manchester, England, United Kingdom",Al Iaquinta,0,1,0,44.0,0.475,0.0,2.0,0.5,1,1,4,1,0,0,1,0,0,0,1,Orthodox,177.8,177.8,155,26,2013,Yes,1-1-0,0.5,50.0%,0.0,0.15384615384615385,1.0,1,1.0,13
2014-11-07,MALE,Light,Lightweight,"Sydney, New South Wales, Australia",Al Iaquinta,0,1,0,54.6667,0.48,0.5,1.1667,0.375,3,2,15,1,0,0,3,1,0,0,4,Orthodox,177.8,177.8,155,27,2014,Yes,4-2-0,0.6666666666666666,66.7%,0.25,0.5555555555555556,1.0,3,0.75,13
2015-04-04,MALE,Light,Lightweight,"Fairfax, Virginia, USA",Al Iaquinta,0,3,0,52.25,0.449,0.375,1.0,0.323,3,2,19,1,0,0,3,3,0,0,6,Orthodox,177.8,177.8,155,27,2015,Yes,6-2-0,0.75,75.0%,0.5,0.7037037037037037,1.0,3,0.5,13
2017-04-22,MALE,Light,Lightweight,"Nashville, Tennessee, USA",Al Iaquinta,0,4,0,52.5556,0.438,0.3333,0.8889,0.287,4,2,22,1,0,1,3,3,0,0,7,Orthodox,177.8,177.8,155,29,2017,Yes,7-2-0,0.7777777777777778,77.8%,0.42857142857142855,0.7586206896551724,1.0,4,0.5714285714285714,13
2018-12-15,MALE,Light,Lightweight,"Milwaukee, Wisconsin, USA",Al Iaquinta,1,0,0,47.8182,0.442,0.2727,0.7273,0.235,5,3,28,2,0,1,3,4,0,0,8,Orthodox,177.8,177.8,155,31,2018,Yes,8-3-0,0.7272727272727273,72.7%,0.5,0.9032258064516129,1.0,4,0.5,13
2019-10-05,MALE,Light,Lightweight,"Melbourne, Victoria, Australia",Al Iaquinta,1,0,0,4.06,0.4,0.2,0.64,0.18,5,4,38,1,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,2019,No,9-4-0,0.6923076923076923,69.2%,0.4444444444444444,1.1875,1.0,5,0.5555555555555556,13
2021-11-06,MALE,Light,Lightweight,"New York City, New York, USA",Al Iaquinta,2,0,0,4.06,0.4,0.2,0.63,0.18,5,5,41,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,34,2021,No,9-5-0,0.6428571428571429,64.3%,0.4444444444444444,1.2058823529411764,1.0,5,0.5555555555555556,13
2010-05-08,MALE,Medium,Middleweight,"Montreal, Quebec, Canada",Alan Belcher,0,1,0,26.5,0.384,0.4,0.3,0.164,2,4,21,0,0,1,0,2,2,1,6,Orthodox,187.96,185.42,185,26,2010,Yes,6-4-0,0.6,60.0%,0.8333333333333334,0.8076923076923077,1.0136986301369864,1,0.16666666666666666,5
2011-09-17,MALE,Medium,Middleweight,"New Orleans, Louisiana, USA",Alan Belcher,0,2,0,26.5455,0.396,0.4545,0.3636,0.24,2,4,23,0,0,1,0,2,3,1,7,Orthodox,187.96,185.42,185,27,2011,Yes,7-4-0,0.6363636363636364,63.6%,0.8571428571428571,0.8518518518518519,1.0136986301369864,1,0.14285714285714285,5
2012-12-29,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Alan Belcher,0,4,0,25.9231,0.426,0.4615,0.3077,0.203,4,4,25,0,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,28,2012,No,9-4-0,0.6923076923076923,69.2%,0.8888888888888888,0.8928571428571429,1.0136986301369864,1,0.1111111111111111,5
2013-04-27,MALE,Medium,Middleweight,"Newark, New Jersey, USA",Alan Belcher,1,0,0,24.5,0.411,0.5714,0.2857,0.189,4,5,28,0,0,1,0,4,3,1,9,Orthodox,187.96,185.42,185,29,2013,No,9-5-0,0.6428571428571429,64.3%,0.8888888888888888,0.9655172413793104,1.0136986301369864,1,0.1111111111111111,5
2014-11-08,MALE,Medium,Welterweight,"Uberlandia, Minas Gerais, Brazil",Alan Jouban,0,1,0,25.0,0.58,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,182.88,185.42,170,32,2014,No,1-0-0,1.0,100.0%,1.0,0.03125,0.9863013698630138,0,0.0,10
2015-10-03,MALE,Medium,Welterweight,"Houston, Texas, USA",Alan Jouban,0,2,0,41.75,0.513,0.0,0.25,0.25,2,1,8,0,0,0,1,2,0,0,3,Southpaw,182.88,185.42,170,33,2015,No,3-1-0,0.75,75.0%,0.6666666666666666,0.24242424242424243,0.9863013698630138,1,0.3333333333333333,10
2016-12-17,MALE,Medium,Welterweight,"Sacramento, California, USA",Alan Jouban,0,2,0,43.1429,0.55,0.0,0.1429,0.143,2,2,13,0,0,0,2,3,0,0,5,Southpaw,182.88,185.42,170,35,2016,Yes,5-2-0,0.7142857142857143,71.4%,0.6,0.37142857142857144,0.9863013698630138,2,0.4,10
2017-08-05,MALE,Medium,Welterweight,"Mexico City, Distrito Federal, Mexico",Alan Jouban,1,0,0,43.1111,0.541,0.0,0.3333,0.156,3,3,18,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,35,2017,No,6-3-0,0.6666666666666666,66.7%,0.5,0.5142857142857142,0.9863013698630138,3,0.5,10
2018-02-24,MALE,Medium,Welterweight,"Orlando, Florida, USA",Alan Jouban,2,0,0,39.3,0.542,0.0,0.3,0.14,3,4,19,0,0,0,3,3,0,0,6,Southpaw,182.88,185.42,170,36,2018,Yes,6-4-0,0.6,60.0%,0.5,0.5277777777777778,0.9863013698630138,3,0.5,10
2019-04-13,MALE,Medium,Welterweight,"Atlanta, Georgia, USA",Alan Jouban,0,1,0,42.8182,0.543,0.0,0.2727,0.127,3,4,21,0,0,0,3,4,0,0,7,Southpaw,182.88,185.42,170,37,2019,No,7-4-0,0.6363636363636364,63.6%,0.5714285714285714,0.5675675675675675,0.9863013698630138,3,0.42857142857142855,10
2014-02-01,MALE,Light,Lightweight,"Newark, New Jersey, USA",Alan Patrick,0,1,0,16.0,0.45,0.0,1.0,0.5,1,0,1,0,0,0,0,1,0,0,1,Southpaw,180.34,187.96,155,30,2014,Yes,1-0-0,1.0,100.0%,1.0,0.03333333333333333,0.9594594594594594,0,0.0,6
2015-06-20,MALE,Light,Lightweight,"Berlin, Berlin, Germany",Alan Patrick,0,2,0,28.0,0.37,0.0,1.5,0.34,2,0,4,0,0,0,1,1,0,0,2,Southpaw,180.34,187.96,155,31,2015,No,2-0-0,1.0,100.0%,0.5,0.12903225806451613,0.9594594594594594,1,0.5,6
2016-09-24,MALE,Light,Lightweight,"Brasilia, Distrito Federal, Brazil",Alan Patrick,0,1,0,24.5,0.455,0.25,2.0,0.348,2,1,9,0,0,0,2,1,0,0,3,Southpaw,180.34,187.96,155,33,2016,Yes,3-1-0,0.75,75.0%,0.3333333333333333,0.2727272727272727,0.9594594594594594,2,0.6666666666666666,6
2018-10-06,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Alan Patrick,0,3,0,22.1667,0.503,0.3333,3.6667,0.435,3,1,15,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,35,2018,No,5-1-0,0.8333333333333334,83.3%,0.2,0.42857142857142855,0.9594594594594594,4,0.8,6
2022-05-14,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Alan Patrick,2,0,0,1.82,0.4,0.3,3.01,0.33,3,3,23,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,38,2022,No,5-3-0,0.625,62.5%,0.2,0.6052631578947368,0.9594594594594594,4,0.8,6
2021-10-30,MALE,Medium,Middleweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Albert Duraev,0,1,0,2.99,0.4,0.6,1.97,0.29,1,0,1,0,0,0,0,0,1,0,1,Orthodox,180.34,190.5,185,32,2021,Yes,1-0-0,1.0,100.0%,1.0,0.03125,0.9466666666666667,0,0.0,4
2022-06-18,MALE,Medium,Middleweight,"Austin, Texas, USA",Albert Duraev,0,2,0,2.99,0.4,0.6,1.97,0.29,2,0,4,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,185,33,2022,No,2-0-0,1.0,100.0%,0.5,0.12121212121212122,0.9466666666666667,1,0.5,4
2023-07-15,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Albert Duraev,0,1,0,2.99,0.4,0.6,1.97,0.29,2,1,9,0,0,1,1,0,1,0,3,Orthodox,180.34,190.5,185,34,2023,No,3-1-0,0.75,75.0%,0.3333333333333333,0.2647058823529412,0.9466666666666667,2,0.6666666666666666,4
2014-05-10,MALE,Medium,Welterweight,"Cincinnati, Ohio, USA",Albert Tumenov,1,0,0,32.0,0.45,0.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,22,2014,Yes,0-1-0,0.0,0.0%,0.0,0.13636363636363635,0.9726027397260275,0,0.0,5
2015-10-03,MALE,Medium,Welterweight,"Houston, Texas, USA",Albert Tumenov,0,3,0,32.25,0.373,0.0,0.25,0.25,3,1,8,0,0,0,1,2,0,0,3,Orthodox,180.34,185.42,170,23,2015,Yes,3-1-0,0.75,75.0%,0.6666666666666666,0.34782608695652173,0.9726027397260275,1,0.3333333333333333,5
2016-10-08,MALE,Medium,Welterweight,"Manchester, England, United Kingdom",Albert Tumenov,1,0,0,35.2857,0.414,0.0,0.1429,0.143,5,2,14,0,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,24,2016,No,5-2-0,0.7142857142857143,71.4%,0.6,0.5833333333333334,0.9726027397260275,2,0.4,5
2015-11-21,MALE,Light,Bantamweight,"Monterrey, Nuevo Leon, Mexico",Alejandro Perez,1,0,0,19.0,0.145,0.5,0.5,0.25,1,1,4,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,26,2015,Yes,1-1-0,0.5,50.0%,0.0,0.15384615384615385,0.9850746268656715,1,1.0,11
2016-04-10,MALE,Light,Bantamweight,"Zagreb, Croatia",Alejandro Perez,0,1,0,25.6667,0.237,0.3333,0.3333,0.167,1,1,6,1,0,0,1,1,0,0,2,Orthodox,167.64,170.18,135,26,2016,Yes,2-1-0,0.6666666666666666,66.7%,0.5,0.23076923076923078,0.9850746268656715,1,0.5,11
2017-12-09,MALE,Light,Bantamweight,"Fresno, California, USA",Alejandro Perez,0,1,0,38.3333,0.348,0.1667,0.5,0.165,2,2,13,1,0,1,1,2,0,0,4,Orthodox,167.64,170.18,135,28,2017,Yes,4-2-0,0.6666666666666666,66.7%,0.5,0.4642857142857143,0.9850746268656715,2,0.5,11
2018-07-14,MALE,Light,Bantamweight,"Boise, Idaho, USA",Alejandro Perez,0,3,0,38.625,0.361,0.125,0.375,0.124,3,2,18,1,0,1,2,3,0,0,6,Orthodox,167.64,170.18,135,28,2018,Yes,6-2-0,0.75,75.0%,0.5,0.6428571428571429,0.9850746268656715,3,0.5,11
2019-07-06,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Alejandro Perez,1,0,1,3.52,0.35,0.1,0.52,0.2,4,2,24,0,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,29,2019,No,7-2-1,0.7,70.0%,0.42857142857142855,0.8275862068965517,0.9850746268656715,4,0.5714285714285714,11
2021-10-02,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Alejandro Perez,2,0,1,3.45,0.35,0.4,0.61,0.23,4,3,25,0,0,1,3,3,0,0,7,Orthodox,167.64,165.1,145,32,2021,Yes,7-3-1,0.6363636363636364,63.6%,0.42857142857142855,0.78125,1.0153846153846153,4,0.5714285714285714,11
2022-02-26,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Alejandro Perez,0,1,1,3.45,0.35,0.3,0.54,0.22,4,3,27,1,0,1,3,3,1,0,8,Orthodox,167.64,170.18,135,32,2022,No,8-3-1,0.6666666666666666,66.7%,0.5,0.84375,0.9850746268656715,4,0.5,11
2018-12-08,MALE,Heavy,Light Heavyweight,"Toronto, Ontario, Canada",Aleksandar Rakic,0,2,0,75.0,0.51,0.0,1.5,0.375,2,0,6,0,0,0,2,0,0,0,2,Orthodox,193.04,198.12,205,26,2018,Yes,2-0-0,1.0,100.0%,0.0,0.23076923076923078,0.9743589743589743,2,1.0,7
2019-06-01,MALE,Heavy,Light Heavyweight,"Stockholm, Sweden",Aleksandar Rakic,0,3,0,60.3333,0.567,0.0,1.0,0.25,3,0,7,0,0,0,2,1,0,0,3,Orthodox,193.04,198.12,205,27,2019,Yes,3-0-0,1.0,100.0%,0.3333333333333333,0.25925925925925924,0.9743589743589743,2,0.6666666666666666,7
2020-08-29,MALE,Heavy,Light Heavyweight,"Las Vegas, Nevada, USA",Aleksandar Rakic,1,0,0,5.17,0.52,0.3,1.2,0.28,4,1,11,0,0,0,2,2,0,0,4,Orthodox,193.04,198.12,205,28,2020,Yes,4-1-0,0.8,80.0%,0.5,0.39285714285714285,0.9743589743589743,2,0.5,7
