IsFiveRoundFight,FightStance_Open Stance,WeightGroup_Heavy,WeightGroup_Light,WeightGroup_Medium,WeightGroup_Women,LoseStreakDif,WinStreakDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,FinishRateDif,WinRateDif,ExpPerAgeDif,HeightReachRatioDif,DecisionRateDif,OddsDif,label
0,0,0,1,0,0,-0.058244866731456145,0.6051575606839238,0.18294895443382314,0.7046414280139063,0.17798108848701732,0.40884883835835995,0.3387953529147654,0.34609670145991567,0.14798866214426568,-0.36792745718810027,-2.1757564088147587,0.5801885199056303,-0.20163987547428558,0.526418833385913,-0.006285159496603609,-0.31689138723276994,0.4728612100122197,0
0,0,0,1,0,0,0.9296539329540191,-0.9568192942808552,0.18294895443382314,0.24602734605231305,0.17798108848701732,-0.39937186722400525,-0.27583021048976575,-0.4213194745454407,0.06594085889296261,1.5643688847729464,0.35070598966956734,0.16186615474019633,-0.25321440086567437,0.2735198810335268,-0.04515741639201367,0.11522804599778168,-0.8833693850722376,0
0,0,0,0,1,0,-0.058244866731456145,-1.4774782459357816,0.18294895443382314,0.24602734605231305,2.84270106583475,-0.39937186722400525,-1.8123941190010884,0.9216588334639328,0.025168637645382564,0.7687174498478094,0.31671770628188584,0.3361671402257939,-0.6658106039967829,2.4185465972879503,1.7092943110863246,-0.0648217178482815,0.8385863143046576,0
1,0,0,0,1,0,-0.058244866731456145,0.6051575606839238,-0.40209766867234015,-2.96427122767884,0.17798108848701732,-0.8034822200151879,-0.2758302104897623,0.15424265745857657,-0.6947429493978453,-0.21243443390558783,-0.11855890963635553,0.012465310038255703,0.9954320033468913,-1.9029896204093313,-0.42835880784151764,0.2695564150086931,0.39095402519672584,1
0,1,0,1,0,0,-1.0461436664169315,0.08449860902899742,0.18294895443382314,0.24602734605231305,0.17798108848701732,-1.207592572806375,-0.2758302104897623,-1.572443738553475,3.1480187687563284,0.0867305056262636,0.09012915036400901,0.16186615474019633,0.2625308530482115,0.5064069056873192,-0.8409117988919093,0.11522804599778168,0.4576226640000348,0
0,0,0,1,0,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,0.24602734605231305,-1.4208508979216223,0.8129591911495471,1.2607336980215604,0.5379507454612548,-0.5852418505065051,0.8445316651471046,0.18455993104278418,-1.406842714630181,-1.5941520610417772,-0.19521716528646513,-0.8585881575332579,-0.42492124554040794,0.11475537872587425,1
0,0,0,1,0,0,1.917552732639494,0.08449860902899742,0.18294895443382314,0.24602734605231305,-0.35496290698252925,1.2170695439407297,0.953420916319293,1.113512877465272,-0.07349007055863829,-1.8077155609304871,0.09012915036400901,-1.9297456710869734,-0.6658106039967828,-0.01409710166489334,6.009552371993852e-05,0.11522804599778168,-1.4852919525535417,1
0,0,1,0,0,0,0.9296539329540191,0.08449860902899742,0.7679955775399865,-1.1298148998324666,0.710925083956564,-0.8034822200151879,-1.5050813372988212,-0.4213194745454407,-0.2299899632510471,0.2314254022919349,-0.46603246013641964,0.7594695335479591,0.16125723955239388,-0.4872095404464569,0.940583985297539,-0.5020854300458636,0.9147790443655822,0
0,0,0,0,1,0,-0.058244866731456145,1.12581651233885,0.18294895443382314,-1.5884289817940598,1.2438690794261105,-1.207592572806375,0.03148257121250155,0.7298047894625938,0.15453235197412418,2.928342773216038,2.7015622573175393,-0.012434830745401224,0.2625308530482115,-0.05366338329657113,-1.1721716026688702,0.29527780984384494,-1.1119475752550114,1
0,1,0,1,0,0,-0.058244866731456145,0.6051575606839238,0.18294895443382314,0.7046414280139063,0.17798108848701732,-1.207592572806375,-1.8123941190010884,-0.8050275625481189,0.10419627635982784,-0.14059847578091836,0.2544058534044697,1.2076720676537813,1.933545475729201,0.02348805577997101,1.086876871357486,-0.9650705370785977,0.35857211492083285,1
0,0,1,0,0,0,-0.058244866731456145,-1.4774782459357816,0.7679955775399865,0.7046414280139063,1.2438690794261105,-0.8034822200151879,-0.27583021048976575,-0.8050275625481189,-0.478695479253724,0.8823819405514004,0.7698948181176394,0.16186615474019633,-0.5729764582922835,0.8984161203413288,-0.41283984383319017,0.11522804599778168,0.5719117590914216,0
0,0,0,1,0,0,-0.058244866731456145,-0.43616034262592884,0.18294895443382314,0.24602734605231305,-0.8879069024520758,-0.8034822200151924,-0.2758302104897623,0.15424265745857657,0.5161618200099135,0.411469955566423,-1.083259686456716,0.2780668117305947,0.0636005408242839,-0.6530656867486404,-0.4458123211427512,-0.004805129899593851,0.22904447381726112,0
0,1,0,1,0,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,-0.21258673590928018,0.17798108848701732,-0.39937186722400525,0.03148257121250155,-1.9561518265561533,0.12684751038626121,0.6550529591442185,-1.8528677166317846,-0.5353377872021936,-1.4084837696327783,-0.17988821943638145,-0.44008393564175113,-1.3251700647707239,-1.323382401174077,1
0,0,0,0,1,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,1.1632555099754995,-0.35496290698252925,0.8129591911495471,1.5680464797238243,1.4972209654679502,-0.4929556894752541,-0.48159194789169124,-0.193106544533337,1.2076720676537813,-0.6658106039967829,0.4445576410671821,-1.2264003187449484,-0.9650705370785977,-1.5995810476449286,1
0,1,0,1,0,0,-0.058244866731456145,0.6051575606839238,0.7679955775399865,-0.6712008178708734,-1.9537948933911689,1.217069543940725,1.2607336980215604,0.7298047894625938,-0.10557931876275223,-0.62367256127118,0.13969539697104455,-0.15187561913387918,0.7499101179968336,-0.9136811375910527,-0.3915836050666668,0.4393176209206955,-1.1043283022489188,0
0,0,0,0,1,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,0.24602734605231305,0.17798108848701732,-1.2075925728063706,-1.5050813372988245,-1.7642977825548143,0.12785423189854714,0.0867305056262636,0.09012915036400901,0.16186615474019633,0.2625308530482115,0.3220617364167439,0.7639719871051176,0.11522804599778168,0.20999629130202996,0
0,0,0,1,0,0,-0.058244866731456145,-0.43616034262592884,0.18294895443382314,0.7046414280139063,0.17798108848701732,-1.207592572806375,-1.1977685555965574,0.15424265745857657,0.13339120021611972,0.0867305056262636,-1.8132147193461559,1.2076720676537813,-0.6658106039967829,0.3763323940367613,0.31973937700510446,-0.9650705370785977,0.9528754093960444,0
0,1,0,0,1,0,-0.058244866731456145,-0.43616034262592884,-6.837610522840137,-2.96427122767884,-1.9537948933911689,0.4088488383583645,-0.89045577389429,-1.380589694552136,-0.9315993532009167,-0.7251749514694867,-1.177690467135491,-1.276116975515983,-1.8593924773403467,-2.05906336666152,1.5266355960216582,-0.5599585684249554,1.029068139456969,0
1,1,1,0,0,0,-0.058244866731456145,2.687793367303629,1.938088823752313,0.24602734605231305,-0.8879069024520758,0.8129591911495425,0.6461081346170292,-1.380589694552136,0.14597521911969383,0.20039499632985458,-0.5783070895937276,-0.16349568483291896,1.190872310093206,0.08758761760767869,0.003131532287769491,0.45132093851043303,-1.1995692148250745,0
0,0,1,0,0,0,-1.0461436664169315,0.08449860902899742,0.18294895443382314,-0.21258673590928018,-0.35496290698252925,0.40884883835835995,-0.89045577389429,2.4564911854746456,0.513765822810673,-1.0499144014096462,0.5621697594799259,-1.9297456710869734,-0.8978959682580313,0.8837630427839241,1.3624046384780408,2.2758252121505405,0.15285174375633653,0
0,1,0,1,0,0,-0.058244866731456145,-0.9568192942808552,-0.40209766867234015,0.24602734605231305,-0.35496290698252925,-0.3993718672240098,-0.89045577389429,1.113512877465272,0.3025204142801555,1.678033375476537,-0.07414755267645166,0.16186615474019633,0.2625308530482115,0.05793693506688613,0.7299191851778338,0.11522804599778168,0.4157166624665263,1
1,0,1,0,0,0,-0.058244866731456145,-4.080773004210413,0.18294895443382314,0.24602734605231305,0.17798108848701732,-1.207592572806375,0.03148257121250155,-0.4213194745454407,-0.31957811062937175,0.33929300396964274,0.9083404257834621,0.36521730447339334,-0.046916299300120104,0.059004105981431056,-1.1425923029910063,-0.09483001182262538,0.3528576601662635,1
0,0,1,0,0,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,0.24602734605231305,0.17798108848701732,-0.8034822200151924,-0.5831429921920296,-0.4213194745454407,0.12785423189854714,0.0867305056262636,0.09012915036400901,0.16186615474019633,0.2625308530482115,0.3220617364167439,-0.05308809818970923,0.11522804599778168,1.5719413411410565,0
0,0,1,0,0,0,0.9296539329540191,0.08449860902899742,0.18294895443382314,0.24602734605231305,-0.35496290698252925,1.2170695439407297,2.4899848248306196,0.5379507454612548,-2.112101132937641,-3.8915266689994206,0.09012915036400901,-1.9297456710869734,-1.12998133251928,-0.0861311383966727,-1.7693488053115836,0.11522804599778168,-0.9138464770966075,1
1,0,0,1,0,0,-0.058244866731456145,0.08449860902899742,0.7679955775399865,-0.21258673590928018,0.17798108848701732,-1.207592572806375,-0.5831429921920261,-0.2294654305441016,0.12684751038626121,1.1097109219585823,2.140755581420794,-0.8839397581733885,0.2625308530482115,0.4740195777527927,-0.4673133845300449,1.195526629074161,0.41952629896957255,0
0,1,1,0,0,0,-0.058244866731456145,0.6051575606839238,-0.40209766867234015,-1.1298148998324666,-1.9537948933911689,-0.8034822200151924,-0.2758302104897623,1.113512877465272,1.1282837347326873,-0.62367256127118,-0.2639154682576735,0.16186615474019633,0.6106588994400843,-0.5343429225055225,-0.4229590779335178,0.11522804599778168,-0.8947982945813763,0
0,0,0,1,0,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,0.24602734605231305,0.17798108848701732,0.004738485567177381,0.33879535291476887,-0.6131735185467798,0.12785423189854714,0.0867305056262636,0.09012915036400901,0.16186615474019633,0.2625308530482115,0.3220617364167439,-0.43418950998131356,0.11522804599778168,-0.7805091994899894,0
0,1,0,0,1,0,1.917552732639494,-0.9568192942808552,0.7679955775399865,1.1632555099754995,1.2438690794261105,-0.39937186722400525,-1.1977685555965574,0.34609670145991567,-0.07298670980249534,-1.0499144014096462,-0.2497536835128062,-0.36103680171659613,-0.9310510202953527,2.1594966076254707,1.069638763011471,0.6553773375359713,1.9433809001880638,0
0,0,0,1,0,0,-0.058244866731456145,0.08449860902899742,0.18294895443382314,-2.047043063755653,-0.8879069024520758,0.004738485567177381,0.953420916319293,-1.380589694552136,0.1671163708776983,-0.36792745718810027,-0.49900109502247075,-0.4191371302117953,0.4481991444572103,-1.901848055368532,-1.1699430252958745,0.7153939254846591,-1.390051039977386,0
