NumberOfRounds,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,label,Gender_MALE,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_OpenStance,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,RedStance_OpenStance,BetterRank_Red,BetterRank_Blue,BetterRank_neither,FinishRate,WinRatio,ExpPerYear,ReachAdvantageRatio,HeightReachRatio,WinsByDecision,DecisionRate
3,-1,0,-1,-3,-2,-7,-1,1,0,-5.08,-12.7,-6,0,1,1,0,0,0,1,0,0,0,1,0,0,0.8,-0.380952380952381,-0.3400673400673401,1.0675675675675675,0.0371193978788914,-4,-0.8
3,1,0,-2,-4,4,-20,0,-3,0,-5.08,5.08,1,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.75,-0.5,-0.6451612903225806,0.9743589743589743,-0.05094466936572217,-1,-0.25
3,0,-1,-1,-1,0,-3,0,0,0,5.08,12.7,-1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,-1.0,-0.10714285714285714,0.927536231884058,-0.04461050724637672,-1,-1.0
3,0,-1,-1,-2,1,-8,0,0,-1,-2.54,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.6666666666666666,-0.3076923076923077,1.0,-0.012820512820512775,-1,-0.5
3,1,0,0,0,1,-3,0,0,0,5.08,20.32,-5,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.13043478260869565,0.896103896103896,-0.08093355919442902,0,0.0
3,0,1,1,3,-3,14,-1,0,0,5.08,2.54,-7,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.4285714285714286,0.37857142857142856,0.9866666666666667,0.013513513513513598,3,0.0
3,0,-1,-1,-2,1,-7,0,0,0,5.08,12.7,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.6666666666666666,-0.2413793103448276,0.9333333333333333,-0.039047619047619,-2,-1.0
3,0,0,0,0,1,-2,0,0,0,-2.54,0.0,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.5,-0.06119162640901771,1.0,-0.013698630136986245,0,0.0
3,1,0,0,0,1,-1,0,0,0,7.62,7.62,-4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.03225806451612903,0.9605263157894737,0.00054073540014421,0,0.0
3,1,0,-2,-2,2,-12,0,0,0,0.0,5.08,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,-0.5,-0.35294117647058826,0.9701492537313432,-0.029850746268656803,-2,-1.0
5,-3,-10,-8,-10,-2,-35,-10,-2,-3,10.16,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.4166666666666667,-0.5238095238095237,-1.1482758620689655,1.0,0.06060606060606066,-5,0.41666666666666663
3,-1,-5,-1,-7,1,-20,-1,-3,-1,0.0,-2.54,3,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.36363636363636365,-0.0461538461538461,-0.5829741379310345,1.015625,0.01538461538461533,-3,0.36363636363636365
3,0,0,-3,-3,3,-4,0,-5,0,5.08,7.62,-1,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.41428571428571426,0.048128342245989275,-0.16129032258064524,0.9594594594594594,-0.012371526456033455,2,0.4142857142857143
3,0,0,0,0,0,-4,0,1,0,-5.08,5.08,-10,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,0.0,-0.2102272727272727,0.974025974025974,-0.05125541125541122,-1,-1.0
3,0,0,2,1,2,0,0,-1,1,0.0,5.08,4,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.08333333333333331,0.30000000000000004,0.041666666666666685,0.9705882352941175,-0.02941176470588247,1,0.08333333333333337
3,0,0,0,1,-2,7,0,1,-1,-5.08,-5.08,-5,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.5,-0.5,0.2508417508417508,1.0294117647058825,-0.0012605042016806678,1,0.5
3,0,0,-7,-9,7,-45,-1,-1,0,2.54,2.54,6,1,1,0,1,0,0,1,0,0,0,0,0,1,-0.1,0.4117647058823529,-1.2005231037489104,0.9859154929577465,0.00020120724346084362,-8,0.09999999999999998
3,1,0,-2,-2,1,-6,0,-2,0,0.0,-2.54,3,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.6666666666666666,-0.20689655172413793,1.0142857142857142,0.013682092555331926,0,0.0
3,1,0,1,1,0,1,0,0,0,-10.16,-2.54,-1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.3333333333333333,0.027093596059113323,1.0144927536231885,-0.04327122153209095,1,1.0
3,1,0,-1,-1,3,-9,0,0,-1,-7.62,0.0,-2,1,0,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.25,-0.36,1.0,-0.04615384615384621,0,0.0
3,1,0,1,1,0,1,0,0,0,10.16,10.16,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.3333333333333333,0.04999999999999999,0.9473684210526316,0.0,1,1.0
3,-1,-1,-1,-1,-1,-2,0,0,0,-5.08,2.54,6,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-1.0,-0.055288461538461536,0.9866666666666667,-0.040000000000000036,-1,-1.0
5,0,0,0,0,1,-8,-1,1,1,2.54,10.16,-7,0,1,0,1,0,0,1,0,0,0,1,0,0,0.28571428571428575,0.09722222222222221,-0.4425,0.9480519480519479,-0.03824942181106583,-2,-0.2857142857142857
3,0,0,-1,-3,1,-8,0,-1,-3,0.0,-7.62,-8,1,1,0,1,0,0,1,0,0,0,0,0,1,-1.0,-0.16666666666666663,-0.4121212121212121,1.0428571428571427,0.041682974559686725,1,1.0
3,0,0,-1,-3,2,-10,0,-1,-2,-2.54,-7.62,7,1,1,1,0,0,0,0,1,0,0,0,0,1,-0.16666666666666674,-0.045454545454545414,-0.1973180076628353,1.0410958904109588,0.025775054073540082,0,0.16666666666666666
3,1,0,0,0,1,-3,0,0,0,-2.54,10.16,-1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-0.1111111111111111,0.943661971830986,-0.07042253521126773,0,0.0
3,1,0,0,0,1,-3,-1,0,0,5.08,7.62,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-0.11538461538461539,0.9620253164556962,-0.011159227181878673,0,0.0
3,0,0,-1,-1,1,-6,0,0,0,-5.08,-5.08,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0,-0.3333333333333333,-0.1992337164750958,1.0333333333333332,0.0,-1,-1.0
3,-1,-2,2,5,-7,32,0,1,0,5.08,15.24,9,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.16666666666666669,-0.2705882352941177,1.1512820512820512,0.9210526315789475,-0.05488721804511265,4,0.16666666666666663
3,-1,-1,0,2,-2,12,0,0,1,2.54,12.7,-1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.33333333333333337,0.0,0.3709677419354839,0.9315068493150686,-0.05680902497985496,1,0.3333333333333333
3,0,0,-1,-2,2,-10,0,0,0,7.62,5.08,-2,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-0.4,-0.3780332056194125,0.9733333333333333,0.013698630136986245,-2,-1.0
3,0,0,-1,-1,-1,4,0,0,-1,0.0,2.54,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0.0,-0.3333333333333333,0.16483516483516486,0.9848484848484849,-0.015151515151515138,0,0.0
3,0,0,0,-2,1,-4,0,-2,-1,-5.08,-10.16,2,1,1,1,0,0,0,0,0,1,0,0,0,1,-1.0,-0.09999999999999998,-0.13461538461538464,1.056338028169014,0.025915492957746533,1,1.0
3,0,0,1,1,1,0,1,1,-1,-10.16,-15.24,-11,0,1,0,1,0,0,0,0,1,0,0,0,1,-0.5,0.3333333333333333,-0.11253196930946291,1.09375,0.028571428571428692,1,0.5
3,1,0,-1,-1,2,-7,0,0,0,0.0,10.16,-3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.3333333333333333,-0.28,0.9411764705882353,-0.059742647058823595,-1,-1.0
5,0,0,-3,-9,1,-25,-1,-1,-1,0.0,2.54,-7,0,1,0,1,0,0,1,0,0,0,1,0,0,0.24285714285714283,-0.18128654970760227,-0.8583333333333333,0.9866666666666667,-0.013333333333333308,-7,-0.24285714285714288
3,0,0,-4,-4,0,-5,0,-3,0,5.08,5.08,0,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.75,-0.8,-0.2,0.9722222222222223,0.0011904761904761862,-1,-0.25
3,1,2,1,0,0,-6,-1,1,1,7.62,10.16,-2,0,0,1,0,0,0,1,0,0,0,1,0,0,1.0,0.0,-0.24265644955300125,0.9402985074626866,-0.015873015873015817,-2,-1.0
3,0,3,-1,-6,4,-27,-1,-1,-5,0.0,-2.54,8,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.43636363636363634,0.14583333333333337,-0.6444444444444444,1.0129870129870129,0.012154512154512132,0,0.4363636363636364
3,1,3,-1,-1,1,-4,0,0,-2,2.54,10.16,-4,1,1,0,0,1,0,1,0,0,0,0,0,1,-0.4166666666666667,0.19999999999999996,-0.20413793103448274,0.9473684210526316,-0.03874269005847952,1,0.41666666666666663
3,1,1,-3,-3,2,-13,-1,-1,-2,-2.54,0.0,5,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.75,0.33333333333333337,-0.3671399594320487,1.0,-0.01388888888888884,0,0.75
3,0,-1,-2,-5,3,-16,-1,0,-1,0.0,-2.54,3,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.16666666666666666,0.33333333333333337,-0.5057603686635945,1.0129870129870129,0.012154512154512132,-4,0.16666666666666663
3,0,-1,-2,-3,1,-4,0,-2,-1,-5.08,-12.7,2,1,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.75,-0.12903225806451613,1.0714285714285714,0.04095238095238096,0,0.0
3,0,0,0,4,-6,23,1,-1,3,-5.08,-10.16,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-0.07142857142857145,0.6774436090225564,1.0597014925373134,0.026487281900357207,2,0.0
3,-1,-1,-1,-1,0,-1,0,0,-1,7.62,15.24,-13,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.5,-0.09057971014492754,0.925,-0.03749999999999987,0,0.0
3,0,1,1,2,1,6,0,0,-1,2.54,2.54,6,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.75,0.2666666666666666,0.325,0.9848484848484849,-0.00023310023309996986,3,0.75
5,-2,-3,0,-2,-2,-3,1,1,-1,-5.08,7.62,-1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.22857142857142865,-0.19999999999999996,-0.11794354838709675,0.9620253164556962,-0.06229180546302471,-2,-0.22857142857142854
3,1,0,0,-8,9,-45,-1,-3,0,5.08,2.54,6,1,1,0,1,0,0,1,0,0,0,0,0,1,0.2121212121212121,0.22619047619047616,-1.3413461538461537,0.9857142857142857,0.01449275362318836,-5,-0.2121212121212121
3,0,-1,-1,-2,1,-7,0,-1,0,10.16,7.62,3,1,1,1,0,0,0,0,1,0,0,1,0,0,-0.5,-0.6666666666666666,-0.22580645161290322,0.9625000000000001,0.013474025974026027,-1,-0.5
3,0,1,1,1,1,-3,-1,2,0,-5.08,10.16,5,0,1,0,1,0,0,0,1,0,0,0,0,1,1.0,0.3333333333333333,-0.06,0.9420289855072463,-0.09052396878483826,-1,-1.0
3,0,-4,-4,-4,1,-10,0,-1,-2,-12.7,-15.24,8,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.75,-0.8,-0.29411764705882354,1.082191780821918,0.0116178255592162,-1,-0.25
3,0,-1,-1,-2,-1,0,0,-1,0,-2.54,-2.54,-5,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.08333333333333331,-0.19047619047619047,-0.12406947890818865,1.0153846153846153,-0.0002331002331001919,-1,0.08333333333333337
3,0,0,-2,-4,2,-15,0,1,-1,-2.54,-15.24,-4,0,1,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666667,0.25,-0.6428571428571429,1.0845070422535212,0.061642582769343424,-4,-0.6666666666666666
3,0,0,0,0,0,0,1,0,0,0.0,-2.54,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.00875,1.015625,0.01514423076923066,0,0.0
3,0,-1,-1,-1,0,-3,0,0,0,0.0,-7.62,-4,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-1.0,-0.10714285714285714,1.0389610389610389,0.03701298701298683,-1,-1.0
3,0,0,0,-2,-1,0,0,0,-1,7.62,-2.54,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0,-0.2666666666666666,0.0,1.0135135135135134,0.05351351351351341,-1,0.0
3,1,0,-1,-1,1,-6,0,0,-1,-7.62,-17.78,12,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.5,0.0,-0.10826210826210825,1.1147540983606556,0.062198649951784146,0,0.5
3,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-3,0,1,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0142857142857142,-0.015090543259557498,0,0.0
3,0,0,0,0,0,0,0,0,0,-2.54,0.0,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0,-0.013698630136986245,0,0.0
5,0,-2,4,5,0,8,1,5,0,0.0,12.7,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0.4166666666666667,0.13888888888888884,0.3303571428571429,0.9324324324324323,-0.06756756756756765,0,-0.41666666666666663
5,0,-3,-3,-3,0,-12,-4,-2,0,-7.62,-2.54,-2,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.3333333333333333,0.0,-0.43381535038932145,1.015625,-0.03100961538461533,-1,0.33333333333333337
3,1,7,-2,-2,1,-5,-5,1,-2,-5.08,-12.7,-7,1,1,0,1,0,0,1,0,0,0,1,0,0,0.04761904761904767,0.09999999999999998,-0.26282051282051283,1.0684931506849316,0.037583421145064966,-1,-0.047619047619047616
3,1,3,-2,0,1,-6,-3,0,1,2.54,5.08,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0.2,0.0892857142857143,-0.15714285714285714,0.9701492537313432,-0.01538461538461533,-1,-0.20000000000000007
3,1,1,-2,-2,-5,-12,-8,2,-2,5.08,7.62,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0.07142857142857145,-0.17826086956521736,-0.04761904761904745,0.9577464788732394,-0.012841756420878148,-2,-0.0714285714285714
3,0,-6,-3,2,-6,19,1,2,-1,0.0,7.62,-2,0,1,0,1,0,0,1,0,0,0,1,0,0,0.015873015873015872,-0.4,0.5904761904761905,0.9589041095890413,-0.041095890410958735,1,-0.015873015873015817
3,1,1,0,1,-3,1,0,4,-1,0.0,-5.08,-2,1,1,1,0,0,0,1,0,0,0,1,0,0,0.2777777777777778,-0.0736842105263158,-0.04415584415584406,1.027027027027027,0.02560455192034128,-2,-0.2777777777777778
3,0,-2,-2,-2,0,-1,0,0,-2,0.0,-7.62,-4,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.25,-0.07738095238095241,1.0416666666666667,0.039444444444444504,0,0.0
3,-1,-2,0,-3,1,-9,1,5,-5,2.54,-2.54,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.1298076923076923,-0.016666666666666607,-0.2727272727272727,1.0142857142857142,0.027967806841046272,-3,-0.1298076923076923
3,0,0,0,-1,3,-9,-1,-1,0,7.62,5.08,5,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.5,0.6,-0.2638888888888889,0.9705882352941175,0.014705882352941124,0,0.5
5,1,8,3,-3,5,-27,-2,-1,3,7.62,15.24,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.29870129870129875,0.21666666666666667,-0.84375,0.9210526315789475,-0.03721804511278182,-5,-0.2987012987012987
3,1,0,-6,-15,9,-65,-2,-5,0,-2.54,-2.54,10,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.3333333333333333,-0.625,-1.911764705882353,1.0140845070422535,-0.00039123630672943666,-10,-0.6666666666666666
3,0,0,0,2,-4,7,-1,-2,6,5.08,7.62,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0.31746031746031744,-0.13749999999999996,0.4422657952069716,0.9594594594594594,-0.011800532927293439,-2,-0.31746031746031744
4,0,0,0,0,0,0,0,0,0,7.62,2.54,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.9861111111111112,0.02836463223787178,0,0.0
3,0,3,-1,-3,2,-6,0,0,-3,-2.54,-5.08,-4,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.3214285714285714,0.2222222222222222,-0.27956989247311825,1.0285714285714285,0.013492063492063333,0,0.32142857142857145
3,-1,0,1,1,-1,6,0,0,0,2.54,-5.08,-13,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.5,0.16666666666666666,1.03125,0.04640151515151514,1,1.0
3,0,0,-1,-1,-2,5,0,-1,1,0.0,12.7,-2,0,1,1,0,0,0,1,0,0,0,0,0,1,0.09999999999999998,-0.19444444444444442,0.13186813186813184,0.9315068493150686,-0.06849315068493145,-1,-0.09999999999999998
3,0,-2,-2,-2,-3,4,1,0,0,-5.08,-10.16,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666667,-0.75,0.1471264367816092,1.0615384615384615,0.02987736900780369,-2,-0.6666666666666666
3,0,0,-1,-1,0,-3,-1,0,0,-2.54,7.62,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.5,-0.1,0.9605263157894737,-0.052090843547224264,-1,-1.0
3,1,1,0,0,0,1,0,0,-1,-2.54,-2.54,5,1,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,0.0,0.05465949820788529,1.0147058823529411,-0.0002131287297527651,1,1.0
3,0,-1,-2,-4,2,-10,0,-3,-1,5.08,15.24,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0,-0.125,-0.31794871794871793,0.9259259259259259,-0.04839506172839514,0,0.0
3,-1,-2,-2,-2,-1,-2,0,-2,0,2.54,10.16,-6,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.07497820401046207,0.9466666666666667,-0.040000000000000036,0,0.0
3,0,0,-1,-1,0,-3,-1,0,0,7.62,5.08,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0.0,-0.5,-0.09178743961352656,0.9722222222222223,0.015079365079365248,-1,-1.0
5,0,-3,0,-10,-1,-28,1,-6,0,-5.08,-2.54,-9,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.08187134502923976,-0.20135746606334837,-0.9788484136310224,1.0135135135135134,-0.013873873873873843,-4,0.08187134502923982
3,1,2,-1,-8,5,-10,-6,-10,-1,5.08,5.08,8,1,1,1,0,0,0,0,1,0,0,1,0,0,-0.5,0.030303030303030276,-0.11083540115798174,0.9736842105263158,0.0007112375533429027,3,0.5
3,0,0,-1,-3,1,-13,-1,-1,-1,-5.08,-2.54,-3,1,1,1,0,0,0,0,1,0,0,1,0,0,0.0357142857142857,-0.033333333333333326,-0.42424242424242425,1.0126582278481013,-0.013449367088607667,-1,-0.0357142857142857
3,0,2,-1,-7,4,-14,0,-3,-4,-27.94,-25.4,-6,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.31818181818181823,0.019607843137254832,-0.6008403361344538,1.135135135135135,-0.01512226512226511,0,0.3181818181818182
3,-3,-3,-1,-1,-3,4,0,-1,1,-2.54,0.0,-5,0,1,1,0,0,0,1,0,0,0,1,0,0,0.16666666666666669,-0.6,0.08000000000000002,1.0,-0.014285714285714235,-1,-0.16666666666666663
3,-1,-1,1,2,1,4,0,1,-1,7.62,7.62,2,1,1,0,1,0,0,1,0,0,0,0,0,1,-0.11428571428571432,0.12878787878787884,0.14912280701754388,0.9577464788732394,0.0012427506213753547,2,0.11428571428571432
3,0,0,0,0,0,-1,-1,0,1,-7.62,2.54,4,1,1,1,0,0,0,1,0,0,0,0,0,1,1.0,0.0,-0.012820512820512803,0.9857142857142857,-0.05693581780538315,-1,-1.0
3,-1,-1,3,2,0,1,0,2,0,-2.54,-2.54,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0.26666666666666666,0.11428571428571432,0.06333333333333335,1.0136986301369864,-0.00037023324694540616,0,-0.2666666666666666
3,2,0,0,0,2,-4,0,0,0,5.08,5.08,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.16,0.9726027397260275,0.0011576307158018828,0,0.0
3,0,-1,-1,-1,0,-3,0,1,-1,-7.62,-7.62,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0.5,0.0,-0.09793103448275861,1.0422535211267605,-0.0005709935287399048,-1,-0.5
3,0,0,0,0,0,-3,-1,1,-1,-5.08,-7.62,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.06313131313131315,1.0416666666666667,0.012222222222222356,0,0.0
5,0,-4,-2,-2,0,-1,3,0,-1,0.0,-2.54,-6,0,1,1,0,0,0,1,0,0,0,1,0,0,0.04761904761904767,-0.04040404040404044,-0.20432692307692313,1.0151515151515154,0.01424694708276808,-1,-0.047619047619047616
3,0,0,2,3,-2,11,0,1,1,2.54,10.16,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.5,-0.33333333333333337,0.39655172413793105,0.9473684210526316,-0.03801169590643283,1,-0.5
3,1,0,-2,-6,9,-39,0,-1,-1,2.54,0.0,7,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.3333333333333333,-0.4,-1.0833333333333333,1.0,0.01388888888888884,-4,-0.6666666666666666
3,0,-4,-4,-5,1,-16,0,-2,-1,-5.08,5.08,3,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.6,-0.8333333333333334,-0.64,0.9714285714285713,-0.05756302521008405,-2,-0.4
3,0,-1,-1,-1,0,-2,0,-1,0,0.0,0.0,-10,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.07407407407407407,1.0,0.0,0,0.0
3,0,0,-1,0,0,-6,0,2,0,7.62,12.7,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0.6666666666666666,0.0,-0.10096153846153844,0.9324324324324323,-0.02604778691735221,-2,-0.6666666666666667
3,0,0,0,0,-2,3,0,1,0,5.08,2.54,2,0,1,0,1,0,0,1,0,0,0,0,0,1,1.0,-0.25,0.09783549783549784,0.9870129870129869,0.013157894736842035,-1,-1.0
3,0,0,0,-1,3,-11,0,1,-2,0.0,0.0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0.16666666666666669,-0.3243534482758621,1.0,0.0,0,0.0
3,0,0,-3,-8,5,-27,-1,-4,-1,10.16,10.16,8,0,1,0,0,1,0,1,0,0,0,0,0,1,0.08333333333333337,-0.0714285714285714,-0.6104380242311276,0.9487179487179488,0.001386001386001423,-3,-0.08333333333333331
3,0,0,-1,-1,0,0,0,-1,0,-2.54,0.0,7,1,1,0,1,0,0,0,1,0,0,0,0,1,-1.0,-0.5,0.03291536050156739,1.0,-0.01333333333333342,0,0.0
3,0,0,0,0,0,1,0,0,0,2.54,15.24,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.04428571428571429,0.925,-0.06351351351351331,0,0.0
3,1,0,0,0,1,-3,0,0,0,0.0,2.54,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.0967741935483871,0.9852941176470589,-0.014925373134328401,0,0.0
5,0,-1,-1,-1,0,-1,0,-1,0,-2.54,-7.62,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.03225806451612903,1.0461538461538462,0.030769230769230882,0,0.0
3,1,0,-6,-7,-1,-21,-5,-2,-3,7.62,5.08,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.625,-0.5272727272727273,-0.7661637931034482,0.9722222222222223,0.015476190476190532,-2,0.625
3,-1,0,-1,-5,2,-23,0,-4,0,10.16,20.32,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.125,-0.17058823529411765,-0.5405405405405406,0.9,-0.04999999999999993,-1,-0.125
3,0,-4,-4,-6,1,-14,0,-1,-1,5.08,0.0,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0.09999999999999998,-0.10256410256410264,-0.2845394736842105,1.0,0.02857142857142858,-4,-0.09999999999999998
3,0,0,-4,-5,2,-11,0,-4,0,-2.54,-7.62,3,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.8,-0.625,-0.34051724137931033,1.0410958904109588,0.02631578947368418,-1,-0.2
3,1,1,-2,-2,1,-5,-1,0,-2,10.16,-5.08,-1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.25,-0.09999999999999998,-0.1827586206896552,1.028169014084507,0.08219178082191769,0,0.25
3,0,1,-1,0,-1,7,0,0,-3,-10.16,-10.16,-5,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.75,-0.13333333333333341,0.1476190476190476,1.0597014925373134,-0.00084086609207501,3,0.75
3,0,-2,-2,-5,2,-16,0,0,-3,-2.54,0.0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.42857142857142855,-0.033333333333333326,-0.42125,1.0,-0.01492537313432829,-2,0.4285714285714286
3,0,0,-1,0,0,5,0,2,-1,0.0,-5.08,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0.25,0.0,0.2616487455197133,1.0307692307692309,0.029850746268656803,-1,-0.25
3,1,0,-2,-6,5,-17,0,-2,-4,0.0,2.54,9,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.5,-0.4945652173913043,0.9866666666666667,-0.012972972972972951,0,0.0
3,0,2,1,0,1,-3,0,1,0,-2.54,-10.16,7,0,1,0,1,0,0,0,1,0,0,0,0,1,0.3333333333333333,0.25,-0.041958041958041925,1.0571428571428572,0.04054054054054057,-1,-0.3333333333333333
3,-1,-2,-1,-1,0,-2,0,0,-1,0.0,-5.08,-5,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.16666666666666663,-0.11206896551724138,1.0273972602739727,0.025936073059360853,0,0.0
3,1,0,-1,-1,1,-6,-1,0,-1,-12.7,-15.24,-4,1,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.5,-0.24,1.0845070422535212,0.008597036766051058,0,0.0
5,-2,-4,0,-4,-3,6,1,-2,-3,2.54,2.54,-3,1,1,0,1,0,0,0,1,0,0,1,0,0,-0.29166666666666663,-0.22857142857142865,0.0888888888888888,0.9863013698630138,0.0005707762557080054,1,0.2916666666666667
3,1,4,1,1,3,-7,-1,-1,1,2.54,-5.08,0,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.13333333333333341,0.3015873015873015,-0.21875,1.025974025974026,0.03665954298865681,1,0.1333333333333333
3,0,-3,-4,-10,6,-40,0,-2,-1,5.08,0.0,7,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.3,-0.625,-1.1764705882352942,1.0,0.02857142857142847,-7,-0.7
3,0,0,2,1,0,3,0,0,1,-2.54,0.0,6,0,1,1,0,0,0,1,0,0,0,0,0,1,0.08333333333333337,0.07142857142857145,0.16282894736842107,1.0,-0.013513513513513487,0,-0.08333333333333331
3,0,0,-3,-3,0,-8,0,0,-1,0.0,0.0,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.5,-0.30000000000000004,-0.26785714285714285,1.0,0.0,-2,-0.5
3,0,0,-1,0,-2,4,0,0,-2,-7.62,-2.54,-1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.16666666666666663,0.11088709677419356,1.0140845070422535,-0.02836463223787178,2,0.5
3,0,0,0,3,-4,13,0,3,-1,0.0,-10.16,-2,0,1,1,0,0,0,0,1,0,0,0,0,1,0.09999999999999998,-0.16666666666666663,0.41666666666666663,1.0597014925373134,0.05717889426108902,1,-0.09999999999999998
