NumberOfRounds,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,label,Gender_MALE,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_OpenStance,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,RedStance_OpenStance,BetterRank_Red,BetterRank_Blue,BetterRank_neither,FinishRate,WinRatio,ExpPerYear,ReachAdvantageRatio,HeightReachRatio,WinsByDecision,DecisionRate
5,-1,5,-2,-2,0,-24,-4,4,-2,-2.54,10.16,-6,1,1,0,1,0,0,1,0,0,0,1,0,0,0.28333333333333327,-0.0357142857142857,-0.47777777777777786,0.9473684210526316,-0.0650584795321637,-4,-0.2833333333333334
3,0,0,-2,-12,-9,-54,0,-2,-1,5.08,0.0,-5,0,1,1,0,0,0,1,0,0,0,0,0,1,0.29323308270676696,0.042613636363636354,-1.2222222222222223,1.0,0.028571428571428692,-9,-0.29323308270676696
3,-1,4,0,0,-1,-1,0,1,1,-2.54,-7.62,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0.5,0.09523809523809523,-0.07779886148007586,1.0461538461538462,0.028733031674208265,-2,-0.5
3,1,0,-1,3,5,21,0,2,-1,2.54,-2.54,9,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.09999999999999998,-0.261904761904762,0.4537037037037037,1.0131578947368423,0.02580314422419694,2,0.09999999999999998
3,0,3,-2,-3,-2,-2,0,-5,0,0.0,-2.54,0,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.6071428571428571,0.2222222222222222,-0.06451612903225806,1.0144927536231885,0.013871635610766209,2,0.6071428571428572
3,2,-1,-1,-1,2,0,0,-1,0,0.0,-7.62,7,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.015250544662309365,1.0394736842105263,0.03797468354430378,0,0.0
3,2,-1,-2,-12,-13,-70,-1,-3,0,-5.08,-5.08,-4,0,1,0,0,1,0,0,1,0,0,0,0,1,0.6428571428571428,0.017241379310344807,-1.8297213622291022,1.028169014084507,-0.0011576307158018828,-9,-0.6428571428571429
3,0,2,0,3,0,14,0,-1,-3,-15.24,-17.78,5,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.7777777777777778,0.06818181818181823,0.3216845878136201,1.1,0.011688311688311637,7,0.7777777777777778
3,0,-4,-2,-5,0,-19,0,-1,1,-2.54,-5.08,-5,0,1,1,0,0,0,1,0,0,0,0,0,1,0.7142857142857143,-0.20833333333333337,-0.5648148148148149,1.0263157894736843,0.011808367071524883,-5,-0.7142857142857143
3,0,-2,-2,-6,-2,-26,0,-2,1,-2.54,5.08,-4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.7142857142857143,0.2222222222222222,-0.8512820512820513,0.9705882352941175,-0.04456327985739783,-5,-0.7142857142857143
3,0,-2,-2,-5,-2,-18,0,-1,-2,10.16,2.54,7,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.42857142857142855,-0.033333333333333326,-0.7352941176470589,0.9848484848484849,0.04592074592074602,-2,0.4285714285714286
3,-1,2,-1,-4,-5,-27,-1,-2,-1,0.0,2.54,-8,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.16666666666666663,0.16666666666666663,-0.6754385964912281,0.9857142857142857,-0.014078674948240333,-1,0.16666666666666669
3,2,-4,-1,-1,2,1,0,0,0,0.0,7.62,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.4,-0.022321428571428548,0.9523809523809523,-0.050000000000000044,-1,0.0
5,0,-6,-6,-12,-3,-42,-3,-2,-4,7.62,5.08,-3,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.5,-0.8,-1.2352941176470589,0.9710144927536233,0.015357992645468443,-6,-0.5
3,0,2,2,2,0,9,0,2,-5,5.08,-7.62,-3,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.625,0.0,0.37407407407407406,1.0405405405405406,0.06546156546156545,5,0.625
3,0,3,-3,3,2,11,-3,2,-1,7.62,-2.54,2,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.08333333333333326,-0.06818181818181823,0.2516339869281047,1.0125000000000002,0.04922839506172849,2,0.08333333333333337
3,1,0,-5,-6,0,-15,0,0,0,-2.54,0.0,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0.8571428571428572,-0.4444444444444445,-0.5388888888888889,1.0,-0.014285714285714346,-6,-0.8571428571428571
3,0,0,0,-1,0,-2,0,3,-2,2.54,-5.08,-3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.4,-0.0535714285714286,-0.01767676767676768,1.0285714285714285,0.04166666666666674,-2,-0.4
3,1,-1,-3,8,8,42,-1,3,5,0.0,-2.54,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0.1523809523809524,-0.08080808080808077,1.1323529411764706,1.0131578947368423,0.012987012987013102,0,-0.15238095238095237
3,-1,4,-2,-11,-5,-35,0,-7,-5,5.08,5.08,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.6166666666666667,0.08571428571428574,-1.0606060606060606,0.974025974025974,0.0013852813852812673,1,0.6166666666666667
3,0,-7,1,8,4,33,5,2,4,0.0,-2.54,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0.375,-0.19999999999999996,0.8285714285714285,1.0140845070422535,0.01310641627543041,1,-0.4375
3,0,0,-1,-7,-4,-27,0,0,-1,-5.08,-2.54,-4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.3717948717948718,0.13492063492063489,-0.7313725490196078,1.0129870129870129,-0.01348651348651364,-6,-0.3717948717948718
3,0,0,-7,-4,1,-2,-5,0,-3,-2.54,-7.62,-3,1,1,0,1,0,0,1,0,0,0,0,0,1,-0.08333333333333337,-0.13157894736842102,0.039189189189189344,1.04,0.024615384615384484,-1,0.08333333333333331
3,0,0,-1,-2,-3,-10,0,0,-1,-5.08,-5.08,-10,1,1,1,0,0,0,0,1,0,0,1,0,0,-0.08333333333333331,0.20000000000000007,-0.11857707509881421,1.0307692307692309,0.0,-1,0.08333333333333337
3,0,0,-1,-4,1,3,-1,3,-7,-5.08,2.54,2,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.20833333333333337,-0.13157894736842102,0.02009702009702008,0.986842105263158,-0.03912280701754378,0,0.20833333333333331
3,-2,3,-1,-13,-16,-82,-2,0,-2,15.24,10.16,-17,1,1,0,1,0,0,1,0,0,0,0,0,1,0.3642857142857143,0.18717948717948718,-1.58,0.9459459459459459,0.02934362934362933,-11,-0.3642857142857143
3,1,-1,-2,-7,-1,-17,0,-6,0,-2.54,-12.7,0,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.2777777777777778,-0.3095238095238096,-0.53125,1.064102564102564,0.04664813098548026,-1,0.2777777777777778
5,0,2,-2,4,-1,-1,2,0,4,-5.08,2.54,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0.170940170940171,0.12019230769230771,-0.22939068100358417,0.9852941176470589,-0.044117647058823595,0,-0.17094017094017094
3,-1,2,-2,-2,-1,-12,-1,-1,1,-10.16,-5.08,-6,0,0,1,0,0,0,1,0,0,0,1,0,0,0.04166666666666666,0.022727272727272707,-0.21280788177339904,1.0327868852459017,-0.03174603174603163,-2,-0.04166666666666663
3,0,0,3,1,0,3,0,0,0,-2.54,-2.54,6,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.07142857142857145,0.036363636363636376,-0.026470588235294135,1.0142857142857142,0.0002012072434607326,1,0.0714285714285714
3,0,-1,-1,-1,2,7,0,-1,-1,0.0,0.0,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,-1.0,-0.6666666666666667,0.2278225806451613,1.0,0.0,1,1.0
3,0,4,3,-1,-5,-18,-1,1,0,5.08,5.08,-1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.2321428571428571,0.3035714285714286,-0.5033613445378151,0.974025974025974,0.0003463203463202058,-2,-0.23214285714285715
3,1,-2,-2,-2,1,0,0,-2,0,5.08,10.16,8,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.018099547511312222,0.949367088607595,-0.02464135021097047,0,0.0
3,0,0,0,0,-1,-2,0,0,-1,-7.62,-12.7,0,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,0.33333333333333337,-0.07142857142857142,1.076923076923077,0.029670329670329676,1,0.5
3,0,0,0,0,0,0,0,0,0,-12.7,-17.78,-4,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.03310344827586206,1.106060606060606,0.025944375259443597,0,0.0
3,0,0,0,0,0,-2,0,1,0,12.7,15.24,-8,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5,0.0,-0.018181818181818188,0.9090909090909092,-0.018181818181817855,-1,-0.5
3,2,-2,0,1,3,11,0,0,-1,2.54,-10.16,5,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.5,0.33002481389578164,1.0597014925373134,0.07126340130334241,2,0.5
3,0,-1,-1,-1,0,-1,0,-1,0,7.62,0.0,-2,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.04,1.0,0.04477611940298509,0,0.0
3,0,0,-2,-2,-1,-9,0,0,0,-5.08,0.0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.5,-0.3706293706293706,1.0,-0.02857142857142858,-2,-1.0
3,0,0,-1,0,0,-1,0,1,0,-7.62,-2.54,7,1,1,1,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,0.0,-0.14516129032258063,1.0142857142857142,-0.02837022132796785,-1,-0.3333333333333333
5,1,-18,-12,-7,3,-28,-8,4,-6,0.0,-10.16,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0.11904761904761907,-0.1767676767676768,-0.9047619047619047,1.05,0.04523809523809541,-5,-0.11904761904761901
3,0,0,-8,-18,-7,-49,-2,-1,-15,-5.08,-7.62,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.09090909090909094,-0.1160714285714286,-1.431578947368421,1.0422535211267605,0.011800532927293439,-2,-0.09090909090909091
3,2,-5,-1,4,8,28,0,2,2,5.08,0.0,8,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0,-0.47058823529411764,0.7301587301587301,1.0,0.026315789473684292,0,0.0
3,-1,5,3,-1,-5,-27,0,-1,4,2.54,-2.54,-7,0,0,1,0,0,0,1,0,0,0,0,1,0,0.6333333333333334,0.4545454545454546,-0.6792792792792792,1.0149253731343284,0.028972783143107916,-4,-0.6333333333333333
3,2,-2,-1,-1,2,3,0,-2,0,2.54,-5.08,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.6666666666666667,0.13714285714285718,1.0273972602739727,0.0396347031963471,1,1.0
3,-1,3,-3,-7,-4,-34,0,-2,1,0.0,-2.54,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0.6,0.2857142857142857,-1.1529411764705884,1.0144927536231885,0.014078674948240333,-6,-0.6
3,0,0,-3,-20,-12,-69,0,-5,-10,7.62,0.0,-5,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.1923076923076923,-0.059196617336152224,-1.5813008130081299,1.0,0.04225352112676062,-5,0.1923076923076923
3,0,-2,-2,-4,-2,-14,0,-2,-1,-7.62,-10.16,-6,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.75,-0.6666666666666666,-0.4666666666666667,1.0571428571428572,0.011969111969111879,-1,-0.25
3,-1,3,-2,-9,-8,-43,0,-2,-1,2.54,2.54,-6,0,1,1,0,0,0,1,0,0,0,1,0,0,0.24999999999999994,0.4,-1.0745920745920745,0.9873417721518988,0.0004868549172346581,-6,-0.25000000000000006
3,-2,0,-2,-4,-3,-13,0,0,-3,-10.16,-5.08,-1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.16666666666666663,-0.09999999999999998,-0.3951612903225806,1.027777777777778,-0.02777777777777768,-1,-0.16666666666666666
3,0,2,2,2,-1,3,0,0,0,2.54,0.0,-6,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.5,0.15865384615384615,1.0,0.01388888888888884,2,0.0
3,1,-3,-1,-2,-3,-15,0,1,0,5.08,5.08,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.75,0.16666666666666663,-0.5241379310344827,0.9696969696969698,0.0,-3,-0.75
5,-1,4,-3,-18,-11,-81,0,-2,-2,-5.08,-5.08,-6,1,1,0,0,1,0,1,0,0,0,1,0,0,0.6363636363636364,0.33333333333333337,-2.1525719267654755,1.0256410256410255,-0.001602564102564208,-14,-0.6363636363636364
3,0,-2,-3,-12,-9,-43,0,-1,-11,7.62,2.54,-2,1,1,0,1,0,0,0,1,0,0,0,0,1,-1.0,-0.5714285714285714,-1.1944444444444444,0.9871794871794872,0.026307026307026415,0,0.0
3,-1,1,0,0,0,-1,0,0,0,-7.62,-2.54,-2,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.02291666666666667,1.0147058823529411,-0.029838022165388,0,0.0
3,-2,2,-2,7,4,24,0,1,7,7.62,2.54,-2,1,0,1,0,0,0,1,0,0,0,1,0,0,0.5681818181818182,-0.019607843137254832,0.8565072302558399,0.984126984126984,0.03174603174603163,0,-0.3181818181818182
3,1,-1,1,3,4,12,0,2,0,-2.54,-12.7,3,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.25,-0.5,0.3925925925925926,1.0675675675675675,0.049777625726992625,1,0.25
3,-1,1,-2,-5,-6,-31,-1,2,-1,-2.54,-2.54,-15,1,0,1,0,0,0,1,0,0,0,0,0,1,0.3888888888888889,0.13725490196078427,-0.5544871794871795,1.0158730158730158,-0.00024801587301603867,-6,-0.38888888888888884
3,-1,0,-7,-10,-4,-40,0,-3,-1,10.16,2.54,-9,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.4,-0.7142857142857143,-1.0810810810810811,0.9864864864864864,0.040910773787485866,-6,-0.6
3,-2,0,0,-3,-4,-21,0,-1,0,-10.16,-7.62,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0.09999999999999998,0.16666666666666663,-0.6916508538899431,1.0416666666666667,-0.015000000000000013,-2,-0.09999999999999998
3,0,0,-1,-5,-3,-24,0,0,1,10.16,20.32,-5,1,1,0,0,1,0,1,0,0,0,0,0,1,0.8571428571428572,-0.1384615384615384,-0.6238095238095238,0.888888888888889,-0.05902777777777768,-6,-0.8571428571428571
3,1,-1,-1,-1,-1,-2,0,0,-1,15.24,10.16,3,0,1,1,0,0,0,0,0,1,0,0,0,1,-1.0,-0.3333333333333333,-0.0787878787878788,0.949367088607595,0.027341772151898813,0,0.0
3,-1,0,-1,-1,-1,-5,0,0,0,2.54,2.54,-8,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.5,-0.15151515151515152,0.9855072463768116,0.0002131287297527651,-1,-1.0
5,-2,5,2,-4,-5,-40,-6,-2,-1,-5.08,-5.08,1,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.06666666666666665,0.3571428571428571,-1.3473118279569891,1.0294117647058825,-0.0012605042016806678,-1,0.06666666666666671
3,-1,2,-3,5,4,33,7,2,0,2.54,-2.54,7,0,0,1,0,0,0,1,0,0,0,1,0,0,-0.04545454545454547,-0.1696428571428571,0.865,1.0153846153846153,0.030303030303030165,3,0.045454545454545414
3,0,0,0,0,0,-4,0,1,0,-2.54,7.62,-2,1,1,1,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-0.12142857142857141,0.9629629629629629,-0.04843304843304841,-1,-1.0
3,-1,2,-1,0,-4,-5,0,0,-1,2.54,2.54,5,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.16666666666666666,0.25,-0.28095238095238095,0.9852941176470589,0.0002194907813873881,1,0.16666666666666674
3,-1,0,-1,-2,-2,-14,0,-1,0,-2.54,2.54,-2,1,1,1,0,0,0,1,0,0,0,0,0,1,0.06666666666666665,-0.041666666666666685,-0.3805147058823529,0.9866666666666667,-0.026486486486486438,-1,-0.06666666666666671
3,1,0,-1,3,5,24,0,2,-3,-2.54,2.54,0,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.5714285714285714,-0.2615384615384616,0.75,0.9864864864864864,-0.027027027027027084,4,0.5714285714285714
3,2,-4,0,5,7,34,0,1,3,-5.08,-7.62,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0.19999999999999996,-0.18796992481203012,0.8698830409356725,1.0461538461538462,0.01538461538461533,1,-0.19999999999999996
3,-2,2,0,-3,-6,-22,0,-1,-2,-5.08,-2.54,9,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.3333333333333333,0.28846153846153844,-0.9073359073359074,1.0147058823529411,-0.014705882352941124,0,0.3333333333333333
3,-1,2,-2,-1,1,4,0,0,-1,5.08,2.54,-1,1,1,0,0,1,0,1,0,0,0,0,0,1,-0.09999999999999998,-0.125,0.16748768472906395,0.9861111111111112,0.014475743348982939,0,0.09999999999999998
3,0,0,-2,-1,-1,1,0,-1,-1,0.0,12.7,-2,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.2666666666666666,0.04761904761904767,0.06549364613880748,0.9375,-0.06166666666666665,1,0.26666666666666666
3,0,0,1,1,1,5,0,0,0,-12.7,-5.08,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-0.5,0.0,0.1785714285714286,1.0285714285714285,-0.04325396825396843,1,0.5
3,0,0,-1,-1,3,1,0,0,1,10.16,17.78,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666667,-0.3142857142857143,0.02702702702702703,0.9014084507042254,-0.0453345070422535,-2,-0.6666666666666666
3,-1,1,0,0,0,0,0,0,1,2.54,10.16,-4,0,0,0,1,0,0,1,0,0,0,0,0,1,1.0,0.0,0.023529411764705882,0.9428571428571427,-0.04372294372294405,-1,-1.0
5,0,-4,6,15,7,82,8,7,1,10.16,0.0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.12337662337662336,-0.24137931034482762,2.4699074074074074,1.0,0.05797101449275366,7,0.12337662337662342
3,0,5,-2,-10,-5,-52,-4,-4,3,5.08,5.08,-3,1,1,1,0,0,0,1,0,0,0,1,0,0,0.36134453781512604,0.2272727272727273,-1.5393939393939395,0.9733333333333333,0.00036529680365293693,-9,-0.3613445378151261
3,2,-10,-5,-4,2,-11,-1,-4,0,2.54,7.62,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.26666666666666666,-0.24242424242424243,-0.34375,0.9615384615384616,-0.02564102564102566,0,0.2666666666666666
3,1,-6,0,5,7,29,0,2,2,-5.08,-5.08,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.2121212121212121,-0.38888888888888884,0.8787878787878788,1.028169014084507,-0.001543507621068807,1,-0.2121212121212121
3,1,-3,-1,1,2,5,0,0,0,2.54,-5.08,3,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.08333333333333331,-0.33333333333333337,0.12424242424242427,1.028169014084507,0.04263939803202765,1,0.08333333333333337
3,0,-2,-2,-2,0,-4,0,-2,0,0.0,-2.54,6,0,1,0,1,0,0,1,0,0,0,0,0,1,-1.0,-1.0,-0.14285714285714285,1.0131578947368423,0.012816131237183948,0,0.0
3,0,0,-1,13,10,81,4,-1,4,-7.62,-12.7,6,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.32142857142857145,-0.06666666666666665,1.8926470588235293,1.0714285714285714,0.02476190476190465,10,0.3214285714285714
3,-1,2,-2,-2,-1,-5,0,-1,-1,7.62,20.32,-5,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.25,0.19999999999999996,-0.130272952853598,0.8918918918918918,-0.06920556920556942,0,0.25
3,0,1,1,2,-1,-4,0,3,0,-10.16,-15.24,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,0.5,0.30000000000000004,-0.10341555977229602,1.0833333333333335,0.023504273504273532,-1,-0.5
3,-2,1,-2,-6,-3,-21,0,-3,-1,-20.32,-20.32,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0.25,-0.11538461538461542,-0.7006578947368421,1.1066666666666667,-0.007710843373494147,-2,-0.25
3,0,-2,-2,-2,0,-5,0,0,0,-2.54,0.0,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0.25,0.0,-0.2090800477897252,1.0,-0.014084507042253391,-2,-0.25
3,2,0,2,2,3,7,0,4,0,5.08,0.0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,1.0,-0.05555555555555558,0.11428571428571427,1.0,0.027027027027026973,-2,-1.0
3,0,-4,-3,-4,0,-13,0,0,-1,-2.54,0.0,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.25,-1.0,-0.3939393939393939,1.0,-0.013513513513513487,-3,-0.75
5,0,3,3,3,0,6,0,1,-1,2.54,-5.08,0,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.2777777777777778,0.06818181818181823,0.19354838709677413,1.0273972602739727,0.040000000000000036,3,0.2777777777777778
3,-2,3,0,-3,-6,-25,0,-4,0,0.0,2.54,-8,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.2714285714285714,0.2867647058823529,-0.5191053122087604,0.9861111111111112,-0.013302034428794962,1,0.2714285714285714
3,2,-3,0,-2,-1,-13,0,-1,0,-2.54,5.08,-5,0,1,0,1,0,0,0,0,1,0,0,0,1,-0.06666666666666671,-0.05555555555555558,-0.329004329004329,0.9722222222222223,-0.041269841269841234,-1,0.06666666666666665
3,1,-1,-2,-4,-2,-16,0,-1,-2,5.08,-2.54,-1,1,1,1,0,0,0,0,1,0,0,0,0,1,-0.75,-0.5714285714285714,-0.57010582010582,1.0144927536231885,0.04285714285714293,-1,-0.25
3,2,-1,-4,-13,-3,-45,0,-3,1,-7.62,-5.08,-1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.6111111111111112,-0.22619047619047622,-1.1076923076923078,1.028985507246377,-0.014901000204123216,-11,-0.6111111111111112
3,-2,3,-1,-4,-3,-16,0,-1,0,-5.08,-2.54,-1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.047619047619047616,0.30000000000000004,-0.5075268817204301,1.0153846153846153,-0.01538461538461533,-3,-0.04761904761904767
3,0,1,0,-2,-3,-16,-1,0,1,0.0,10.16,-7,1,1,1,0,0,0,1,0,0,0,0,0,1,0.5,0.4285714285714286,-0.45625,0.9411764705882353,-0.06066176470588247,-3,-0.5
3,0,0,-2,-3,-2,-17,0,1,0,-5.08,-5.08,-3,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0,-0.16666666666666669,-0.5583554376657824,1.0294117647058825,-0.0008403361344537785,-4,-1.0
3,-1,0,-1,-3,-2,-13,-1,-1,-3,-5.08,-10.16,-10,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.6666666666666666,-0.07142857142857145,-0.1833202202989772,1.0634920634920635,0.029850746268656803,1,0.6666666666666667
3,0,0,0,0,0,0,0,0,0,2.54,-10.16,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-0.017361111111111105,1.064516129032258,0.07673509286412528,0,0.0
3,-1,0,0,0,-2,-2,0,0,0,2.54,10.16,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.25,-0.05555555555555555,0.9523809523809522,-0.034523809523809734,0,0.0
5,0,5,3,0,-3,-9,-1,1,-1,-5.08,5.08,-8,0,1,1,0,0,0,0,1,0,0,1,0,0,0.0,0.33333333333333337,-0.14583333333333337,0.9714285714285713,-0.05756302521008405,0,0.0
3,0,0,-1,-8,-6,-41,0,-2,3,-7.62,-2.54,-3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.2952380952380952,0.07499999999999996,-1.0782828282828283,1.0136986301369864,-0.027582376897445138,-9,-0.2952380952380953
3,0,0,-2,-2,1,1,0,-2,1,-7.62,-7.62,-5,0,1,1,0,0,0,1,0,0,0,0,0,1,0.25,-0.23809523809523808,0.09999999999999998,1.0389610389610389,-0.0024350649350650677,-1,-0.25
3,0,1,-4,-6,2,-11,0,-1,-4,-7.62,-5.08,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-0.35,-0.33766233766233766,-0.3666666666666668,1.0285714285714285,-0.015079365079365248,-1,0.35
3,-2,0,0,5,3,24,0,0,1,-5.08,-5.08,-3,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.06730769230769229,-0.016666666666666607,0.775039745627981,1.027777777777778,-0.000375375375375242,4,0.06730769230769229
3,-1,0,-2,-4,-3,-17,0,-2,0,-5.08,-12.7,-6,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.5714285714285714,-0.5151515151515151,1.0793650793650793,0.04528478057889829,-2,-0.5
3,-1,0,-1,-1,-1,-7,0,-3,1,-10.16,-2.54,1,1,1,1,0,0,0,0,0,1,0,0,0,1,-0.2666666666666666,0.04761904761904767,-0.23200757575757575,1.0142857142857142,-0.042655935613682194,1,0.26666666666666666
3,0,-2,-1,5,6,25,0,3,2,-2.54,-2.54,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0.4166666666666667,-0.21666666666666667,0.6987012987012987,1.0131578947368423,-0.0006835269993162862,0,-0.41666666666666663
3,-2,0,-1,-1,-3,-7,0,-1,0,0.0,5.08,3,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.25,-0.25,0.974025974025974,-0.025974025974025983,0,0.0
3,0,0,1,3,0,7,0,0,0,2.54,-12.7,-1,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.75,0.3333333333333333,0.29230769230769227,1.0862068965517242,0.10207991242474024,3,0.75
3,-1,1,0,0,-2,-11,0,0,1,0.0,2.54,-5,1,1,1,0,0,0,0,1,0,0,0,0,1,1.0,0.6666666666666667,-0.34863523573200994,0.9855072463768116,-0.014279624893435594,-1,-1.0
3,0,-1,-1,-1,0,-2,0,1,-1,-7.62,-5.08,-4,0,1,1,0,0,0,1,0,0,0,0,0,1,0.5,0.0,-0.05952380952380952,1.03125,-0.015625,-1,-0.5
5,0,1,1,1,4,8,-4,1,0,-7.62,-7.62,-3,0,1,0,1,0,0,1,0,0,0,1,0,0,0.02777777777777779,-0.24603174603174593,0.28537360890302066,1.0394736842105263,-0.0014990006662225497,0,-0.02777777777777779
5,1,-6,-2,-6,-2,-28,1,2,-1,-2.54,5.08,-1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.3406593406593406,-0.022222222222222254,-0.7571428571428571,0.9710144927536233,-0.0434782608695653,-7,-0.3406593406593407
3,0,5,-9,-14,-5,-70,-15,-10,3,5.08,-2.54,-7,1,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0.04137931034482767,-1.7232597623089982,1.0144927536231885,0.04285714285714293,-7,0.0
3,0,0,1,7,5,32,0,1,5,2.54,12.7,-5,0,1,1,0,0,0,1,0,0,0,1,0,0,0.1428571428571429,-0.0636363636363636,1.1442652329749103,0.9382716049382716,-0.04775828460038989,1,-0.14285714285714285
3,0,0,-3,-7,-3,-32,0,0,0,0.0,-5.08,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.875,0.2727272727272727,-0.9714795008912656,1.0303030303030303,0.030303030303030276,-7,-0.875
3,-1,4,-3,-3,-3,-29,-2,0,0,-5.08,2.54,-11,1,1,0,1,0,0,1,0,0,0,1,0,0,0.16666666666666663,0.06072874493927127,-0.430081300813008,0.986842105263158,-0.03894736842105251,-3,-0.16666666666666669
3,-1,3,-1,-5,-3,-31,0,-3,1,-7.62,2.54,-15,1,0,1,0,0,0,1,0,0,0,1,0,0,-0.041666666666666685,0.08333333333333337,-0.6351351351351351,0.9848484848484849,-0.06083916083916063,-3,0.04166666666666663
3,2,-1,1,2,2,6,0,2,0,-2.54,2.54,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.25,0.017094017094017144,0.1875,0.9861111111111112,-0.02758215962441324,0,-0.25
