RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FightStance,label
Felicia Spencer,Norma Dumont,-178.0,157.0,56.1798,157.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Women's Featherweight,FEMALE,3,0,1,0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,145.0,1,0,0,1,2,10,1,0,0,0,1,1,0,2,Orthodox,167.64,172.72,145.0,30.0,30.0,-1,1,0,-1,-1,-6,-1,-1,-1,2.54,-2.54,0,1.93,-0.2,1.31,neither,S-DEC,Closed Stance,1
Ricardo Ramos,Bill Algeo,125.0,-145.0,125.0,68.9655,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,0,1,0,1,2,9,0,0,0,1,0,0,0,1,Switch,182.88,185.42,145.0,1,0,0,3,2,15,0,0,1,2,1,1,0,5,Orthodox,175.26,182.88,145.0,25.0,31.0,-1,1,-2,-4,0,-6,0,-1,-1,7.62,2.54,6,3.27,-0.7,-2.58,neither,U-DEC,Open Stance,0
Jack Hermansson,Edmen Shahbazyan,-132.0,112.0,75.7576,112.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,1,0,0,5,1,10,0,0,1,0,3,1,0,5,Orthodox,187.96,187.96,185.0,1,0,0,4,4,26,0,0,0,2,3,3,0,8,Orthodox,185.42,195.58,185.0,32.0,23.0,0,0,1,-3,-3,-16,0,0,-2,2.54,-7.62,-9,-1.4,0.1,0.88,Red,U-DEC,Closed Stance,0
Ben Rothwell,Chris Barnett,-345.0,285.0,28.9855,285.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,190.5,265.0,1,0,0,6,8,51,0,0,2,2,9,2,0,15,Orthodox,193.04,198.12,265.0,39.0,34.0,-1,0,-6,-15,-8,-51,0,-9,-2,-17.78,-7.62,-5,0.93,-0.4,-0.68,neither,SUB,Closed Stance,0
Court McGee,Claudio Silva,105.0,-125.0,105.0,80.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,1,0,0,5,1,14,0,0,1,1,0,3,0,5,Southpaw,180.34,180.34,170.0,3,0,0,3,9,48,0,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170.0,36.0,38.0,-2,0,2,-3,-8,-34,0,0,1,0.0,-10.16,2,-1.95,0.9,0.95,neither,U-DEC,Open Stance,0
Bruno Silva,Victor Rodriguez,-355.0,295.0,28.169,295.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Flyweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Switch,165.1,170.18,125.0,0,1,0,1,2,11,0,0,0,0,1,0,0,1,Orthodox,162.56,165.1,125.0,31.0,28.0,1,-1,-1,-1,-1,-10,0,-1,0,2.54,5.08,-3,-1.39,0.0,-2.89,neither,KO/TKO,Open Stance,0
Josh Culibao,Shayilan Nuerdanbieke,-235.0,195.0,42.5532,195.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145.0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,145.0,26.0,27.0,-1,0,0,0,-1,-5,0,0,0,-5.08,-10.16,1,-1.79,-0.4,2.0,neither,U-DEC,Closed Stance,0
Rafael Alves,Damir Ismagulov,400.0,-500.0,400.0,20.0,2021-05-22,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,0,3,0,3,0,9,0,0,0,3,0,0,0,3,Orthodox,177.8,187.96,155.0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,172.72,172.72,155.0,30.0,30.0,0,2,2,2,0,7,0,0,-1,5.08,15.24,0,1.74,-1.3,1.75,neither,U-DEC,Closed Stance,1
Charles Oliveira,Michael Chandler,-130.0,110.0,76.9231,110.0,2021-05-15,"Houston, Texas, USA",USA,True,Lightweight,MALE,5,0,3,0,3,0,4,0,0,0,0,2,1,0,3,Orthodox,172.72,180.34,155.0,0,8,0,8,8,51,0,0,0,2,2,14,0,18,Orthodox,177.8,187.96,155.0,31.0,35.0,0,-5,-5,-15,-8,-47,0,0,-13,-5.08,-7.62,4,1.23,-1.1,-0.61,Red,KO/TKO,Closed Stance,0
Tony Ferguson,Beneil Dariush,127.0,-147.0,127.0,68.0272,2021-05-15,"Houston, Texas, USA",USA,False,Lightweight,MALE,3,0,6,1,6,4,39,0,0,2,4,3,5,0,14,Southpaw,177.8,182.88,155.0,2,0,0,12,3,43,2,0,1,3,5,6,0,15,Orthodox,180.34,193.04,155.0,37.0,32.0,-2,6,-6,-1,1,-4,-2,-2,-1,-2.54,-10.16,-5,-1.35,-0.1,1.69,Red,U-DEC,Open Stance,1
Matt Schnell,Rogerio Bontorin,-165.0,145.0,60.6061,145.0,2021-05-15,"Houston, Texas, USA",USA,False,Bantamweight,MALE,3,2,0,0,3,2,10,0,0,1,0,1,1,0,3,Orthodox,165.1,170.18,125.0,0,1,0,4,3,14,0,0,2,1,0,2,0,5,Orthodox,172.72,177.8,125.0,31.0,29.0,2,-1,-1,-2,-1,-4,0,1,-1,-7.62,-7.62,-2,-1.41,0.2,1.29,neither,U-DEC,Closed Stance,1
Katlyn Chookagian,Viviane Araujo,-127.0,107.0,78.7402,107.0,2021-05-15,"Houston, Texas, USA",USA,False,Women's Flyweight,FEMALE,3,0,2,0,2,1,15,0,0,0,3,1,0,0,4,Orthodox,162.56,172.72,125.0,0,1,0,3,4,34,1,0,1,7,0,0,0,8,Orthodox,175.26,172.72,125.0,32.0,34.0,0,1,-1,-4,-3,-19,-1,1,0,-12.7,0.0,2,0.57,-0.1,1.85,Red,U-DEC,Closed Stance,0
Shane Burgos,Edson Barboza,-147.0,127.0,68.0272,127.0,2021-05-15,"Houston, Texas, USA",USA,False,Featherweight,MALE,3,0,1,0,4,9,61,0,1,1,6,7,0,0,15,Orthodox,180.34,190.5,145.0,1,0,0,3,2,22,0,0,1,2,2,1,0,6,Orthodox,180.34,190.5,145.0,30.0,35.0,-1,1,1,9,7,39,0,5,-1,0.0,0.0,5,-3.13,0.0,0.15,Red,KO/TKO,Closed Stance,1
Jacare Souza,Andre Muniz,-117.0,-103.0,85.4701,97.0874,2021-05-15,"Houston, Texas, USA",USA,False,Middleweight,MALE,3,0,4,0,4,0,8,0,0,0,2,0,2,0,4,Southpaw,185.42,198.12,185.0,3,0,0,8,8,62,0,0,0,4,5,10,0,19,Orthodox,185.42,182.88,185.0,41.0,31.0,-3,4,-4,-15,-8,-54,0,-5,-8,0.0,15.24,-10,-0.37,1.0,0.55,neither,SUB,Open Stance,1
Lando Vannata,Mike Grundy,105.0,-125.0,105.0,80.0,2021-05-15,"Houston, Texas, USA",USA,False,Featherweight,MALE,3,1,0,0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,182.88,145.0,1,0,2,1,5,25,0,0,0,1,1,1,0,3,Orthodox,175.26,180.34,155.0,29.0,34.0,0,0,0,-2,-4,-20,0,0,-1,-5.08,2.54,5,-2.53,0.1,2.66,neither,S-DEC,Closed Stance,0
Jordan Wright,Jamie Pickett,-108.0,-112.0,92.5926,89.2857,2021-05-15,"Houston, Texas, USA",USA,False,Middleweight,MALE,3,1,0,0,1,3,9,0,0,0,0,1,0,0,1,Orthodox,187.96,203.2,185.0,1,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,205.0,29.0,32.0,0,0,0,0,2,5,0,0,0,0.0,7.62,3,-4.26,0.4,1.44,neither,KO/TKO,Closed Stance,0
Andrea Lee,Antonina Shevchenko,100.0,-120.0,100.0,83.3333,2021-05-15,"Houston, Texas, USA",USA,False,Women's Flyweight,FEMALE,3,0,1,0,2,2,15,0,0,0,1,2,1,0,4,Southpaw,172.72,170.18,125.0,3,0,0,3,3,18,0,0,0,3,0,0,0,3,Orthodox,167.64,175.26,125.0,32.0,36.0,-3,1,-1,1,-1,-3,0,2,1,5.08,-5.08,4,-1.61,-0.3,-1.38,Red,SUB,Open Stance,0
Gina Mazany,Priscila Cachoeira,-235.0,195.0,42.5532,195.0,2021-05-15,"Houston, Texas, USA",USA,False,Women's Flyweight,FEMALE,3,0,1,0,1,3,9,0,0,0,0,1,0,0,1,Orthodox,170.18,165.1,135.0,0,1,0,1,4,12,0,0,0,1,1,0,0,2,Southpaw,167.64,172.72,125.0,32.0,32.0,0,0,0,-1,-1,-3,0,0,0,2.54,-7.62,0,0.38,-0.3,-4.7,neither,KO/TKO,Open Stance,1
Kevin Aguilar,Tucker Lutz,120.0,-140.0,120.0,71.4286,2021-05-15,"Houston, Texas, USA",USA,False,Featherweight,MALE,3,0,2,0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,172.72,182.88,155.0,3,0,0,3,3,16,0,0,1,2,0,0,0,3,Orthodox,170.18,185.42,155.0,32.0,26.0,-3,2,-1,-1,-3,-10,0,0,0,2.54,-2.54,-6,1.13,0.3,2.17,neither,U-DEC,Closed Stance,1
Christos Giagos,Sean Soriano,-225.0,185.0,44.4444,185.0,2021-05-15,"Houston, Texas, USA",USA,False,Lightweight,MALE,3,3,0,0,0,3,8,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155.0,0,1,0,2,4,19,0,0,0,3,0,1,0,4,Orthodox,177.8,180.34,155.0,31.0,31.0,3,-1,-2,-4,-1,-11,0,0,-1,-2.54,-2.54,0,0.56,-0.5,-2.3,neither,SUB,Closed Stance,0
Marina Rodriguez,Michelle Waterson,-235.0,195.0,42.5532,195.0,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Women's Flyweight,FEMALE,5,0,1,0,4,4,36,0,0,2,2,0,4,0,8,Orthodox,160.02,157.48,115.0,0,1,2,2,1,18,0,0,0,2,2,0,0,4,Orthodox,167.64,165.1,115.0,34.0,35.0,0,0,2,4,3,18,0,-2,4,-7.62,-7.62,1,-1.32,0.7,1.12,neither,U-DEC,Closed Stance,0
Donald Cerrone,Alex Morono,-150.0,130.0,66.6667,130.0,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,1,0,0,3,4,29,0,0,1,4,1,1,0,7,Orthodox,180.34,182.88,170.0,4,0,0,8,15,103,1,0,0,9,10,10,0,29,Orthodox,185.42,185.42,170.0,38.0,30.0,-3,0,-5,-22,-11,-74,-1,-9,-9,-5.08,-2.54,-8,0.62,-0.8,-0.75,neither,KO/TKO,Closed Stance,1
Neil Magny,Geoff Neal,155.0,-200.0,155.0,50.0,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,1,0,0,6,1,15,0,0,0,1,4,1,0,6,Southpaw,180.34,190.5,170.0,1,0,0,7,7,66,0,0,1,10,5,1,0,17,Orthodox,190.5,203.2,170.0,33.0,30.0,0,0,-1,-11,-6,-51,0,-1,0,-10.16,-12.7,-3,0.75,-0.1,-1.84,Red,U-DEC,Open Stance,0
Maurice Greene,Marcos Rogerio de Lima,157.0,-177.0,157.0,56.4972,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,1,0,0,2,6,18,0,0,0,1,4,1,0,6,Orthodox,185.42,190.5,253.0,1,0,0,3,3,13,0,0,1,0,1,2,0,4,Orthodox,200.66,203.2,258.0,34.0,35.0,0,0,-1,2,3,5,0,3,-1,-15.24,-12.7,1,-0.04,0.2,1.14,neither,U-DEC,Closed Stance,1
Diego Ferreira,Gregor Gillespie,122.0,-142.0,122.0,70.4225,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Lightweight,MALE,3,1,0,0,6,1,12,0,0,0,1,3,2,0,6,Orthodox,170.18,180.34,155.0,1,0,0,6,3,24,0,0,0,3,3,2,0,8,Orthodox,175.26,187.96,155.0,36.0,34.0,0,0,0,-2,-2,-12,0,0,0,-5.08,-7.62,-2,-0.96,0.0,6.05,Red,KO/TKO,Closed Stance,1
Phil Hawes,Kyle Daukaus,132.0,-152.0,132.0,65.7895,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,0,1,0,1,1,9,0,0,0,2,0,0,0,2,Southpaw,190.5,193.04,185.0,0,3,0,3,1,7,0,1,0,0,2,0,0,3,Orthodox,182.88,195.58,185.0,32.0,28.0,0,-2,-2,-1,0,2,0,-2,0,7.62,-2.54,-4,-0.21,0.8,-0.95,neither,U-DEC,Open Stance,0
Ludovit Klein,Michael Trizano,-250.0,210.0,40.0,210.0,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,1,0,0,2,1,8,0,0,2,0,0,0,0,2,Orthodox,180.34,180.34,145.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,170.18,182.88,145.0,26.0,29.0,1,-1,1,1,1,7,0,-1,0,10.16,-2.54,3,-0.1,0.9,-3.4,neither,U-DEC,Open Stance,1
Junyong Park,Tafon Nchukwi,135.0,-155.0,135.0,64.5161,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,0,2,0,2,0,5,0,0,0,1,1,0,0,2,Orthodox,182.88,195.58,205.0,0,2,0,2,1,8,0,0,0,2,0,0,0,2,Orthodox,177.8,185.42,185.0,30.0,26.0,0,0,0,0,-1,-3,0,1,0,5.08,10.16,-4,1.71,-0.6,-2.61,neither,M-DEC,Closed Stance,0
Christian Aguilera,Carlston Harris,175.0,-210.0,175.0,47.619,2021-05-08,"Las Vegas, Nevada, USA",USA,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170.0,1,0,0,1,1,3,0,0,0,0,1,0,0,1,Switch,175.26,182.88,170.0,29.0,33.0,-1,0,-1,-1,-1,-3,0,-1,0,7.62,10.16,4,-0.8,5.2,0.0,neither,SUB,Open Stance,1
Dominick Reyes,Jiri Prochazka,-120.0,100.0,83.3333,100.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Light Heavyweight,MALE,5,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,190.5,203.2,205.0,2,0,0,6,2,17,2,0,1,1,3,1,0,6,Southpaw,193.04,195.58,205.0,31.0,28.0,-2,1,-5,-5,-2,-15,-2,-2,-1,-2.54,7.62,-3,2.42,-0.4,0.62,Red,KO/TKO,Open Stance,1
Giga Chikadze,Cub Swanson,-220.0,180.0,45.4545,180.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,0,2,0,6,10,72,0,0,1,9,5,2,0,17,Orthodox,172.72,177.8,145.0,0,5,0,5,1,16,0,0,2,2,1,0,0,5,Orthodox,182.88,187.96,145.0,32.0,37.0,0,-3,1,12,9,56,0,4,2,-10.16,-10.16,5,1.08,0.5,0.7,Red,KO/TKO,Closed Stance,0
Sean Strickland,Krzysztof Jotko,-245.0,205.0,40.8163,205.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,0,3,0,5,4,35,0,0,2,6,1,0,0,9,Southpaw,185.42,195.58,185.0,0,3,0,3,3,30,0,0,2,3,3,1,0,9,Orthodox,185.42,193.04,185.0,30.0,31.0,0,0,2,0,1,5,0,-2,-1,0.0,2.54,1,-2.2,-0.3,0.02,Red,U-DEC,Open Stance,0
Merab Dvalishvili,Cody Stamann,-290.0,245.0,34.4828,245.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Bantamweight,MALE,3,1,0,1,3,2,23,0,0,2,3,0,0,0,5,Orthodox,167.64,162.56,145.0,0,5,0,5,2,21,0,0,0,5,0,0,0,5,Orthodox,167.64,172.72,135.0,30.0,31.0,1,-5,-2,0,0,2,0,0,0,0.0,-10.16,1,0.01,-0.4,-4.58,Red,U-DEC,Closed Stance,0
Randa Markos,Luana Pinheiro,135.0,-155.0,135.0,64.5161,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,157.48,157.48,115.0,3,0,1,1,9,42,0,0,2,3,0,1,0,6,Orthodox,162.56,160.02,115.0,35.0,28.0,-3,1,0,-5,-9,-41,0,1,-1,-5.08,-2.54,-7,2.65,-0.2,9.41,neither,DQ,Closed Stance,1
Kai Kamaka,TJ Brown,-162.0,142.0,61.7284,142.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,2,0,0,1,2,8,0,0,0,0,0,1,0,1,Switch,175.26,182.88,145.0,1,0,0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,175.26,145.0,26.0,30.0,1,0,0,0,1,3,0,0,1,5.08,7.62,4,-1.76,0.2,1.41,neither,S-DEC,Open Stance,1
Poliana Botelho,Luana Carolina,-245.0,205.0,40.8163,205.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Women's Flyweight,FEMALE,3,1,0,0,2,1,7,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,125.0,1,0,0,2,2,11,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,115.0,32.0,27.0,0,0,0,-1,-1,-4,0,-1,0,-5.08,5.08,-5,1.97,1.6,-0.92,neither,S-DEC,Closed Stance,1
Loma Lookboonmee,Sam Hughes,-420.0,335.0,23.8095,335.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115.0,0,1,0,1,1,9,0,0,1,1,0,0,0,2,Orthodox,154.94,154.94,115.0,25.0,28.0,1,-1,-1,-2,0,-8,0,0,0,10.16,7.62,3,-1.82,0.0,-1.5,neither,U-DEC,Closed Stance,0
Andreas Michailidis,KB Bhullar,-190.0,165.0,52.6316,165.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Switch,193.04,198.12,185.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,185.0,32.0,29.0,0,0,0,0,0,0,0,0,0,10.16,5.08,-3,-0.49,0.0,-0.75,neither,U-DEC,Open Stance,0
Luke Sanders,Felipe Colares,-127.0,107.0,78.7402,107.0,2021-05-01,"Las Vegas, Nevada, USA",USA,False,Featherweight,MALE,3,1,0,0,1,2,9,0,0,1,0,0,0,0,1,Orthodox,172.72,175.26,135.0,1,0,0,2,4,14,0,0,0,1,2,1,0,4,Southpaw,167.64,170.18,135.0,35.0,27.0,0,0,-1,-3,-2,-5,0,-2,-1,5.08,5.08,-8,-4.46,0.6,1.29,neither,U-DEC,Open Stance,1
Kamaru Usman,Jorge Masvidal,-320.0,260.0,31.25,260.0,2021-04-24,"Jacksonville, Florida, USA",USA,True,Welterweight,MALE,5,1,0,0,4,8,70,1,0,1,8,7,1,0,17,Orthodox,180.34,187.96,170.0,0,13,0,13,0,46,4,0,0,9,3,1,0,13,Switch,182.88,193.04,170.0,33.0,36.0,1,-13,-9,4,8,24,-3,4,0,-2.54,-5.08,3,-0.41,0.2,-1.73,Red,KO/TKO,Open Stance,0
Zhang Weili,Rose Namajunas,-200.0,170.0,50.0,170.0,2021-04-24,"Jacksonville, Florida, USA",USA,True,Women's Strawweight,FEMALE,5,0,1,0,3,3,28,4,0,1,2,1,3,0,7,Orthodox,165.1,165.1,115.0,0,5,0,5,0,13,2,0,1,2,1,1,0,5,Switch,162.56,160.02,115.0,31.0,28.0,0,-4,-2,2,3,15,2,0,2,2.54,5.08,-3,-2.23,0.3,0.65,Red,KO/TKO,Open Stance,1
Valentina Shevchenko,Jessica Andrade,-450.0,360.0,22.2222,360.0,2021-04-24,"Jacksonville, Florida, USA",USA,True,Women's Flyweight,FEMALE,5,0,1,0,4,6,40,3,0,1,5,4,2,0,12,Orthodox,154.94,157.48,115.0,0,6,0,6,2,40,6,0,1,4,2,2,0,9,Southpaw,165.1,167.64,125.0,33.0,29.0,0,-5,-2,3,4,0,-3,2,0,-10.16,-10.16,-4,3.13,0.0,0.33,Red,KO/TKO,Open Stance,0
Uriah Hall,Chris Weidman,140.0,-160.0,140.0,62.5,2021-04-24,"Jacksonville, Florida, USA",USA,False,Middleweight,MALE,3,0,1,0,9,5,39,5,0,0,4,4,3,0,11,Orthodox,187.96,198.12,185.0,0,3,0,3,7,36,0,0,1,1,7,0,0,9,Orthodox,182.88,200.66,185.0,36.0,36.0,0,-2,6,2,-2,3,5,-3,3,5.08,-2.54,0,-0.31,0.7,3.25,Red,KO/TKO,Closed Stance,0
Anthony Smith,Jimmy Crute,210.0,-250.0,210.0,40.0,2021-04-24,"Jacksonville, Florida, USA",USA,False,Light Heavyweight,MALE,3,0,2,0,3,1,8,0,0,0,0,3,2,0,5,Orthodox,187.96,187.96,205.0,0,1,0,3,8,46,1,0,0,1,6,4,0,11,Orthodox,193.04,193.04,205.0,32.0,25.0,0,1,0,-6,-7,-38,-1,-3,-2,-5.08,-5.08,-7,1.26,1.4,4.5,Red,KO/TKO,Closed Stance,0
Alex Oliveira,Randy Brown,105.0,-125.0,105.0,80.0,2021-04-24,"Jacksonville, Florida, USA",USA,False,Welterweight,MALE,3,1,0,0,2,4,25,0,0,0,2,2,2,0,6,Orthodox,190.5,198.12,170.0,1,0,0,4,7,43,0,0,1,3,4,3,0,11,Orthodox,180.34,193.04,170.0,33.0,30.0,0,0,-2,-5,-3,-18,0,-2,-1,10.16,5.08,-3,0.86,0.1,-1.39,neither,SUB,Closed Stance,1
Dwight Grant,Stefan Sekulic,-175.0,155.0,57.1429,155.0,2021-04-24,"Jacksonville, Florida, USA",USA,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170.0,1,0,0,2,2,10,0,0,1,0,2,0,0,3,Switch,185.42,193.04,170.0,36.0,29.0,0,0,-2,-3,-1,-7,0,-2,0,-2.54,-2.54,-7,-1.53,0.5,1.5,neither,S-DEC,Open Stance,0
Karl Roberson,Brendan Allen,115.0,-135.0,115.0,74.0741,2021-04-24,"Jacksonville, Florida, USA",USA,False,Middleweight,MALE,3,1,0,0,4,1,9,0,0,0,1,1,2,0,4,Orthodox,187.96,190.5,185.0,1,0,0,2,3,14,0,0,1,1,1,2,0,5,Southpaw,185.42,187.96,185.0,30.0,25.0,0,0,2,-1,-2,-5,0,0,0,2.54,2.54,-5,0.48,1.4,0.81,neither,SUB,Open Stance,1
Pat Sabatini,Tristan Connelly,-240.0,200.0,41.6667,200.0,2021-04-24,"Jacksonville, Florida, USA",USA,False,Featherweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,172.72,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145.0,30.0,35.0,0,1,1,1,0,3,0,0,0,5.08,-5.08,5,1.04,-0.5,-0.5,neither,U-DEC,Closed Stance,0
Danaa Batgerel,Kevin Natividad,-230.0,190.0,43.4783,190.0,2021-04-24,"Jacksonville, Florida, USA",USA,False,Bantamweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145.0,0,1,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,177.8,135.0,31.0,28.0,1,-1,-1,-1,0,-1,0,-1,0,-2.54,0.0,-3,-3.15,0.0,0.0,neither,KO/TKO,Closed Stance,0
Kazula Vargas,Rong Zhu,175.0,-210.0,175.0,47.619,2021-04-24,"Jacksonville, Florida, USA",USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155.0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155.0,35.0,21.0,-2,0,0,0,-2,-4,0,0,0,2.54,0.0,-14,-1.05,-0.4,2.56,neither,U-DEC,Open Stance,0
Aori Qileng,Jeff Molina,100.0,-120.0,100.0,83.3333,2021-04-24,"Jacksonville, Florida, USA",USA,False,Flyweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125.0,27.0,23.0,0,1,1,1,0,3,0,0,0,-2.54,0.0,-4,1.1,0.0,-3.0,neither,U-DEC,Closed Stance,1
Na Liang,Ariane Carnelossi,178.0,-215.0,178.0,46.5116,2021-04-24,"Jacksonville, Florida, USA",USA,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,115.0,24.0,28.0,1,0,0,0,1,3,0,0,0,-7.62,-15.24,4,2.28,-2.3,-6.96,neither,KO/TKO,Closed Stance,1
Robert Whittaker,Kelvin Gastelum,-245.0,205.0,40.8163,205.0,2021-04-17,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,5,0,1,0,5,6,47,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185.0,0,2,0,9,3,45,2,0,1,7,5,0,0,13,Orthodox,182.88,185.42,185.0,30.0,29.0,0,-1,-4,-2,3,2,-1,-2,2,-7.62,-5.08,-1,-1.16,0.1,0.52,Red,U-DEC,Open Stance,0
Andrei Arlovski,Chase Sherman,110.0,-130.0,110.0,76.9231,2021-04-17,"Las Vegas, Nevada, USA",USA,False,Heavyweight,MALE,3,0,1,0,2,5,19,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250.0,1,0,0,6,18,85,5,0,1,7,11,2,0,21,Orthodox,190.5,195.58,240.0,42.0,31.0,-1,1,-4,-18,-13,-66,-5,-9,-2,2.54,2.54,-11,2.38,-0.2,-0.45,neither,U-DEC,Closed Stance,0
Abdul Razak Alhassan,Jacob Malkoun,-300.0,250.0,33.3333,250.0,2021-04-17,"Las Vegas, Nevada, USA",USA,False,Middleweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185.0,2,0,0,3,3,11,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,170.0,35.0,25.0,-1,0,-3,-4,-2,-10,0,-4,0,-2.54,0.0,-10,-1.95,2.0,7.31,neither,U-DEC,Closed Stance,1
