RedOdds,BlueOdds,TitleBout,Gender,BlueStance,RedStance,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,FinishRate,WinRatio,ExpPerAge,ReachAdvantageRatio,HeightReachRatio,WinsByDecision,DecisionRate,label
-270.0,220.0,False,MALE,Orthodox,Orthodox,0,2,-3,-5,-3,-26,0,-3,0,5.08,2.54,4,2.55,0.7,0.01,Red,-0.05555555555555558,0.023809523809523725,0.8866359447004608,0.9861111111111112,0.014671361502347269,-2,0.05555555555555558,0
-138.0,120.0,False,MALE,Orthodox,Switch,-1,1,1,1,-1,0,0,1,0,12.7,17.78,3,-0.29,0.0,0.0,neither,1.0,1.0,0.0111111111111111,0.9125,-0.021404109589041265,0,0.0,0
-135.0,115.0,False,MALE,Orthodox,Orthodox,1,0,-2,-3,0,-5,0,-2,0,-2.54,0.0,2,0.81,-0.2,-0.98,neither,-0.6666666666666666,-0.6,0.16727941176470587,1.0,-0.012658227848101222,-1,-0.3333333333333333,0
-380.0,315.0,True,MALE,Orthodox,Orthodox,0,1,2,2,-1,0,-7,7,-3,10.16,17.78,6,-22.8333,-0.5833,-1.0833,Red,0.2333333333333334,-0.033333333333333326,-0.15850815850815847,0.9113924050632911,-0.03674402250351616,-2,-0.23333333333333336,0
-115.0,-105.0,False,FEMALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,-2.54,0.0,1,-0.4,0.0,0.0,neither,0.0,0.0,0.0,1.0,-0.01492537313432829,0,0.0,0
-220.0,200.0,False,MALE,Southpaw,Orthodox,0,-1,-1,-1,0,-2,0,0,-1,-7.62,-7.62,0,-23.0,-1.0,-3.0,neither,-1.0,-1.0,0.07407407407407407,1.0461538461538462,0.0,0,0.0,0
-180.0,145.0,False,MALE,Southpaw,Orthodox,1,-1,0,-2,-1,-6,0,-1,0,2.54,5.08,-5,0.24,-0.2,0.36,neither,0.33333333333333337,-0.09999999999999998,0.15856481481481483,0.9714285714285713,-0.013445378151260456,-1,-0.3333333333333333,0
-160.0,140.0,False,MALE,Orthodox,Southpaw,1,0,-2,-4,2,-13,0,-2,0,5.08,7.62,2,13.125,-0.125,-0.625,neither,-0.4,-0.125,0.4478021978021978,0.9589041095890413,-0.013698630136986245,-2,0.4,0
165.0,-190.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,2.54,2.58,6,3.0,0.0,0.0,neither,0.0,0.0,-0.004662004662004664,0.9862765957446807,-0.00021276595744679216,0,0.0,1
-250.0,210.0,False,FEMALE,Orthodox,Orthodox,-1,0,0,0,-1,2,0,0,0,0.0,-5.08,4,0.76,0.4,0.4,neither,0.0,0.0,-0.07407407407407407,1.0303030303030303,0.029857397504456484,0,0.0,0
-355.0,320.0,False,MALE,Orthodox,Orthodox,-2,0,-1,-2,-2,-6,0,-1,0,2.54,2.54,1,-23.0,-0.2222,-0.8889,neither,-0.16666666666666666,-0.2222222222222222,0.1604278074866311,0.9861111111111112,0.00039123630672943666,-1,0.16666666666666663,0
110.0,-139.0,False,MALE,Orthodox,Orthodox,1,-2,-1,-4,-2,-2,0,0,0,-2.54,-2.54,1,-2.61,0.0,-0.31,neither,0.0,-0.125,0.0625,1.0149253731343284,0.00021949078138727707,0,0.0,0
-140.0,120.0,False,MALE,Southpaw,Southpaw,1,3,-1,-5,5,-24,1,-2,3,-2.54,0.0,7,-32.9444,-0.3333,1.125,Red,0.3939393939393939,0.13888888888888884,0.5191570881226053,1.0,-0.014285714285714346,-6,-0.393939393939394,1
-705.0,570.0,False,MALE,Orthodox,Southpaw,1,0,-2,-4,3,-15,0,-2,0,-7.62,2.54,-1,-4.859,-0.5897,-0.7308,neither,-0.09523809523809523,-0.038461538461538436,0.4688057040998218,0.9859154929577465,-0.05633802816901401,-2,0.09523809523809523,0
140.0,-160.0,False,MALE,Orthodox,Orthodox,-1,-1,2,2,0,9,-1,1,-1,-7.62,-5.08,-5,47.25,-0.25,0.0,neither,-0.6666666666666667,0.25,-0.26967592592592593,1.0273972602739727,-0.014429223744292008,2,0.6666666666666666,0
-450.0,400.0,False,MALE,Orthodox,Orthodox,1,2,-1,0,-5,9,-2,-4,3,5.08,2.54,-3,-19.4327,0.6154,1.4327,neither,-0.16666666666666663,-0.28846153846153844,-0.20208728652751418,0.9850746268656715,0.0156037991858885,1,0.16666666666666669,0
-365.0,305.0,False,MALE,Orthodox,Southpaw,0,-2,-2,-2,-2,1,0,-1,0,-5.08,-7.62,-5,-8.1667,1.0,0.8333,Red,0.06666666666666665,-0.33333333333333337,0.02364864864864863,1.0405405405405406,0.011407511407511506,-1,-0.06666666666666671,0
160.0,-185.0,False,MALE,Switch,Orthodox,-1,1,1,1,-1,0,0,0,0,5.08,0.0,-3,0.51,0.0,10.86,neither,0.0,1.0,-0.010368663594470043,1.0,0.02941176470588247,1,1.0,1
-110.0,-110.0,False,FEMALE,Orthodox,Southpaw,0,0,-1,-1,1,-6,0,0,0,-5.08,-5.08,2,-56.6667,-0.3333,1.0,neither,0.0,-0.3333333333333333,0.1992337164750958,1.0333333333333332,0.0,-1,-1.0,1
400.0,-535.0,False,FEMALE,Southpaw,Orthodox,0,0,3,7,3,31,0,0,0,0.0,0.0,3,1.89,-0.5,-2.94,neither,0.0,0.5833333333333334,-1.0222222222222221,1.0,0.0,7,1.0,1
180.0,-220.0,False,MALE,Southpaw,Orthodox,0,-1,1,2,0,10,-1,-1,-1,0.0,-2.54,4,27.0,0.1333,3.8,neither,-1.0,0.13333333333333341,-0.4464285714285714,1.0135135135135134,0.01315315315315313,3,0.75,1
-120.0,-110.0,False,MALE,Orthodox,Orthodox,1,0,-1,-2,-2,-11,0,-1,0,-5.08,-7.62,-9,4.13,0.0,-0.5,neither,-0.5,-0.3333333333333333,0.25,1.0405405405405406,0.011407511407511506,-1,-0.5,0
135.0,-145.0,False,MALE,Orthodox,Orthodox,1,0,0,0,1,-2,0,0,0,2.54,-2.54,2,-2.5,0.0,0.0,neither,0.0,0.0,0.06130268199233718,1.0136986301369864,0.026656793780081567,0,0.0,0
-260.0,220.0,False,MALE,Orthodox,Southpaw,-2,-3,-1,-1,-1,-4,-1,1,-1,0.0,10.16,-5,-13.75,0.25,-3.0,neither,0.33333333333333337,-0.25,0.19727047146401985,0.9459459459459459,-0.05328185328185331,-1,-0.3333333333333333,1
-112.0,-112.0,False,MALE,Southpaw,Orthodox,2,0,-1,-10,-7,-33,0,-3,-6,-22.86,-22.86,-5,0.96,-1.7,-0.58,neither,-0.17948717948717952,-0.06521739130434778,0.9618055555555556,1.12,-0.0014285714285713347,-1,0.17948717948717946,1
130.0,-162.0,False,MALE,Orthodox,Orthodox,-1,1,-1,-3,-2,-15,-1,0,0,-2.54,-5.08,-8,-2.06,1.0,0.75,neither,0.0,-0.0714285714285714,0.40625,1.027777777777778,0.013513513513513598,-3,0.0,0
-290.0,245.0,False,MALE,Orthodox,Orthodox,1,-5,-2,0,0,2,0,0,0,0.0,-10.16,1,0.01,-0.4,-4.58,Red,0.0,0.0,-0.041935483870967794,1.0625,0.06066176470588247,0,0.0,0
220.0,-270.0,False,MALE,Orthodox,Orthodox,2,-3,-3,-5,1,-7,-2,0,-3,5.08,-2.54,0,1.89,-0.3,-0.1,neither,-0.6,-0.8333333333333334,0.25925925925925924,1.0142857142857142,0.04205231388329966,-2,-0.4,1
-220.0,200.0,False,MALE,Southpaw,Southpaw,0,0,-1,-4,3,-21,0,-1,1,-10.16,-12.7,-3,-28.1667,0.4,0.0333,neither,0.33333333333333337,0.06666666666666665,0.8395225464190982,1.0724637681159421,0.013513513513513598,-3,-0.16666666666666663,0
-110.0,-110.0,False,MALE,Southpaw,Orthodox,1,1,0,3,-4,23,0,0,2,0.0,-2.54,0,19.1333,0.4,0.8,neither,0.5,0.06666666666666671,-0.676470588235294,1.0136986301369864,0.01314328026656808,1,-0.5,0
-525.0,385.0,False,MALE,Orthodox,Switch,-1,0,-2,-2,-1,-7,0,-1,0,-5.08,0.0,2,-2.16,-0.5,-0.98,neither,-0.5,-0.6666666666666666,0.25,1.0,-0.026666666666666616,-1,-0.5,0
-280.0,240.0,False,MALE,Southpaw,Orthodox,1,1,-2,9,-6,19,6,11,-1,-2.54,5.08,-3,-9.2381,-0.619,-1.2143,Blue,0.19999999999999996,-0.16666666666666674,-0.4615384615384615,0.9729729729729729,-0.040915915915915924,-1,-0.2,0
130.0,-150.0,False,FEMALE,Orthodox,Orthodox,-1,-2,-1,-1,-3,6,0,0,-1,-10.16,-7.62,-7,35.0833,-0.5,-0.0833,Red,-0.3333333333333333,-0.4166666666666667,-0.10023310023310023,1.046875,-0.015625,0,0.33333333333333337,1
-290.0,245.0,False,MALE,Orthodox,Southpaw,1,-4,1,3,1,6,0,3,0,7.62,17.78,1,-0.4,-0.2,-1.3,Red,0.22222222222222227,0.0,-0.18121693121693128,0.9135802469135802,-0.047047047047046986,0,-0.2222222222222222,0
-420.0,335.0,False,MALE,Orthodox,Orthodox,-1,0,1,1,-2,6,0,0,0,5.08,-5.08,-7,9.0,-2.0,-1.75,neither,0.0,0.25,-0.17398119122257055,1.027777777777778,0.05442942942942941,1,1.0,1
-240.0,220.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-1,1,-6,0,0,0,5.08,10.16,4,-4.6667,-0.6667,0.0,neither,0.5,0.33333333333333337,0.2013793103448276,0.9411764705882353,-0.03125,-1,-0.5,0
-660.0,540.0,False,MALE,Orthodox,Orthodox,-1,-2,-1,-1,0,-1,-1,1,-1,-2.54,-10.16,-2,-20.0,-2.0,-1.1667,neither,0.5,-0.16666666666666663,0.047254150702426556,1.0634920634920635,0.046671404880360146,-1,-0.5,0
-120.0,100.0,False,FEMALE,Orthodox,Orthodox,1,1,-2,-3,2,-14,0,-2,-1,2.54,-2.54,-7,60.8333,0.3333,0.6667,Blue,-0.75,0.33333333333333337,0.6391304347826087,1.015625,0.03100961538461533,0,0.75,1
100.0,-110.0,False,MALE,Orthodox,Orthodox,1,2,0,0,1,-3,0,2,-2,5.08,7.62,-2,34.3333,-1.0,-0.1667,neither,0.0,0.33333333333333337,0.11904761904761904,0.9577464788732394,-0.014084507042253502,0,0.0,0
-120.0,100.0,True,MALE,Switch,Switch,1,-7,2,6,3,42,10,1,-1,7.62,10.16,5,-2.18,-0.8,-2.99,Red,-0.32967032967032966,-0.1875,-1.1142857142857143,0.9500000000000001,-0.010526315789473606,6,0.3296703296703297,0
-185.0,170.0,False,MALE,Orthodox,Southpaw,0,1,1,1,1,2,-1,0,0,-2.54,-5.08,-7,-2.4,0.0,2.8,neither,-0.08333333333333331,0.20000000000000007,0.02913752913752915,1.028169014084507,0.01292687632645162,1,0.08333333333333337,0
-125.0,105.0,False,MALE,Orthodox,Orthodox,-2,0,0,0,-2,3,0,0,0,-10.16,10.16,-13,17.3333,-1.0,0.0,neither,0.0,0.0,-0.05193236714975846,0.9473684210526316,-0.10745614035087725,0,0.0,1
-400.0,295.0,False,MALE,Orthodox,Orthodox,0,-3,-3,-3,1,-3,0,-1,-1,-5.08,5.08,-5,-2.15,-0.2,-2.31,neither,0.25,-0.5,0.05303030303030304,0.9710144927536233,-0.05797101449275366,-1,-0.25,0
-280.0,240.0,False,FEMALE,Orthodox,Orthodox,0,-1,-1,-1,2,-9,0,0,0,0.0,0.0,0,-42.6667,-0.6667,-2.0,Red,0.0,-0.3333333333333333,0.28125,1.0,0.0,-1,-1.0,1
-255.0,235.0,False,MALE,Orthodox,Orthodox,0,-2,-2,-2,0,-4,-1,-1,0,5.08,2.54,1,-43.5,0.0,-1.0,neither,-0.5,-1.0,0.14285714285714285,0.9850746268656715,0.0156037991858885,-1,-0.5,0
-110.0,100.0,False,MALE,Orthodox,Southpaw,-1,0,-2,2,-2,1,0,0,3,7.62,2.54,-2,-10.6667,-0.0417,-2.125,neither,0.2916666666666667,-0.08333333333333337,0.02171136653895267,0.9861111111111112,0.028169014084507116,-1,-0.29166666666666663,1
167.0,-178.0,False,MALE,Orthodox,Southpaw,0,-1,-4,-3,-1,0,0,-3,-2,0.0,-7.62,7,36.1167,-0.7333,-0.05,neither,-0.625,-0.16666666666666663,-0.21350762527233114,1.0428571428571427,0.040508806262230856,2,0.625,1
-120.0,102.0,False,MALE,Orthodox,Orthodox,0,-1,5,7,2,24,0,3,1,0.0,2.54,3,1.52,0.5,-0.54,neither,0.4444444444444444,0.08333333333333337,-0.648989898989899,0.9863013698630138,-0.01350837138508365,3,-0.4444444444444444,1
-430.0,380.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,-2.54,-7.62,7,13.0,0.0,-2.0,neither,0.0,0.0,-0.02447552447552448,1.0422535211267605,0.0275980205557671,0,0.0,0
-125.0,115.0,False,MALE,Orthodox,Southpaw,-1,-1,-1,-3,1,-10,0,-1,0,-12.7,-20.32,5,-47.8,0.0,-0.6,neither,-0.3333333333333333,-0.6,0.2526395173453997,1.1095890410958906,0.03703703703703709,-2,-0.6666666666666666,0
-130.0,110.0,False,MALE,Orthodox,Orthodox,-2,-1,0,-1,0,0,0,-1,0,-10.16,-15.24,-11,3.9167,-0.5,1.6667,neither,0.0,-0.16666666666666669,0.09090909090909088,1.0845070422535212,0.025974025974025983,0,0.0,0
-450.0,360.0,True,FEMALE,Orthodox,Southpaw,0,-5,-2,3,4,0,-3,2,0,-10.16,-10.16,-4,3.13,0.0,0.33,Red,0.05555555555555558,-0.1515151515151516,-0.16718913270637414,1.064516129032258,-0.0009775171065493637,1,-0.05555555555555558,0
-225.0,180.0,False,MALE,Orthodox,Orthodox,0,0,0,0,-1,-1,0,1,0,-5.08,-2.54,5,-1.78,0.0,0.0,neither,1.0,0.08333333333333331,0.05236486486486486,1.0136986301369864,-0.013513513513513375,-1,-1.0,0
177.0,-192.0,False,MALE,Orthodox,Southpaw,0,-1,-4,-9,5,-29,0,-6,-1,-2.54,-2.54,-5,27.2,-0.2667,2.0,neither,-0.7,0.33333333333333337,1.015212981744422,1.0136986301369864,-0.0005553498704181647,-2,0.7,0
-290.0,235.0,False,FEMALE,Southpaw,Orthodox,1,-1,2,2,1,7,0,1,0,-15.24,-7.62,4,-0.61,0.0,0.0,neither,0.3333333333333333,-0.25,-0.21794871794871792,1.0447761194029852,-0.046055437100213203,1,-0.33333333333333337,0
160.0,-190.0,False,MALE,Orthodox,Southpaw,-1,4,0,-7,-5,-25,-1,0,-4,-7.62,-7.62,-5,1.91,0.2,-0.06,Red,-0.045454545454545414,0.3125,0.698051948051948,1.0416666666666667,-0.0011111111111109517,-3,0.04545454545454547,1
315.0,-345.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,2.54,-2.54,-1,0.0,0.0,0.0,neither,0.0,0.0,0.0,1.0138888888888888,0.027207001522069896,0,0.0,1
130.0,-150.0,False,MALE,Orthodox,Orthodox,1,0,-2,-6,5,-17,0,-2,-4,0.0,2.54,9,32.0,-0.6667,-0.5,neither,-1.0,-0.5,0.4945652173913043,0.9866666666666667,-0.012972972972972951,0,0.0,0
-120.0,100.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-1,0,-3,0,1,-1,-5.08,0.0,0,-4.5,-1.5,-2.5,neither,0.5,0.0,0.11538461538461539,1.0,-0.03076923076923066,-1,-0.5,0
-875.0,685.0,True,MALE,Orthodox,Orthodox,0,-1,-1,-1,0,-9,-4,0,2,0.0,5.08,0,-21.3333,1.0833,0.4167,Red,0.75,0.0,0.3461538461538462,0.9722222222222223,-0.026587301587301493,-3,-0.75,0
-175.0,155.0,False,MALE,Southpaw,Southpaw,-1,-1,-1,-1,-1,0,0,0,0,-15.24,-12.7,2,27.0,-2.0,-2.0,neither,0.0,-1.0,-0.009615384615384609,1.0724637681159421,-0.01547199373286312,-1,-1.0,1
-210.0,165.0,False,MALE,Orthodox,Orthodox,0,0,-2,-5,-2,-12,0,-2,-2,2.54,0.0,-3,-1.15,-1.3,0.9,neither,-0.6666666666666666,0.25,0.37777777777777777,1.0,0.01492537313432829,-1,0.6666666666666667,1
-160.0,140.0,False,MALE,Orthodox,Orthodox,-1,-1,1,2,1,-11,0,2,2,-2.54,-15.24,-4,0.0,1.1,1.28,Red,0.31746031746031744,0.10897435897435892,0.375,1.0833333333333335,0.06517094017094005,-2,-0.31746031746031744,0
-260.0,220.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-1,0,-3,0,-1,0,5.08,0.0,-6,-43.0,0.0,-2.0,neither,-1.0,-1.0,0.12,1.0,0.026666666666666616,0,0.0,0
-145.0,125.0,False,MALE,Orthodox,Southpaw,0,0,-2,-1,0,-3,0,-1,1,2.54,2.54,-4,-7.6667,0.6667,0.6667,Red,0.19999999999999996,-0.04761904761904767,0.16666666666666669,0.9859154929577465,0.0006036217303823088,-1,-0.2,1
-170.0,160.0,False,MALE,Orthodox,Southpaw,0,0,-2,-6,3,-25,0,0,0,-7.62,-7.62,3,-24.0,-0.6,-2.7,neither,0.8571428571428572,0.30000000000000004,0.8029953917050692,1.0410958904109588,-0.0010814708002883089,-6,-0.8571428571428571,0
-135.0,115.0,False,MALE,Orthodox,Orthodox,0,-2,-2,1,3,11,0,1,-2,0.0,-5.08,5,2.58,-0.6,-0.31,neither,-0.3,-0.375,-0.2900432900432901,1.0294117647058825,0.02899159663865547,2,0.30000000000000004,1
-490.0,380.0,False,MALE,Southpaw,Orthodox,0,-2,-2,-2,0,-4,0,-1,0,-2.54,-5.08,-6,-2.28,-0.3,-0.95,neither,0.25,-0.13333333333333341,0.09615384615384615,1.0266666666666668,0.012987012987013102,-1,-0.25,0
-125.0,105.0,False,MALE,Southpaw,Orthodox,-1,0,0,0,-1,0,0,0,-1,5.08,0.0,5,1.31,-1.5,3.05,neither,-1.0,0.08333333333333331,0.04962779156327546,1.0,0.029850746268656803,1,1.0,1
-500.0,355.0,False,MALE,Southpaw,Southpaw,1,-8,-3,9,9,32,1,2,10,-5.08,5.08,7,1.89,1.0,-0.38,Red,0.48947368421052634,-0.20000000000000007,-0.6206896551724137,0.9736842105263158,-0.05263157894736836,-3,-0.4894736842105263,0
-162.0,136.0,False,FEMALE,Orthodox,Southpaw,0,0,-1,1,1,11,-1,-3,2,0.0,-5.08,-6,0.27,0.4,-0.02,Red,-0.2142857142857143,-0.033333333333333326,-0.48888888888888893,1.0317460317460316,0.03125763125763115,2,0.2142857142857143,0
-235.0,215.0,False,MALE,Orthodox,Southpaw,0,0,-2,-12,7,-47,0,-1,-2,-2.54,0.0,3,32.0303,-0.0606,-0.4091,neither,0.6428571428571428,0.030303030303030276,1.537037037037037,1.0,-0.014084507042253613,-9,-0.6428571428571429,0
-170.0,160.0,False,MALE,Orthodox,Orthodox,3,0,-2,-7,8,-38,0,-4,0,5.08,2.54,-4,-30.8667,-0.5333,-1.2,neither,-0.5714285714285714,-0.4666666666666667,1.4074074074074074,0.9861111111111112,0.014475743348982939,-3,-0.42857142857142855,0
-205.0,188.0,False,MALE,Orthodox,Orthodox,0,0,0,0,1,-3,0,-1,1,-5.08,7.62,1,-12.5,1.0,0.0,neither,0.0,0.5,0.08996212121212122,0.9577464788732394,-0.07104391052195513,0,0.0,0
-145.0,125.0,False,MALE,Switch,Orthodox,0,-1,-2,-4,2,-16,-1,-1,0,2.54,2.54,-4,-42.7143,0.0,0.2857,neither,0.6,0.2857142857142857,0.5198156682027649,0.9861111111111112,0.00019561815336466282,-3,-0.6,0
-192.0,177.0,False,MALE,Orthodox,Southpaw,0,0,0,0,-4,12,0,0,0,-7.62,-7.62,-5,8.4,1.6,-4.6,neither,0.0,-0.8,-0.3198924731182796,1.0441176470588236,-0.0012427506213753547,0,0.0,0
125.0,-145.0,False,MALE,Orthodox,Orthodox,-1,-2,2,5,-3,14,0,3,2,-5.08,-5.08,-4,-2.3939,0.6364,1.1818,neither,0.0,-0.030303030303030276,-0.4372759856630824,1.0263157894736843,-0.0006747638326585204,0,0.0,0
-230.0,190.0,False,MALE,Southpaw,Orthodox,3,1,-2,-2,2,-10,0,1,-2,0.0,0.0,4,-13.6667,-1.0,-0.1667,neither,0.33333333333333337,0.0,0.3227586206896552,1.0,0.0,-1,-0.3333333333333333,0
-240.0,220.0,False,MALE,Southpaw,Orthodox,0,0,0,-1,0,-5,0,0,0,10.16,2.54,-6,-26.3333,-1.0,2.0,neither,0.0,-0.16666666666666663,0.2804232804232804,0.9857142857142857,0.0434782608695653,-1,0.0,0
130.0,-140.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-1,2,-9,0,0,0,2.54,0.0,3,6.0,-0.5,-2.25,neither,0.0,0.5,0.2984084880636605,1.0,0.013157894736842035,-1,0.0,1
-175.0,155.0,True,MALE,Southpaw,Orthodox,0,0,0,0,0,0,0,0,0,-10.16,-17.78,9,0.0,0.0,0.0,neither,0.0,0.0,0.0,1.0933333333333333,0.0331707317073171,0,0.0,0
-525.0,450.0,False,MALE,Orthodox,Southpaw,2,0,-2,-2,2,-10,0,0,0,-10.16,-12.7,0,-30.25,-1.0,-1.75,neither,0.0,-0.5,0.3125,1.075757575757576,0.013017498932991978,-2,-1.0,0
100.0,-120.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,0.0,-5.08,0,0.0,-6.0,0.0,neither,0.0,0.0,0.0,1.027777777777778,0.025900900900900914,0,0.0,0
-410.0,365.0,False,MALE,Orthodox,Orthodox,0,-1,-1,0,-3,5,-1,0,-1,5.08,10.16,-5,1.0,-0.6667,-2.0,neither,-0.5,-0.3333333333333333,-0.130272952853598,0.9428571428571427,-0.028571428571428692,1,0.5,0
205.0,-225.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,7.62,2.54,2,6.0,-2.0,0.0,neither,0.0,0.0,-0.0016339869281045763,0.986842105263158,0.026491228070175565,0,0.0,1
130.0,-150.0,False,MALE,Orthodox,Orthodox,-1,-1,-1,-2,2,-8,0,-1,0,-2.54,-5.08,3,42.1667,2.3333,2.3333,neither,-0.3333333333333333,0.0,0.26,1.0294117647058825,0.014285714285714346,-1,0.33333333333333337,1
-270.0,230.0,False,MALE,Southpaw,Southpaw,-3,-1,-2,-3,-2,2,0,-3,-1,-7.62,5.08,-5,4.7381,0.1905,0.5,neither,-1.0,-0.40476190476190477,-0.0047619047619048005,0.974025974025974,-0.06458874458874464,1,1.0,0
-335.0,240.0,False,MALE,Switch,Orthodox,-1,0,-4,-14,-8,-48,-1,-5,-3,10.16,5.08,-7,6.92,-1.0,-1.63,neither,-0.5714285714285714,-0.6363636363636364,1.263157894736842,0.9726027397260275,0.028554890989774373,-6,-0.42857142857142855,0
-210.0,180.0,False,MALE,Orthodox,Switch,1,-1,2,1,-2,-10,0,1,2,-7.62,0.0,1,-4.02,1.7,1.91,neither,1.0,0.35,0.3074866310160428,1.0,-0.04109589041095896,-2,-1.0,0
150.0,-170.0,False,MALE,Orthodox,Orthodox,0,1,-2,-16,-15,-86,0,-1,-4,2.54,5.08,-3,1.8,-0.7,1.09,neither,0.16666666666666669,0.4545454545454546,2.1965811965811963,0.9722222222222223,-0.012698412698412653,-11,-0.16666666666666663,1
230.0,-270.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,0.0,2.54,-2,0.0,0.0,0.0,neither,0.0,0.0,0.0,0.9864864864864864,-0.01314328026656808,0,0.0,1
-335.0,250.0,False,MALE,Orthodox,Southpaw,0,-3,-3,-2,2,7,0,-1,-1,-5.08,0.0,3,-5.29,-0.4,-0.09,neither,-0.5,-0.5,-0.1717171717171717,1.0,-0.027027027027026973,0,0.5,1
-105.0,-115.0,False,MALE,Orthodox,Southpaw,2,0,-2,-4,4,-19,0,-1,0,2.54,10.16,0,-40.875,-0.375,-2.875,neither,-0.25,-0.5,0.7307692307692307,0.9428571428571427,-0.04372294372294405,-3,-0.75,1
-130.0,100.0,False,MALE,Orthodox,Switch,-1,0,-1,-4,-2,-16,0,-2,0,-5.08,-10.16,-3,-0.28,2.0,2.51,neither,-0.4,-0.22222222222222227,0.49193548387096775,1.056338028169014,0.026666666666666727,-2,0.4,1
245.0,-265.0,False,MALE,Orthodox,Southpaw,0,0,0,0,0,0,0,0,0,5.08,5.08,12,24.0,0.0,1.0,neither,0.0,0.0,-0.04812834224598929,0.9726027397260275,0.0007717538105346256,0,0.0,1
-140.0,130.0,False,MALE,Orthodox,Orthodox,1,1,-3,-9,8,-48,0,-1,-3,0.0,-2.54,-3,4.5556,0.2778,0.1667,Red,0.5,0.4444444444444444,1.5053571428571428,1.0144927536231885,0.013871635610766209,-5,-0.5,0
-355.0,320.0,False,MALE,Orthodox,Southpaw,0,0,0,-1,-2,1,0,-1,1,-7.62,-15.24,-1,-40.0,0.25,0.6667,neither,0.5,-0.41666666666666663,-0.021592442645074233,1.08,0.03703703703703709,-1,-0.5,1
-122.0,112.0,False,MALE,Orthodox,Orthodox,0,0,-5,-5,1,-13,0,-3,-1,-7.62,-7.62,-2,-0.56,-0.6,-0.12,neither,-0.5714285714285714,-0.11111111111111116,0.4095238095238095,1.0428571428571427,-0.0011741682974562018,-1,0.5714285714285714,0
-360.0,295.0,False,MALE,Orthodox,Switch,0,1,1,1,-1,-2,0,0,2,-5.08,-5.08,0,-2.89,3.8,1.17,neither,1.0,0.5,0.0625,1.0294117647058825,-0.00042016806722677824,-1,-1.0,0
-230.0,210.0,True,MALE,Southpaw,Orthodox,0,0,0,0,0,0,0,0,0,-7.62,-7.62,1,0.0,0.0,0.0,neither,0.0,0.0,0.0,1.0441176470588236,0.0,0,0.0,0
-155.0,135.0,False,MALE,Orthodox,Southpaw,0,-1,-1,-1,0,-3,0,-1,0,10.16,-7.62,0,-21.0,0.0,-1.0,neither,-1.0,-1.0,0.1,1.0405405405405406,0.09143559143559132,0,0.0,0
-170.0,150.0,False,FEMALE,Orthodox,Switch,0,0,0,2,-1,4,0,-3,3,0.0,-5.08,-3,-0.97,1.0,2.49,Red,-1.0,-0.19999999999999996,-0.14285714285714285,1.0317460317460316,0.03174603174603163,0,0.0,0
-125.0,115.0,False,MALE,Southpaw,Orthodox,0,-2,-2,-4,2,-16,0,-1,0,7.62,15.24,-2,-34.4286,0.0,1.0,neither,0.6,0.2857142857142857,0.5738095238095238,0.9189189189189189,-0.04054054054054057,-3,-0.6,1
-145.0,135.0,True,MALE,Orthodox,Orthodox,0,1,1,1,1,-4,-1,2,0,-2.54,-2.54,-3,-17.0,-0.25,-2.0,neither,0.33333333333333337,0.25,0.13571428571428573,1.0125000000000002,-0.0009259259259258856,-1,-0.3333333333333333,0
-120.0,100.0,False,MALE,Southpaw,Orthodox,0,0,-1,0,0,-1,0,-1,0,12.7,17.78,0,1.96,0.0,-3.42,neither,-1.0,0.0,0.037037037037037035,0.9156626506024096,-0.01965757767913756,0,0.0,1
280.0,-340.0,False,MALE,Orthodox,Orthodox,0,1,1,0,-1,-2,0,1,0,5.08,5.08,-6,-1.21,-0.5,-0.33,neither,0.5,0.16666666666666663,0.021008403361344546,0.9729729729729729,0.0011261261261261701,-1,-0.5,0
-190.0,165.0,False,MALE,Southpaw,Orthodox,0,0,0,2,-2,7,0,0,0,-7.62,-2.54,-3,8.5,0.0,-2.8333,neither,-0.6666666666666667,0.0,-0.19999999999999998,1.0142857142857142,-0.028571428571428692,2,0.6666666666666666,0
115.0,-135.0,False,MALE,Orthodox,Switch,1,0,-1,-3,-1,-8,0,-1,0,-2.54,-2.54,-7,0.22,1.0,1.84,neither,0.5,-0.25,0.1531531531531532,1.0133333333333332,-0.000526315789473708,-2,-0.5,1
