RedOdds,BlueOdds,TitleBout,Gender,BlueStance,RedStance,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,FinishRate,WinRatio,ExpPerAge,ReachAdvantageRatio,HeightReachRatio,WinsByDecision,DecisionRate,label
-315.0,285.0,False,MALE,Southpaw,Orthodox,-1,-1,-1,-1,0,-3,-1,0,0,7.62,15.24,-1,-28.0,-0.5,-2.5,neither,0.0,-0.5,0.12153846153846154,0.9166666666666666,-0.04166666666666674,-1,-1.0,0
290.0,-320.0,False,MALE,Orthodox,Southpaw,0,-1,-1,-1,1,-8,0,1,0,-2.54,-7.62,0,-63.0,0.0,0.0,neither,1.0,0.33333333333333337,0.3076923076923077,1.0416666666666667,0.02499999999999991,-2,-1.0,1
220.0,-240.0,False,MALE,Southpaw,Southpaw,0,0,0,-2,4,-13,0,0,0,0.0,2.54,1,-8.5,-0.125,1.0,neither,0.0,0.125,0.4022177419354839,0.9857142857142857,-0.014078674948240333,-2,0.0,1
105.0,-125.0,False,MALE,Orthodox,Orthodox,0,0,1,3,1,9,-3,0,-1,2.54,-5.08,1,-1.12,-0.1,0.04,neither,-0.6666666666666667,0.0,-0.2701612903225806,1.0256410256410255,0.03685897435897434,4,0.6666666666666666,0
130.0,-150.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-3,2,-14,-1,-1,0,0.0,5.08,-1,-7.5,-0.2,1.0,neither,0.09999999999999998,-0.09999999999999998,0.496551724137931,0.9722222222222223,-0.027380952380952395,-2,-0.09999999999999998,1
-365.0,300.0,True,MALE,Orthodox,Southpaw,0,1,1,0,-1,14,5,2,-6,-10.16,2.54,3,3.51,-0.9,-1.41,Red,-0.3333333333333333,0.07692307692307687,-0.332068311195446,0.9859154929577465,-0.07042253521126773,4,0.3333333333333333,0
150.0,-170.0,False,FEMALE,Orthodox,Orthodox,1,2,-1,-1,1,-6,0,1,-2,10.16,7.62,2,-0.75,-2.0,-0.75,neither,-0.16666666666666663,0.25,0.1846496106785317,0.9552238805970149,0.014925373134328401,0,0.16666666666666669,0
175.0,-190.0,False,MALE,Southpaw,Southpaw,1,0,0,0,1,-1,0,0,0,-2.54,-2.54,-1,41.5,0.0,0.0,neither,0.0,0.0,0.04666666666666666,1.0151515151515154,0.0002261420171869588,0,0.0,1
150.0,-160.0,False,MALE,Orthodox,Orthodox,0,1,2,3,-1,10,0,1,0,0.0,2.54,6,23.0,0.0,1.5,neither,0.3333333333333333,0.75,-0.4166666666666667,0.9864864864864864,-0.013513513513513598,2,0.6666666666666666,1
-174.0,146.0,False,MALE,Switch,Southpaw,0,1,0,-4,-9,-35,-1,1,-1,2.54,10.16,-4,1.16,-1.0,-0.3,Red,0.19047619047619047,0.3382352941176471,0.9375,0.9428571428571427,-0.04372294372294405,-4,-0.19047619047619047,0
130.0,-159.0,False,FEMALE,Orthodox,Orthodox,2,-1,1,4,3,9,2,3,2,-20.32,-15.24,-2,2.21,-0.1,2.71,Red,0.45454545454545453,-0.05294117647058816,-0.3770856507230256,1.0967741935483872,-0.030834914611005626,-1,-0.4545454545454546,1
-140.0,120.0,False,MALE,Southpaw,Southpaw,0,0,-2,-3,0,-4,0,-2,0,2.54,7.62,1,-0.56,0.0,-0.28,neither,0.25,-0.3333333333333333,0.14301075268817204,0.96,-0.026111111111111196,-1,-0.25,1
-230.0,190.0,False,MALE,Orthodox,Orthodox,1,-1,-1,-1,0,-1,0,-1,0,-2.54,0.0,-3,-3.15,0.0,0.0,neither,-1.0,-0.5,0.02188940092165899,1.0,-0.014285714285714346,0,0.0,0
-240.0,200.0,False,MALE,Orthodox,Southpaw,0,5,2,-6,4,-27,-1,2,-5,5.08,20.32,10,23.95,-0.85,-0.1,Red,0.0,0.10000000000000009,0.46946946946946955,0.9,-0.07638888888888884,-3,0.0,0
170.0,-200.0,False,MALE,Southpaw,Orthodox,1,-1,0,1,2,3,0,0,1,2.54,12.7,-1,-1.78,0.0,1.27,neither,0.0,-0.5,-0.10459770114942529,0.9315068493150686,-0.05278001611603522,0,0.0,1
-255.0,235.0,False,MALE,Orthodox,Orthodox,0,0,1,1,0,3,-1,1,0,12.7,5.08,-1,26.0,1.0,0.0,neither,1.0,0.5,-0.10968660968660968,0.9710144927536233,0.04391088038070545,0,0.0,0
-150.0,130.0,False,FEMALE,Orthodox,Orthodox,-1,0,0,0,-1,3,0,0,0,2.54,2.54,8,92.0,0.0,0.0,neither,0.0,0.0,-0.15,0.9850746268656715,0.0004522840343733625,0,0.0,0
-190.0,165.0,False,MALE,Orthodox,Southpaw,0,3,-3,-12,5,-47,-2,0,-7,-2.54,2.54,12,0.88,0.1,-1.81,Red,-0.050000000000000044,-0.02298850574712652,0.8233809924306139,0.9863013698630138,-0.027587519025875085,-5,0.04999999999999999,0
-430.0,345.0,False,MALE,Orthodox,Orthodox,-1,0,-1,-1,-1,1,0,-1,0,2.54,7.62,-7,39.5,0.0,-0.5,neither,-1.0,-0.5,0.014784946236559154,0.9577464788732394,-0.027547638773819494,0,0.0,0
290.0,-350.0,False,MALE,Orthodox,Orthodox,-2,0,0,0,-2,4,0,0,0,0.0,7.62,-9,40.5,0.0,2.5,neither,0.0,0.0,-0.11428571428571428,0.9571428571428571,-0.04221748400852876,0,0.0,0
150.0,-182.0,False,MALE,Orthodox,Orthodox,0,-1,-7,-27,-13,-57,-1,-17,-8,7.62,0.0,-8,1.05,-0.6,-0.75,Red,-0.3484848484848485,0.0625,1.2625000000000002,1.0,0.03749999999999998,-2,0.3484848484848485,1
-140.0,120.0,False,MALE,Orthodox,Orthodox,0,-2,-5,-7,-2,-17,0,-2,-1,-10.16,-20.32,0,-11.9683,-0.2143,-2.3175,Red,0.04545454545454547,-0.3412698412698413,0.5862068965517242,1.1111111111111112,0.04861111111111116,-4,-0.045454545454545414,1
-145.0,125.0,False,MALE,Southpaw,Orthodox,1,-1,0,1,3,9,0,-1,2,-2.54,0.0,1,-1.87,1.3,1.45,neither,0.0,-0.6,-0.2870967741935484,1.0,-0.013698630136986245,0,0.0,0
-200.0,170.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-2,1,-4,0,-3,0,-2.54,2.54,-1,8.8333,0.3333,-0.3333,neither,-0.75,0.0,0.14827586206896554,0.9861111111111112,-0.027973395931142342,1,0.75,0
-125.0,105.0,False,MALE,Orthodox,Orthodox,-1,-2,2,1,2,0,0,1,-1,-5.08,-2.54,0,19.7,-0.8333,0.6333,neither,-0.16666666666666663,0.30000000000000004,0.0,1.0138888888888888,-0.014079147640791434,1,0.16666666666666669,0
-240.0,220.0,False,MALE,Orthodox,Orthodox,1,0,-4,-6,3,-23,0,-1,-1,-12.7,-17.78,1,-34.9,0.7,1.0,neither,-0.3333333333333333,-0.6,0.8475783475783475,1.1014492753623188,0.02631578947368418,-4,-0.6666666666666666,1
190.0,-210.0,False,MALE,Southpaw,Orthodox,0,1,-1,-6,5,-21,1,-2,-4,7.62,10.16,4,-4.6375,-0.625,0.0875,neither,-0.15000000000000002,0.17500000000000004,0.6487179487179489,0.9466666666666667,-0.012582159624413225,0,0.15,0
-430.0,380.0,False,MALE,Orthodox,Southpaw,-1,-1,-2,-7,3,-22,0,-1,-2,-5.08,0.0,-2,17.1538,0.5641,-0.8205,neither,-0.375,-0.2820512820512821,0.8378033205619413,1.0,-0.028169014084507116,-4,0.375,0
-245.0,205.0,False,MALE,Orthodox,Southpaw,0,-2,-2,-2,-1,-3,0,0,-1,0.0,-2.54,0,-13.6667,-0.1667,-1.1667,neither,-0.3333333333333333,-0.5,0.125,1.0144927536231885,0.014078674948240333,-1,0.33333333333333337,0
-108.0,-112.0,False,MALE,Orthodox,Orthodox,0,0,0,0,2,5,0,0,0,0.0,7.62,3,-4.26,0.4,1.44,neither,0.0,-0.25,-0.14331896551724138,0.9625000000000001,-0.03603896103896098,0,0.0,0
-155.0,130.0,False,FEMALE,Orthodox,Southpaw,0,0,0,0,0,0,0,0,0,2.54,-10.16,5,1.07,0.0,0.5,neither,0.0,0.0,0.017361111111111105,1.064516129032258,0.07673509286412528,0,0.0,0
-270.0,200.0,True,MALE,Orthodox,Southpaw,0,-3,-3,0,1,-6,-3,-1,0,-7.62,-5.08,4,1.71,-0.2,1.03,Red,-0.07142857142857142,-0.05147058823529416,0.375,1.027777777777778,-0.01388888888888884,1,0.0714285714285714,1
-230.0,210.0,False,MALE,Orthodox,Orthodox,-1,0,0,0,-1,1,0,0,0,7.62,0.0,-7,-15.5,-1.0,-3.0,neither,0.0,0.0,-0.0058275058275058245,1.0,0.04166666666666674,0,0.0,0
-135.0,115.0,False,MALE,Orthodox,Southpaw,-1,-3,1,5,-5,26,0,1,3,5.08,-7.62,2,0.0,0.9,-0.82,neither,0.5,-0.3846153846153846,-0.8854166666666667,1.0410958904109588,0.0652487382840663,1,-0.5,1
-110.0,-110.0,False,MALE,Orthodox,Orthodox,1,-4,-2,-2,-2,-4,0,0,0,5.08,5.08,-3,1.13,-0.1,-1.41,neither,0.0,0.05128205128205121,0.11428571428571428,0.9750000000000001,0.0009615384615385691,0,0.0,0
100.0,-120.0,False,MALE,Orthodox,Orthodox,0,0,2,1,0,3,0,0,1,-2.54,0.0,6,25.8036,-0.6607,-1.2857,neither,0.08333333333333337,0.07142857142857145,-0.16282894736842107,1.0,-0.013513513513513487,0,-0.08333333333333331,0
-260.0,210.0,False,MALE,Orthodox,Orthodox,-1,1,-1,-2,-2,-10,0,-2,0,-2.54,7.62,0,-1.0,1.3,-4.19,neither,-0.6666666666666666,0.4,0.33333333333333337,0.9583333333333333,-0.05314009661835739,0,0.6666666666666667,0
300.0,-360.0,False,MALE,Orthodox,Orthodox,0,0,2,-1,4,-15,-1,-1,0,0.0,17.78,7,7.3182,0.2727,1.2424,neither,-0.15000000000000002,0.2121212121212121,0.3579710144927536,0.9090909090909091,-0.0896103896103897,0,0.15000000000000002,1
100.0,-120.0,False,FEMALE,Orthodox,Orthodox,-1,1,1,7,4,33,6,1,3,-5.08,-7.62,5,-0.42,0.7,0.51,Red,0.21666666666666667,-0.04761904761904767,-0.8571428571428571,1.0461538461538462,0.01538461538461533,3,-0.21666666666666667,0
-155.0,135.0,False,MALE,Orthodox,Orthodox,-2,0,-3,-8,3,-17,-1,-4,-4,5.08,0.0,6,16.9667,-0.6667,-0.45,neither,0.0,-0.35,0.4558823529411765,1.0,0.02631578947368418,0,0.0,0
-200.0,170.0,False,MALE,Orthodox,Orthodox,0,0,0,5,-3,20,1,1,2,-5.08,-2.54,-3,-4.25,0.6875,0.3125,neither,0.0,0.0,-0.5339285714285714,1.0135135135135134,-0.013693693693693776,2,0.0,1
-112.0,-112.0,False,MALE,Orthodox,Orthodox,0,-1,-3,-5,-5,-28,0,-2,0,0.0,0.0,-2,-3.52,-0.1,-1.54,neither,-0.4,-0.5,0.8235294117647058,1.0,0.0,-3,-0.6,0
-375.0,335.0,False,MALE,Southpaw,Orthodox,0,0,0,0,0,0,0,0,0,0.0,10.16,3,-4.5,0.0,-0.5,neither,0.0,0.0,-0.019396551724137928,0.9466666666666667,-0.051830985915492955,0,0.0,0
-575.0,425.0,False,MALE,Orthodox,Southpaw,1,-1,-2,-4,-2,-16,0,-1,-2,5.08,-2.54,-1,2.45,-1.1,-0.33,neither,-0.75,-0.5714285714285714,0.57010582010582,1.0144927536231885,0.04285714285714293,-1,-0.25,1
-300.0,245.0,False,MALE,Orthodox,Switch,0,0,1,1,0,0,0,1,0,-2.54,0.0,5,-0.94,-0.2,0.91,neither,1.0,0.3333333333333333,0.037220843672456594,1.0,-0.013888888888889062,0,0.0,0
245.0,-335.0,False,MALE,Orthodox,Switch,-1,1,0,0,-1,-1,0,-1,0,-12.7,-5.08,-3,-3.61,0.0,0.52,neither,-1.0,0.5,0.022857142857142854,1.028985507246377,-0.04307001428863022,1,1.0,0
-155.0,135.0,False,MALE,Southpaw,Switch,-2,5,1,-6,-7,-28,1,-6,1,-5.08,-7.62,-6,-3.47,0.9,2.44,Red,-0.12727272727272732,0.2543859649122807,0.7668269230769231,1.0416666666666667,0.012222222222222356,-1,0.12727272727272732,0
-410.0,310.0,False,MALE,Orthodox,Orthodox,1,-1,-1,-1,1,2,0,-1,0,-10.16,-5.08,4,-1.01,-0.3,1.23,neither,-1.0,-1.0,-0.06547619047619047,1.027777777777778,-0.027402402402402215,0,0.0,0
-370.0,310.0,False,MALE,Orthodox,Southpaw,0,1,1,1,0,2,0,0,-1,2.54,0.0,-5,0.44,-0.6,0.82,neither,-0.3333333333333333,0.06666666666666665,0.0347394540942928,1.0,0.013513513513513487,2,0.33333333333333337,0
-325.0,265.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-1,0,-1,0,0,-1,5.08,0.0,2,-0.87,-0.9,-1.32,neither,-1.0,-1.0,0.034482758620689655,1.0,0.024691358024691357,0,0.0,0
-410.0,330.0,False,MALE,Orthodox,Orthodox,0,-5,-4,5,-4,19,0,4,-2,2.54,12.7,-2,-3.9118,-0.4412,-4.4632,Red,-0.038461538461538436,-0.23529411764705888,-0.5661846496106785,0.9333333333333333,-0.053333333333333344,3,0.038461538461538436,0
-165.0,145.0,False,FEMALE,Orthodox,Orthodox,0,0,-1,-4,-4,-23,0,0,0,2.54,5.08,-11,-0.52,0.2,-0.43,neither,0.8,0.4444444444444444,0.6144444444444445,0.9710144927536233,-0.013194895089768566,-4,-0.8,1
-175.0,138.0,False,FEMALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,-2.54,-160.02,15,0.0,0.0,0.0,neither,0.0,0.0,0.0,1.0161290322580647,0.0,0,0.0,0
170.0,-185.0,False,MALE,Southpaw,Switch,2,0,-1,-1,2,-5,0,0,-1,-7.62,-5.08,-5,-10.3333,-1.0,-1.0,neither,-1.0,-0.3333333333333333,0.20833333333333334,1.0285714285714285,-0.014285714285714346,0,0.0,0
-235.0,195.0,False,MALE,Orthodox,Orthodox,0,0,-1,-1,1,-1,0,-1,-1,12.7,0.0,3,29.5,-0.5,1.25,neither,-1.0,0.0,0.014976958525345613,1.0,0.06849315068493145,1,1.0,0
-185.0,170.0,False,MALE,Switch,Southpaw,0,-1,-2,-4,3,-13,0,-4,0,-2.54,5.08,0,-25.7143,0.0,-0.7143,neither,-1.0,-0.5714285714285714,0.43333333333333335,0.974025974025974,-0.03792207792207791,0,0.0,0
-780.0,620.0,True,MALE,Orthodox,Orthodox,0,1,0,-5,4,-27,-9,-5,-3,-7.62,-5.08,3,7.25,-0.4018,2.6875,neither,-0.5757575757575757,0.1696428571428571,0.8087557603686636,1.0294117647058825,-0.015126050420168125,3,0.5757575757575757,1
-270.0,200.0,False,FEMALE,Orthodox,Orthodox,0,5,3,-4,-5,-29,-7,-2,-3,0.0,0.0,-2,0.02,-0.1,0.54,Red,-0.5,0.33333333333333337,0.86875,1.0,0.0,1,0.5,0
142.0,-170.0,False,MALE,Southpaw,Orthodox,-2,3,-1,1,-1,-4,0,2,1,5.08,17.78,-4,-0.37,0.2,0.24,Red,0.32142857142857145,0.09090909090909094,0.018433179723502224,0.9156626506024096,-0.05913126188966389,-2,-0.3214285714285714,0
175.0,-210.0,False,MALE,Orthodox,Switch,-1,0,-1,-1,-1,-3,0,-1,0,7.62,10.16,4,-0.8,5.2,0.0,neither,-1.0,-0.5,0.10344827586206896,0.9473684210526316,-0.010964912280701622,0,0.0,1
-145.0,135.0,False,MALE,Orthodox,Southpaw,0,2,1,2,-1,7,0,1,0,5.08,5.08,8,-0.8571,0.1786,-1.25,neither,0.06666666666666671,-0.0357142857142857,-0.37782805429864247,0.9736842105263158,0.0007112375533429027,1,-0.06666666666666665,1
115.0,-135.0,False,MALE,Orthodox,Southpaw,0,-1,-4,-14,9,-47,0,-1,-8,2.54,-5.08,0,1.58,-1.8,0.6,neither,-0.09999999999999998,0.04166666666666663,1.3055555555555554,1.028985507246377,0.04225352112676062,-5,0.09999999999999998,1
-120.0,100.0,False,MALE,Orthodox,Orthodox,3,-2,-1,3,8,25,0,0,1,2.54,-2.54,0,2.39,0.6,0.02,neither,-0.09999999999999998,-0.6153846153846154,-0.7352941176470588,1.0128205128205128,0.024829600778967786,2,0.09999999999999998,0
-215.0,185.0,False,MALE,Switch,Orthodox,3,-2,-1,-4,0,-5,0,-2,-2,0.0,-2.54,-2,0.31,-0.6,-0.38,neither,0.0,-0.375,0.14571746384872078,1.0128205128205128,0.012171372930866564,0,0.0,1
-150.0,130.0,False,MALE,Orthodox,Orthodox,0,0,0,1,0,4,1,1,-1,2.54,7.62,3,25.1667,-2.6667,0.3333,neither,-0.5,0.16666666666666663,-0.16180371352785147,0.9552238805970149,-0.030550373134328512,1,0.5,1
-320.0,270.0,False,MALE,Orthodox,Southpaw,1,1,1,-5,0,9,-3,-8,-2,-2.54,0.0,-7,17.6,-0.0667,0.6333,Red,-0.625,-0.1166666666666667,-0.07719298245614037,1.0,-0.013513513513513487,5,0.625,0
-275.0,235.0,False,MALE,Orthodox,Southpaw,3,2,-12,1,-4,20,-12,-2,-3,-2.54,-5.08,4,21.6996,-0.1075,0.9254,Red,-0.34558823529411764,-0.13377192982456132,-0.6777777777777776,1.0266666666666668,0.012294372294372247,6,0.34558823529411764,1
-105.0,-115.0,False,FEMALE,Orthodox,Orthodox,1,2,-1,1,-1,0,0,1,1,-7.62,-7.62,-3,0.2083,0.3333,1.125,Red,0.4,-0.04166666666666663,0.054545454545454564,1.0461538461538462,0.0006787330316742057,-1,-0.4,0
220.0,-260.0,False,MALE,Southpaw,Southpaw,0,1,1,1,1,-3,-1,2,0,-5.08,10.16,5,16.6667,0.0,0.0,neither,1.0,0.3333333333333333,0.06,0.9420289855072463,-0.09052396878483826,-1,-1.0,0
125.0,-145.0,False,MALE,Orthodox,Orthodox,0,0,0,-1,2,-9,0,0,1,0.0,5.08,-2,-32.6769,0.3,1.4,neither,0.23809523809523808,0.06153846153846154,0.31985294117647056,0.9714285714285713,-0.028571428571428692,-3,-0.40476190476190477,0
370.0,-485.0,False,MALE,Orthodox,Orthodox,-1,2,-2,-4,-5,-16,1,0,-3,0.0,-5.08,-6,0.14,-0.5,0.57,Red,-0.5,0.4545454545454546,0.4327731092436975,1.0294117647058825,0.028571428571428692,-1,0.5,1
-200.0,185.0,False,MALE,Orthodox,Orthodox,0,0,-4,-4,2,-23,-2,-2,0,-12.7,-2.54,-2,-22.8889,-0.8889,-0.4444,Red,0.33333333333333337,0.0,0.8042269187986653,1.0135135135135134,-0.054234234234234346,-2,-0.3333333333333333,1
-315.0,258.0,True,MALE,Orthodox,Southpaw,0,0,0,0,0,0,0,0,0,-2.54,-15.24,-2,0.0,0.0,0.0,neither,0.0,0.0,0.0,1.0833333333333335,0.06410256410256421,0,0.0,0
450.0,-600.0,False,MALE,Orthodox,Orthodox,0,-1,-1,0,0,-5,0,0,1,-2.54,-12.7,8,-14.2,0.4,0.6,neither,0.25,0.0,0.056561085972850644,1.0714285714285714,0.053333333333333344,-1,-0.25,1
110.0,-130.0,False,MALE,Southpaw,Southpaw,0,1,-5,-10,-3,-39,0,-2,-1,10.16,10.16,-9,0.05,-0.3,-0.74,neither,0.15966386554621848,-0.07196969696969702,0.7653898768809848,0.9459459459459459,0.0007722007722007485,-7,-0.15966386554621853,0
-470.0,360.0,False,MALE,Orthodox,Orthodox,0,-4,-1,-2,4,4,0,2,-1,2.54,2.54,8,-1.53,0.2,-0.06,Red,0.2727272727272727,-0.24615384615384617,0.0973544973544973,0.986842105263158,0.00017543859649127302,-3,-0.2727272727272727,0
-140.0,130.0,False,MALE,Orthodox,Southpaw,1,0,0,0,1,-1,0,0,0,-2.54,-7.62,1,-5.0,0.0,0.0,neither,0.0,0.0,0.03125,1.0405405405405406,0.026500526500526478,0,0.0,1
-145.0,114.0,True,MALE,Orthodox,Orthodox,0,-2,-1,-3,0,-6,-3,-2,1,-2.54,2.54,-5,-0.08,-0.1,0.58,Red,0.2857142857142857,-0.07499999999999996,0.10842293906810035,0.9875,-0.024525316455696222,-2,-0.2857142857142857,0
-210.0,190.0,True,MALE,Southpaw,Southpaw,0,-11,-9,-4,-4,-11,-5,0,-2,-5.08,-7.62,2,-23.0833,0.0,0.25,neither,0.16666666666666663,-0.33333333333333337,0.2831168831168832,1.0405405405405406,0.01193401193401189,-2,-0.16666666666666666,0
135.0,-155.0,False,FEMALE,Orthodox,Southpaw,0,0,1,5,2,14,0,1,3,-2.54,-12.7,2,-1.6,0.3,1.93,neither,-0.1428571428571429,0.18333333333333335,-0.48592592592592593,1.0793650793650793,0.061157796451914104,1,0.14285714285714285,1
105.0,-125.0,False,MALE,Southpaw,Orthodox,0,-2,2,11,-1,31,2,5,1,-2.54,-5.08,0,2.08,0.0,-0.42,Red,0.1166666666666667,0.10769230769230775,-0.911764705882353,1.0307692307692309,0.014466130884041473,5,-0.11666666666666659,1
-175.0,155.0,False,MALE,Orthodox,Orthodox,-1,-1,-1,-1,-1,-1,0,0,-1,10.16,12.7,5,-18.0,0.0,2.0,neither,-1.0,-1.0,0.0260545905707196,0.9358974358974358,-0.011064278187565946,0,0.0,1
-345.0,285.0,False,MALE,Orthodox,Orthodox,-1,0,-6,-15,-8,-51,0,-9,-2,-17.78,-7.62,-5,0.93,-0.4,-0.68,neither,-0.7333333333333333,-0.6521739130434783,1.3076923076923077,1.04,-0.05435897435897441,-4,-0.26666666666666666,0
140.0,-177.0,False,MALE,Southpaw,Southpaw,0,1,-3,-17,-10,-61,-1,-8,-5,2.54,-2.54,-8,5.26,-0.6,-1.23,Red,-0.23684210526315785,0.3448275862068966,1.6039142590866728,1.0126582278481013,0.024525316455696222,-4,0.2368421052631579,1
-620.0,460.0,False,FEMALE,Orthodox,Orthodox,-1,0,1,1,-1,6,0,0,0,2.54,-5.08,-13,63.0,0.5,0.5,neither,0.0,0.5,-0.16666666666666666,1.03125,0.04640151515151514,1,1.0,0
125.0,-145.0,False,MALE,Orthodox,Southpaw,-2,2,-4,-19,-7,-59,-3,-6,-4,5.08,5.08,-8,-0.15,-0.6,1.34,Red,-0.47619047619047616,0.25,1.5674603174603174,0.9701492537313432,0.00045924225028681764,-9,0.47619047619047616,1
-175.0,150.0,False,MALE,Orthodox,Orthodox,0,0,1,1,0,1,0,1,0,-2.54,-10.16,7,-0.66,-0.5,-4.52,neither,1.0,0.5,-0.002898550724637683,1.0597014925373134,0.04225352112676062,0,0.0,0
-190.0,175.0,False,MALE,Southpaw,Southpaw,0,0,1,2,-1,4,-1,2,-1,-5.08,-15.24,-12,-2.0231,-0.3769,-0.3538,neither,-0.0793650793650793,-0.007692307692307665,0.1643243243243243,1.0857142857142856,0.05263157894736836,1,0.07936507936507936,0
-210.0,180.0,True,MALE,Orthodox,Switch,0,0,-6,-9,-1,-42,-7,-2,0,0.0,-2.54,2,1.23,0.2,0.12,Red,0.3333333333333333,0.07692307692307687,1.283116883116883,1.0126582278481013,0.012025316455696156,-7,-0.3333333333333333,1
-305.0,235.0,False,MALE,Southpaw,Orthodox,0,-2,-2,-2,0,-3,0,-1,-1,2.54,2.54,3,1.91,-0.5,-0.68,Red,-1.0,-1.0,0.125,0.986842105263158,0.00017543859649127302,0,0.0,0
-105.0,-105.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,0,2.54,0.0,5,0.0,0.0,0.0,neither,0.0,0.0,0.0,1.0,0.014705882352941124,0,0.0,1
160.0,-190.0,False,MALE,Orthodox,Orthodox,-1,1,0,-2,-1,-8,0,2,-5,7.62,15.24,-5,1.42,-0.7,-1.23,Red,-0.16666666666666663,-0.015384615384615441,0.1428571428571429,0.9268292682926829,-0.035622593068035946,1,0.16666666666666666,1
350.0,-440.0,False,MALE,Orthodox,Orthodox,0,0,-1,-7,6,-31,-1,-4,0,7.62,2.54,-1,3.6042,0.0,-0.2917,neither,-0.05555555555555558,0.10416666666666663,1.0419354838709678,0.9857142857142857,0.028778467908902594,-3,0.05555555555555558,0
205.0,-250.0,False,FEMALE,Orthodox,Orthodox,-3,1,0,-7,-7,-21,-4,-5,1,7.62,2.54,-2,-3.19,0.9,-1.49,Blue,-0.033333333333333326,0.12727272727272732,0.5916666666666666,0.984126984126984,0.03200204813108032,-3,0.033333333333333326,0
-1100.0,700.0,False,MALE,Southpaw,Orthodox,0,-2,-2,-2,0,-5,0,-1,-1,-7.62,0.0,10,-58.5,-0.5,-2.5,neither,-1.0,-1.0,0.15625,1.0,-0.04477611940298509,0,0.0,0
-160.0,140.0,False,MALE,Orthodox,Orthodox,0,0,0,0,0,0,0,0,1,0.0,-2.54,-5,15.5,-0.25,0.25,neither,0.5,0.0,0.046452702702702686,1.0138888888888888,0.01350837138508365,-1,-0.5,1
-245.0,225.0,False,MALE,Orthodox,Orthodox,-1,-1,0,0,-2,9,0,0,-1,12.7,7.62,1,10.3968,-0.4921,-0.0159,neither,-0.20000000000000007,-0.15873015873015872,-0.31397849462365585,0.9594594594594594,0.02874000761324702,1,0.2,0
130.0,-160.0,False,MALE,Southpaw,Orthodox,2,0,-2,-5,6,-22,0,-3,0,-5.08,-2.54,1,-22.2727,-0.5455,-0.9091,neither,-0.6,-0.45454545454545453,0.7096774193548387,1.0151515151515154,-0.014925373134328401,-2,-0.4,1
-118.0,-106.0,False,MALE,Orthodox,Orthodox,0,0,1,0,-1,0,0,-2,0,2.54,-2.54,-3,1.95,0.0,0.14,Red,-0.4,0.11904761904761907,-0.051515151515151514,1.0129870129870129,0.025308025308025228,2,0.4,0
-140.0,120.0,False,MALE,Orthodox,Orthodox,0,-1,-1,-1,1,1,0,-2,1,2.54,0.0,-3,-1.6,-0.3,-1.59,neither,-0.16666666666666669,-0.25,-0.07327586206896552,1.0,0.013698630136986467,0,0.16666666666666663,0
-290.0,260.0,False,MALE,Orthodox,Orthodox,0,1,-1,-3,-2,-6,-1,-2,0,0.0,-5.08,-7,-17.4423,-0.3013,-0.8846,neither,-0.02857142857142858,-0.1858974358974359,0.33022071307300505,1.0273972602739727,0.026666666666666727,-1,0.028571428571428525,0
-325.0,270.0,False,MALE,Orthodox,Switch,0,0,0,6,4,29,0,-1,3,10.16,12.7,6,-2.36,0.4,0.51,neither,-0.25,-0.2857142857142857,-0.8629807692307692,0.9358974358974358,-0.011064278187565946,4,0.25,0
-140.0,120.0,False,MALE,Orthodox,Southpaw,0,-1,-1,-1,0,-2,0,-1,0,7.62,5.08,-10,-38.0,0.0,-1.0,neither,-1.0,-1.0,0.07407407407407407,0.9733333333333333,0.014794520547945167,0,0.0,0
-330.0,270.0,False,FEMALE,Southpaw,Orthodox,-2,1,-1,-4,-4,-21,0,-2,0,10.16,12.7,-3,-2.91,0.6,0.88,Red,-0.2857142857142857,-0.0625,0.5227272727272727,0.927536231884058,-0.013360507246376718,-2,0.2857142857142857,0
-225.0,185.0,True,MALE,Orthodox,Orthodox,-1,-5,7,3,0,21,1,-1,0,10.16,10.16,-2,-0.29,-0.1,1.01,Red,-0.16666666666666666,0.03896103896103886,-0.548051948051948,0.9411764705882353,0.0,4,0.16666666666666674,0
145.0,-165.0,False,FEMALE,Orthodox,Orthodox,0,0,1,1,0,1,0,1,0,7.62,0.0,-3,-10.1667,0.0,-0.6667,neither,0.5,0.16666666666666663,-0.018518518518518517,1.0,0.044776119402985204,0,-0.5,1
145.0,-165.0,False,FEMALE,Orthodox,Orthodox,1,0,0,1,-2,8,0,1,-1,10.16,12.7,2,21.6071,-1.3571,-1.4643,Red,-0.33333333333333337,-0.07142857142857145,-0.28541666666666665,0.9253731343283581,-0.016129032258064724,1,0.3333333333333333,0
