BlueTotalTitleBouts,RedTotalTitleBouts,LoseStreakDif,WinStreakDif,LongestWinStreakDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,FightStance,WeightGroup,RedTotalFights,BlueTotalFights,HeightReachRatioDif,RedFinishRate,BlueFinishRate,RedWinRatio,BlueWinRatio,RedKOPerFight,BlueKOPerFight,RedSubPerFight,BlueSubPerFight,IsFiveRoundFight,OddsDif,label
2,1,0,3,0,-3,2,2.5400000000000205,-5.079999999999984,-2.0,4.53,1.6,-2.42,Closed Stance,Heavy,14,5,0.03717948717948716,0.5454545454545454,1.0,0.7857142857142857,1.0,0.42857142857142855,0.6,0.0,0.4,True,-290.0,0
0,1,-1,0,0,0,0,0.0,-2.539999999999992,7.0,-9.3333,0.6667,0.0,Open Stance,Light,3,3,0.013318112633181056,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,False,-470.0,0
0,0,0,1,1,0,0,-5.0800000000000125,-2.539999999999992,-3.0,0.19,-0.2,1.63,Open Stance,Light,1,1,-0.014475743348982939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,-740.0,1
0,0,0,3,0,-1,0,-12.699999999999989,-7.619999999999976,-2.0,-16.7222,0.5278,1.1111,Open Stance,Light,9,12,-0.028571428571428692,0.5714285714285714,0.375,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.08333333333333333,0.2222222222222222,0.16666666666666666,False,-220.0,1
0,0,0,0,3,0,1,2.539999999999992,-5.0800000000000125,1.0,0.12,1.4,0.93,Open Stance,Light,1,4,0.044117647058823595,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,0.0,0.25,False,240.0,1
0,0,0,0,0,1,-1,-5.0800000000000125,5.0800000000000125,-3.0,-3.1667,-0.1667,-0.8333,Open Stance,Medium,6,3,-0.05369863013698639,0.5,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,False,240.0,1
13,0,-1,-1,14,8,3,7.6200000000000045,0.0,9.0,1.1467,0.2609,0.0054,Open Stance,Medium,8,23,0.038961038961038974,0.75,0.8235294117647058,0.5,0.7391304347826086,0.375,0.4782608695652174,0.0,0.13043478260869565,False,250.0,0
0,0,-1,0,-2,0,1,5.079999999999984,15.240000000000009,-9.0,-14.4,0.5,-0.3,Closed Stance,Light,5,4,-0.05286168521462653,0.0,1.0,0.6,0.25,0.0,0.0,0.0,0.25,False,650.0,0
0,0,0,0,-1,0,-1,-5.0800000000000125,0.0,5.0,-18.0,-0.5,-1.5,Closed Stance,Light,2,1,-0.02898550724637683,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,False,660.0,0
0,0,0,-2,-2,-1,-1,10.159999999999997,12.700000000000017,0.0,-11.3333,-0.6667,-1.0,Closed Stance,Heavy,3,0,-0.010186160871092476,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,False,510.0,1
2,11,0,-11,-8,-6,-2,-5.0800000000000125,0.0,-1.0,-1.39,0.1,-0.79,Closed Stance,Women,17,8,-0.02898550724637694,0.7333333333333333,0.5,0.8823529411764706,0.75,0.47058823529411764,0.25,0.17647058823529413,0.125,True,1825.0,1
0,0,0,0,0,0,0,-7.6200000000000045,-20.319999999999993,-4.0,0.0,0.0,0.0,Open Stance,Light,0,0,0.06556776556776545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-242.0,1
0,0,0,-1,-1,-2,0,0.0,-5.0800000000000125,2.0,-30.5714,-0.1429,-1.7143,Closed Stance,Light,7,0,0.02665165165165173,0.5,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,False,330.0,1
0,0,1,-1,0,1,0,2.539999999999992,2.539999999999992,4.0,0.66,-0.4,-0.6,Closed Stance,Light,1,2,0.0004389815627743321,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,False,700.0,1
0,0,1,1,0,0,-1,-2.539999999999992,-2.539999999999992,-5.0,-0.5,-0.5,0.0,Closed Stance,Light,2,2,-0.0002131287297527651,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,False,-10.0,1
0,1,0,-1,-1,-1,0,0.0,-5.0800000000000125,-4.0,13.0,-0.5,0.5,Open Stance,Light,2,1,0.028151260504201803,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,False,630.0,0
0,0,0,0,0,0,0,2.539999999999992,2.539999999999992,-3.0,-1.73,-1.0,-3.0,Closed Stance,Light,1,1,0.0003603603603603567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,247.0,1
0,0,-1,0,2,1,4,0.0,-5.079999999999984,6.0,-24.4444,0.6296,1.4444,Closed Stance,Light,3,27,0.027011383368705233,0.0,0.3125,0.3333333333333333,0.5925925925925926,0.0,0.037037037037037035,0.0,0.14814814814814814,False,1800.0,0
0,1,0,1,-1,0,0,7.6200000000000045,15.240000000000009,-1.0,-9.9,0.0,1.2,Closed Stance,Light,5,2,-0.038840579710144985,0.25,0.5,0.8,1.0,0.2,0.5,0.0,0.0,False,-518.0,1
0,1,0,0,-2,-3,1,-2.539999999999992,-7.6200000000000045,-15.0,-13.5,1.0,0.6,Open Stance,Medium,5,2,0.024921024921024992,1.0,1.0,0.6,0.5,0.6,0.0,0.0,0.5,False,-695.0,1
0,0,0,0,0,0,0,-7.619999999999976,-12.699999999999989,7.0,0.0,0.0,0.0,Closed Stance,Women,0,0,0.02941176470588247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,935.0,0
0,1,1,2,-3,-3,-3,-7.6200000000000045,2.5400000000000205,-5.0,-2.7273,-0.3636,-1.3636,Open Stance,Heavy,11,3,-0.05160628844839377,0.875,0.5,0.7272727272727273,0.6666666666666666,0.36363636363636365,0.3333333333333333,0.2727272727272727,0.0,False,420.0,0
0,0,0,0,0,0,0,10.159999999999997,20.32000000000002,-2.0,0.0,0.0,0.0,Open Stance,Medium,0,0,-0.051948051948052076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,450.0,1
0,0,0,2,-1,-1,-2,-2.5400000000000205,-17.78,-1.0,35.7,-0.7,2.1,Closed Stance,Light,10,3,0.08758802816901401,0.42857142857142855,0.0,0.7,1.0,0.1,0.0,0.2,0.0,False,320.0,0
0,0,0,-1,-1,-2,0,10.159999999999997,0.0,0.0,3.75,-0.2,-1.39,Open Stance,Light,2,1,0.05797101449275355,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True,290.0,1
0,0,-3,1,-2,-1,1,0.0,2.539999999999992,-4.0,-1.09,0.7,4.4,Closed Stance,Heavy,8,8,-0.012487512487512453,0.6,0.6,0.625,0.625,0.375,0.25,0.0,0.125,False,-575.0,1
0,2,0,1,-1,-1,3,7.6200000000000045,15.240000000000009,-3.0,-0.1444,0.7333,-0.4556,Closed Stance,Medium,18,10,-0.038961038961038974,0.3333333333333333,0.7142857142857143,0.5,0.7,0.16666666666666666,0.2,0.0,0.3,False,-280.0,0
0,0,-1,-3,-2,-1,0,-2.5400000000000205,5.0800000000000125,1.0,34.2143,0.0238,-1.6905,Closed Stance,Light,7,6,-0.04243697478991615,0.2,0.0,0.7142857142857143,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,False,620.0,0
0,0,0,-3,-3,-2,0,7.6200000000000045,7.6200000000000045,-1.0,6.5714,-0.4286,0.0476,Closed Stance,Medium,7,3,0.0010814708002883089,0.5,0.3333333333333333,0.8571428571428571,1.0,0.42857142857142855,0.3333333333333333,0.0,0.0,False,-220.0,0
0,0,0,0,-1,0,0,-7.619999999999976,-5.079999999999984,-5.0,-1.89,0.2,0.61,Closed Stance,Medium,2,1,-0.01458036984352773,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False,385.0,0
0,0,0,1,1,1,0,7.6200000000000045,7.6200000000000045,-1.0,-0.09,0.8,1.41,Closed Stance,Medium,3,8,0.0005555555555555314,0.0,0.3333333333333333,0.6666666666666666,0.375,0.0,0.125,0.0,0.0,False,-260.0,1
0,0,0,0,-1,1,0,0.0,2.539999999999992,-7.0,-1.51,0.0,1.69,Open Stance,Medium,5,8,-0.012280701754385892,0.75,0.8,0.8,0.625,0.6,0.5,0.0,0.0,False,-315.0,0
0,0,1,0,3,0,1,0.0,-2.5400000000000205,4.0,6.0,-0.25,0.0,Closed Stance,Light,2,4,0.014078674948240333,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,0.0,0.25,False,230.0,0
0,0,1,0,1,0,1,2.539999999999992,7.6200000000000045,4.0,1.99,0.5,0.49,Open Stance,Women,3,3,-0.029850746268656803,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,False,240.0,0
0,0,1,0,-1,0,-1,-7.6200000000000045,-17.78,-6.0,-3.0,-2.0,0.0,Closed Stance,Light,2,0,0.060317460317460325,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,False,377.0,1
0,0,-1,2,-1,2,-1,0.0,0.0,-1.0,0.96,0.2,-0.04,Open Stance,Light,4,4,0.0,0.3333333333333333,1.0,0.75,0.5,0.0,0.5,0.25,0.0,False,-380.0,1
1,0,-1,0,7,8,1,2.539999999999992,0.0,0.0,38.9565,0.2609,0.5652,Closed Stance,Medium,0,23,0.014285714285714346,0.0,0.6428571428571429,0.0,0.6086956521739131,0.0,0.34782608695652173,0.0,0.043478260869565216,False,790.0,0
0,0,0,0,-1,0,-2,12.699999999999989,5.0800000000000125,0.0,-2.75,-1.5,-0.5,Closed Stance,Medium,4,1,0.041095890410958735,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,False,363.0,0
0,0,0,0,0,0,0,-2.539999999999992,-5.079999999999984,2.0,0.0,0.0,0.0,Closed Stance,Medium,0,0,0.013312753231718988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-280.0,1
0,0,0,0,0,-1,3,10.159999999999997,12.700000000000017,6.0,-2.36,0.4,0.51,Open Stance,Medium,4,14,-0.011064278187565946,0.75,0.5,1.0,0.7142857142857143,0.75,0.14285714285714285,0.0,0.21428571428571427,False,595.0,0
0,0,0,0,0,0,0,0.0,-5.0800000000000125,4.0,-30.5,1.0,1.5,Open Stance,Medium,4,4,0.027031963470319664,1.0,1.0,0.25,0.25,0.0,0.0,0.25,0.25,False,300.0,1
0,0,2,4,4,1,1,-5.079999999999984,-10.159999999999997,-5.0,-6.75,-0.25,3.5,Closed Stance,Light,2,4,0.027027027027027084,0.0,0.5,0.0,1.0,0.0,0.25,0.0,0.25,False,-510.0,1
0,0,0,0,0,0,-1,7.6200000000000045,2.539999999999992,4.0,1.49,-0.1,-0.95,Open Stance,Light,12,6,0.028571428571428692,0.5714285714285714,0.75,0.5833333333333334,0.6666666666666666,0.25,0.5,0.08333333333333333,0.0,False,775.0,0
0,1,0,0,0,0,1,-7.6200000000000045,2.5400000000000205,-4.0,-37.0,1.0,1.0,Closed Stance,Light,2,2,-0.05693581780538315,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,False,355.0,1
0,0,-1,0,-7,-5,-11,5.0800000000000125,5.079999999999984,-8.0,-0.97,-1.7,-1.53,Open Stance,Light,40,0,0.0011576307158018828,0.6666666666666666,0.0,0.6,0.0,0.125,0.0,0.275,0.0,False,465.0,0
0,2,0,4,4,-6,0,-12.700000000000017,-10.159999999999997,4.0,-2.35,0.0,5.8,Open Stance,Light,12,12,-0.015522875816993631,0.6363636363636364,0.1,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.08333333333333333,0.0,0.0,True,-220.0,1
0,0,-2,-2,1,1,3,0.0,2.539999999999992,8.0,-0.7885,-0.0962,0.2308,Open Stance,Light,4,26,-0.014084507042253502,0.3333333333333333,0.3125,0.75,0.6153846153846154,0.0,0.038461538461538464,0.25,0.15384615384615385,False,535.0,0
1,0,2,1,-3,-1,0,-2.5400000000000205,0.0,6.0,-20.4167,0.8333,-3.0833,Closed Stance,Medium,12,6,-0.013888888888889062,0.25,0.5,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,False,300.0,1
0,1,0,0,-2,-1,1,-2.539999999999992,-7.6200000000000045,-2.0,-16.2857,0.2857,-3.0,Open Stance,Light,7,1,0.025555555555555665,0.25,1.0,0.5714285714285714,1.0,0.14285714285714285,0.0,0.0,1.0,False,-490.0,0
0,0,1,0,2,0,2,2.539999999999992,-2.539999999999992,0.0,-13.5,0.1667,0.8333,Open Stance,Women,2,3,0.03174603174603163,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,False,-338.0,1
0,0,0,0,-1,-1,-1,-10.159999999999997,-7.6200000000000045,3.0,1.75,2.0,-0.5,Open Stance,Medium,4,1,-0.015226494099733534,1.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,False,775.0,0
0,0,0,0,0,1,0,-7.6200000000000045,-10.159999999999997,4.0,-5.0,0.1667,0.0,Open Stance,Light,3,2,0.012110383164582017,0.0,1.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,False,-240.0,1
0,0,1,0,0,0,1,0.0,-10.160000000000025,1.0,-66.2857,0.6571,0.6571,Closed Stance,Light,7,5,0.05714285714285727,0.0,0.5,0.2857142857142857,0.4,0.0,0.0,0.0,0.2,False,310.0,1
0,0,0,0,0,0,0,-2.539999999999992,-5.0800000000000125,2.0,0.0,0.0,0.0,Open Stance,Medium,0,0,0.012237442922374608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,1
0,0,-2,4,1,-3,0,-5.0800000000000125,2.539999999999992,-2.0,0.58,0.0,1.38,Open Stance,Heavy,14,13,-0.038461538461538436,1.0,0.375,0.42857142857142855,0.6153846153846154,0.42857142857142855,0.23076923076923078,0.0,0.0,False,-317.0,1
0,0,0,1,-1,1,-9,2.5400000000000205,-5.0800000000000125,-9.0,0.59,-0.7,-0.69,Open Stance,Medium,17,3,0.03861471861471877,1.0,1.0,0.5882352941176471,0.6666666666666666,0.058823529411764705,0.6666666666666666,0.5294117647058824,0.0,False,-377.0,1
0,0,0,-1,-1,0,1,-10.159999999999997,0.0,4.0,-19.0,2.0,-2.6667,Closed Stance,Heavy,3,1,-0.05263157894736836,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,False,-250.0,0
1,3,0,0,-1,-4,2,0.0,5.0800000000000125,-8.0,-2.8125,-0.125,-2.25,Closed Stance,Medium,16,8,-0.028169014084507116,0.4166666666666667,0.5,0.75,0.75,0.3125,0.125,0.0,0.25,False,-10.0,1
1,0,-1,1,-1,-2,0,-10.159999999999997,-17.78,2.0,0.92,-0.8,0.11,Closed Stance,Heavy,13,13,0.03544715447154467,0.75,0.5714285714285714,0.6153846153846154,0.5384615384615384,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.07692307692307693,False,240.0,1
0,0,-1,0,-2,-3,-1,-2.539999999999992,0.0,-4.0,-0.86,-0.3,1.87,Open Stance,Medium,12,0,-0.01388888888888884,0.6666666666666666,0.0,0.5,0.0,0.25,0.0,0.08333333333333333,0.0,False,270.0,0
0,0,1,-1,0,0,0,0.0,2.539999999999992,-9.0,-0.25,2.8,2.42,Closed Stance,Light,4,2,-0.01449275362318836,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,-340.0,0
0,0,0,0,0,-1,1,0.0,10.159999999999997,2.0,-12.1667,-0.5,-0.1667,Open Stance,Light,6,6,-0.05107981220657276,0.6,0.75,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.5,False,610.0,0
0,0,-1,-1,-1,0,0,-2.539999999999992,-5.0800000000000125,1.0,-32.0,-0.5,-1.0,Closed Stance,Light,2,1,0.014260249554367332,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,False,-240.0,1
1,0,0,0,-2,0,2,7.6200000000000045,7.6200000000000045,6.0,1.9444,0.5952,-0.0714,Closed Stance,Medium,9,14,0.0011419870574800317,0.5714285714285714,0.6,0.7777777777777778,0.7142857142857143,0.4444444444444444,0.2857142857142857,0.0,0.14285714285714285,False,260.0,0
0,1,0,-1,-1,-1,0,7.6200000000000045,1.6599999999999966,-1.0,-56.0,0.0,0.0,Closed Stance,Light,1,0,0.03313264200588151,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,False,550.0,1
0,8,1,1,-2,2,-2,5.0800000000000125,7.6200000000000045,-5.0,-28.1696,-0.0087,-1.8761,Closed Stance,Light,20,23,-0.012841756420878148,0.42857142857142855,0.5,0.7,0.5217391304347826,0.2,0.2608695652173913,0.1,0.0,False,590.0,0
0,2,0,0,-6,1,0,-5.079999999999984,-2.5400000000000205,-13.0,18.2222,-0.5556,-2.1667,Open Stance,Light,18,4,-0.014699792960662372,0.1,1.0,0.5555555555555556,0.5,0.05555555555555555,0.5,0.0,0.0,False,-630.0,0
0,3,1,-1,-8,0,0,2.5400000000000205,-7.619999999999976,-3.0,-0.69,-0.7,-1.08,Open Stance,Heavy,47,13,0.04999999999999993,0.0,0.0,0.6808510638297872,0.46153846153846156,0.0,0.0,0.0,0.0,True,-290.0,0
0,0,0,0,0,0,0,10.159999999999997,-2.539999999999992,1.0,-23.6667,1.6667,-4.3333,Open Stance,Light,1,3,0.07062374245472824,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,False,535.0,0
0,0,0,0,-3,-3,0,-7.6200000000000045,-10.159999999999997,4.0,-10.5,1.5,1.6667,Closed Stance,Light,6,6,0.011079812206572726,0.6,0.0,0.8333333333333334,0.3333333333333333,0.5,0.0,0.0,0.0,False,1100.0,0
0,1,0,1,1,0,0,-2.5400000000000205,-5.079999999999984,7.0,-2.4,0.0,2.8,Open Stance,Light,5,5,0.01292687632645162,0.3333333333333333,0.25,0.6,0.8,0.2,0.2,0.0,0.0,False,355.0,0
0,0,0,0,0,1,0,7.6200000000000045,10.159999999999997,-2.0,3.0833,-0.5,-0.5833,Closed Stance,Women,4,3,-0.015873015873015817,0.0,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,False,290.0,1
0,0,0,0,0,0,0,0.0,7.6200000000000045,-1.0,-4.0,0.5,0.5,Open Stance,Light,1,2,-0.044117647058823595,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,False,240.0,0
0,0,0,-1,-1,-1,0,0.0,-5.079999999999984,-1.0,-22.0,0.0,-1.0,Closed Stance,Heavy,1,0,0.024658885418379017,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,False,355.0,0
1,1,0,-2,0,2,0,2.539999999999992,-10.160000000000025,2.0,-2.32,0.0,5.69,Open Stance,Heavy,6,15,0.05714285714285727,1.0,0.5833333333333334,0.8333333333333334,0.8,0.8333333333333334,0.4666666666666667,0.0,0.0,True,-244.0,0
0,0,1,-4,1,2,4,-7.6200000000000045,-5.079999999999984,2.0,-3.16,0.1,-0.3,Closed Stance,Light,4,14,-0.014682539682539852,0.5,0.8888888888888888,1.0,0.6428571428571429,0.5,0.2857142857142857,0.0,0.2857142857142857,False,545.0,1
0,0,1,0,2,0,3,7.6200000000000045,0.0,-2.0,-0.76,0.7,-0.1,Open Stance,Light,3,11,0.04166666666666674,1.0,0.6666666666666666,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.09090909090909091,0.0,0.2727272727272727,False,435.0,1
0,0,0,0,-1,-1,-1,-5.0800000000000125,0.0,1.0,41.5,-0.25,3.75,Closed Stance,Light,4,1,-0.0273972602739726,1.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,False,385.0,1
0,0,0,-1,-1,0,0,2.539999999999992,-7.619999999999976,8.0,-1.28,-1.1,-1.33,Closed Stance,Women,2,13,0.06132756132756112,0.5,0.16666666666666666,1.0,0.46153846153846156,0.0,0.0,0.5,0.07692307692307693,False,660.0,0
0,0,-2,0,0,0,0,7.6200000000000045,7.6200000000000045,-1.0,29.0,0.5,0.0,Open Stance,Medium,0,2,0.002051282051282133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,385.0,0
0,0,1,0,0,0,0,-2.5400000000000205,-5.0800000000000125,5.0,-7.5,0.0,-0.33,Closed Stance,Women,1,2,0.014705882352941124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-298.0,1
0,0,0,1,1,1,0,5.0800000000000125,10.160000000000025,-6.0,31.2,0.2,0.6,Closed Stance,Light,1,5,-0.028571428571428692,1.0,0.6666666666666666,1.0,0.6,0.0,0.2,1.0,0.2,False,430.0,1
0,0,0,0,-1,-1,0,5.0800000000000125,10.159999999999997,-6.0,-6.6667,0.0,0.0,Closed Stance,Light,3,1,-0.026603136787770376,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,False,460.0,1
0,0,0,-1,-1,0,0,10.159999999999997,7.619999999999976,-7.0,-40.0,0.0,-4.3333,Open Stance,Medium,3,0,0.014872798434442447,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,False,590.0,0
0,0,2,0,-1,0,-1,2.5400000000000205,-2.539999999999992,-6.0,-17.5,-0.5,-0.25,Closed Stance,Medium,4,0,0.027016742770167523,1.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,False,300.0,0
0,0,0,-2,-2,0,-1,-10.159999999999997,10.160000000000025,-6.0,2.36,-0.5,0.0,Open Stance,Heavy,3,2,-0.09464285714285725,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,False,-440.0,1
0,1,0,2,-1,-1,0,2.539999999999992,15.23999999999998,0.0,-9.8571,0.2143,-1.3929,Open Stance,Heavy,14,4,-0.0625,0.4,0.75,0.7142857142857143,1.0,0.21428571428571427,0.5,0.07142857142857142,0.25,True,355.0,0
0,4,0,-4,-4,2,0,2.5400000000000205,5.079999999999984,-3.0,-56.5,-0.6071,-1.5,Open Stance,Light,7,4,-0.013492063492063333,0.0,0.6666666666666666,1.0,0.75,0.0,0.5,0.0,0.0,True,-210.0,1
0,0,0,1,1,0,0,-2.539999999999992,0.0,-10.0,-9.5,0.0,0.0,Open Stance,Medium,4,4,-0.013698630136986245,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.5,0.0,0.0,False,-480.0,1
0,0,-1,2,0,-1,-2,-5.079999999999984,0.0,-1.0,-0.11,-0.5,0.46,Open Stance,Light,13,2,-0.02898550724637672,0.6666666666666666,0.5,0.46153846153846156,1.0,0.15384615384615385,0.5,0.15384615384615385,0.0,False,249.0,1
0,0,2,1,-2,-2,1,0.0,0.0,1.0,-0.96,1.5,8.45,Closed Stance,Heavy,9,2,0.0,0.5,1.0,0.4444444444444444,0.5,0.2222222222222222,0.0,0.0,0.5,False,-220.0,0
0,0,-1,0,-1,0,0,-5.079999999999984,-7.6200000000000045,0.0,-2.17,0.0,-3.0,Open Stance,Light,3,1,0.012681159420290022,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,False,386.0,0
0,0,-1,0,0,0,0,-7.6200000000000045,0.0,3.0,14.0,1.0,1.0,Closed Stance,Light,0,1,-0.042857142857142816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,210.0,1
0,0,0,1,1,2,0,-5.0800000000000125,-7.6200000000000045,-4.0,0.99,0.2,0.19,Open Stance,Light,4,2,0.014925373134328401,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,False,-460.0,1
0,3,0,0,0,0,1,5.079999999999984,7.6200000000000045,-1.0,-21.4,0.3,-1.7,Closed Stance,Light,10,5,-0.014925373134328512,0.25,0.75,0.8,0.8,0.2,0.4,0.0,0.2,True,-310.0,0
0,0,1,0,0,0,0,0.0,10.0,3.0,0.0,0.0,0.0,Open Stance,Light,1,0,-0.05690877474585332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-525.0,1
0,0,0,0,0,0,0,-15.240000000000009,-12.700000000000017,-3.0,28.0,-0.5,0.0,Closed Stance,Women,1,2,-0.016129032258064502,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,False,-480.0,1
0,0,1,0,0,0,0,10.159999999999997,5.0800000000000125,8.0,-4.82,0.0,0.71,Closed Stance,Medium,0,1,0.02777777777777768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1350.0,1
0,0,0,-2,-2,-1,0,-2.539999999999992,-5.0800000000000125,-6.0,-2.28,-0.3,-0.95,Open Stance,Heavy,5,3,0.012987012987013102,0.75,1.0,0.8,0.6666666666666666,0.6,0.6666666666666666,0.0,0.0,False,870.0,0
0,0,-3,0,2,-1,0,0.0,0.0,2.0,38.125,-0.625,0.375,Open Stance,Light,8,8,0.0,0.75,0.5,0.5,0.5,0.25,0.125,0.125,0.125,False,-330.0,1
0,0,3,-1,1,2,0,0.0,-12.699999999999989,2.0,-1.57,-0.6,-1.62,Closed Stance,Heavy,1,8,0.05869632375656475,1.0,0.75,1.0,0.5,0.0,0.25,1.0,0.125,False,1080.0,0
0,1,1,3,0,2,1,0.0,0.0,-3.0,-7.8214,0.3036,-3.25,Open Stance,Medium,8,7,0.0,0.0,0.6,0.5,0.7142857142857143,0.0,0.2857142857142857,0.0,0.14285714285714285,False,500.0,0
0,0,0,-3,-3,-3,-3,5.0800000000000125,2.539999999999992,-1.0,-2.11,-1.4,-0.05,Open Stance,Light,11,0,0.01448692152917519,0.8571428571428571,0.0,0.6363636363636364,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,False,845.0,0
0,0,0,0,1,0,0,7.6200000000000045,2.539999999999992,8.0,-1.56,0.0,-0.12,Closed Stance,Light,4,4,0.02815829528158309,0.5,0.3333333333333333,0.5,0.75,0.25,0.25,0.0,0.0,False,-370.0,1
0,0,0,0,0,0,0,-5.079999999999984,-2.5400000000000205,-4.0,0.0,0.0,0.0,Closed Stance,Women,0,0,-0.014624213254350038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,230.0,0
0,0,0,2,-4,-2,-1,-10.159999999999997,-10.159999999999997,2.0,0.48,0.1,-0.7,Closed Stance,Medium,25,12,-0.003289473684210509,0.3333333333333333,0.5,0.72,0.5,0.2,0.25,0.04,0.0,False,505.0,0
0,0,0,0,2,1,1,2.539999999999992,10.159999999999997,-1.0,-53.8333,0.5,0.6667,Closed Stance,Light,1,6,-0.03801169590643283,0.0,0.5,1.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,False,580.0,1
0,0,0,1,1,1,0,-5.0800000000000125,-12.699999999999989,-1.0,-2.15,0.3,1.37,Closed Stance,Women,0,2,0.046696472925981,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,False,-250.0,1
0,0,0,1,-4,-3,-1,5.079999999999984,-7.619999999999976,-1.0,61.0,0.1111,-0.2222,Open Stance,Light,9,3,0.0696673189823872,0.5714285714285714,0.0,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.0,0.1111111111111111,0.0,False,330.0,0
1,1,1,3,-1,2,-2,5.079999999999984,10.159999999999997,4.0,-15.8444,-1.0,-1.2222,Closed Stance,Women,9,5,-0.028169014084507116,0.3333333333333333,0.5,0.6666666666666666,0.8,0.0,0.4,0.2222222222222222,0.0,False,-400.0,1
0,0,0,1,-1,-1,0,-12.699999999999989,-7.6200000000000045,-9.0,27.6818,-0.4545,-1.2727,Open Stance,Light,11,2,-0.030654515327257603,0.2857142857142857,0.5,0.6363636363636364,1.0,0.18181818181818182,0.5,0.0,0.0,False,-320.0,1
0,0,0,-1,-1,0,-1,-17.78,-17.78,2.0,-34.0,-0.6667,-0.3333,Closed Stance,Women,3,0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,False,510.0,0
